"Geography_Code","NM_1566_1_0","NM_1566_1_1","NM_1566_1_2","NM_1566_1_3"
"N00001989",26,4,1,21
"N00001990",19,5,0,14
"N00001991",16,5,3,8
"N00001992",7,1,0,6
"N00001993",18,3,1,14
"N00001994",23,7,6,10
"N00001995",17,5,1,11
"N00001996",19,6,1,12
"N00001997",24,2,3,19
"N00001998",22,8,0,14
"N00001999",417,202,40,175
"N00002000",13,1,1,11
"N00002001",24,8,0,16
"N00002002",16,5,0,11
"N00002003",16,7,0,9
"N00002004",23,10,0,13
"N00002005",8,1,0,7
"N00002006",8,2,0,6
"N00002007",7,5,0,2
"N00002008",27,6,3,18
"N00002009",11,3,1,7
"N00002010",21,6,1,14
"N00002011",41,10,5,26
"N00002012",22,4,2,16
"N00002013",15,5,0,10
"N00002014",67,16,10,41
"N00002015",19,2,0,17
"N00002016",20,4,1,15
"N00002017",20,4,4,12
"N00002018",104,17,11,76
"N00002019",20,3,2,15
"N00002020",17,5,0,12
"N00002021",23,6,0,17
"N00002022",24,2,0,22
"N00002023",23,6,2,15
"N00002024",36,8,0,28
"N00002025",12,6,0,6
"N00002026",16,4,0,12
"N00002027",7,0,0,7
"N00002028",80,26,7,47
"N00002029",43,7,3,33
"N00002030",17,6,2,9
"N00002031",36,9,5,22
"N00002032",24,5,1,18
"N00002033",12,2,0,10
"N00002034",26,4,0,22
"N00002035",31,6,1,24
"N00002036",16,6,0,10
"N00002037",31,9,3,19
"N00002038",21,7,1,13
"N00002039",14,6,1,7
"N00002040",21,7,3,11
"N00002041",22,10,1,11
"N00002042",12,5,0,7
"N00002043",14,2,0,12
"N00002044",21,2,1,18
"N00002045",19,8,0,11
"N00002046",13,1,0,12
"N00002047",15,8,3,4
"N00002048",10,5,1,4
"N00002049",20,7,6,7
"N00002050",5,1,2,2
"N00002051",40,16,0,24
"N00002052",17,5,0,12
"N00002053",21,5,1,15
"N00002054",28,4,0,24
"N00002055",29,8,2,19
"N00002056",22,8,1,13
"N00002057",29,2,4,23
"N00002058",44,15,0,29
"N00002059",14,2,0,12
"N00002060",52,16,1,35
"N00002061",36,9,2,25
"N00002062",10,1,1,8
"N00002063",80,25,6,49
"N00002064",188,94,8,86
"N00002065",30,10,1,19
"N00002066",28,6,2,20
"N00002067",441,248,22,171
"N00002068",30,11,2,17
"N00002069",19,3,5,11
"N00002070",81,17,14,50
"N00002071",14,2,2,10
"N00002072",22,5,1,16
"N00002073",23,5,6,12
"N00002074",71,22,9,40
"N00002075",29,8,2,19
"N00002076",13,3,0,10
"N00002077",12,5,0,7
"N00002078",13,4,2,7
"N00002079",56,10,5,41
"N00002080",21,4,3,14
"N00002081",15,8,1,6
"N00002082",711,288,103,320
"N00002083",19,1,2,16
"N00002084",34,6,4,24
"N00002085",60,15,6,39
"N00002086",37,11,3,23
"N00002087",10,2,1,7
"N00002088",20,2,2,16
"N00002089",29,8,5,16
"N00002090",48,10,1,37
"N00002091",70,7,3,60
"N00002092",31,6,3,22
"N00002093",38,6,5,27
"N00002094",32,11,3,18
"N00002095",33,7,1,25
"N00002096",25,5,3,17
"N00002097",26,10,0,16
"N00002098",30,6,9,15
"N00002099",35,7,2,26
"N00002100",27,7,2,18
"N00002101",51,14,4,33
"N00002102",25,5,4,16
"N00002103",71,16,8,47
"N00002104",19,0,4,15
"N00002105",21,6,2,13
"N00002106",25,7,3,15
"N00002107",49,10,4,35
"N00002108",42,6,0,36
"N00002109",47,6,5,36
"N00002110",49,18,1,30
"N00002111",50,20,1,29
"N00002112",40,6,3,31
"N00002113",42,11,0,31
"N00002114",25,6,3,16
"N00002115",12,3,1,8
"N00002116",12,1,0,11
"N00002117",21,5,1,15
"N00002118",40,9,8,23
"N00002119",21,4,1,16
"N00002120",10,1,0,9
"N00002121",23,4,3,16
"N00002122",36,14,1,21
"N00002123",37,8,1,28
"N00002124",12,2,0,10
"N00002125",76,20,1,55
"N00002126",21,6,0,15
"N00002127",40,7,0,33
"N00002128",31,7,3,21
"N00002129",62,13,9,40
"N00002130",15,8,0,7
"N00002131",25,6,3,16
"N00002132",42,15,3,24
"N00002133",36,13,1,22
"N00002134",27,12,1,14
"N00002135",39,12,1,26
"N00002136",16,4,2,10
"N00002137",13,3,0,10
"N00002138",18,3,0,15
"N00002139",46,11,5,30
"N00002140",18,8,0,10
"N00002141",11,5,0,6
"N00002142",7,3,1,3
"N00002143",35,7,4,24
"N00002144",40,7,0,33
"N00002145",48,14,1,33
"N00002146",25,6,3,16
"N00002147",33,5,2,26
"N00002148",36,12,0,24
"N00002149",35,9,0,26
"N00002150",15,5,0,10
"N00002151",23,3,0,20
"N00002152",70,35,7,28
"N00002153",44,11,0,33
"N00002154",41,11,3,27
"N00002155",57,9,4,44
"N00002156",28,4,0,24
"N00002157",13,5,1,7
"N00002158",35,15,3,17
"N00002159",50,14,1,35
"N00002160",28,3,3,22
"N00002161",25,1,0,24
"N00002162",46,13,0,33
"N00002163",28,8,0,20
"N00002164",22,7,4,11
"N00002165",33,10,1,22
"N00002166",25,9,2,14
"N00002167",14,3,0,11
"N00002168",28,6,4,18
"N00002169",28,6,6,16
"N00002170",27,6,3,18
"N00002171",41,15,4,22
"N00002172",38,15,1,22
"N00002173",43,11,3,29
"N00002174",39,12,5,22
"N00002175",44,18,3,23
"N00002176",45,14,5,26
"N00002177",47,16,1,30
"N00002178",38,14,3,21
"N00002179",21,5,2,14
"N00002180",8,4,0,4
"N00002181",42,14,3,25
"N00002182",15,2,0,13
"N00002183",9,6,0,3
"N00002184",6,1,0,5
"N00002185",14,3,3,8
"N00002186",4,0,1,3
"N00002187",8,0,1,7
"N00002188",4,0,0,4
"N00002189",16,1,1,14
"N00002190",23,4,2,17
"N00002191",13,0,4,9
"N00002192",29,9,3,17
"N00002193",15,2,1,12
"N00002194",11,5,0,6
"N00002195",14,4,3,7
"N00002196",49,11,1,37
"N00002197",43,16,2,25
"N00002198",13,7,1,5
"N00002199",21,4,3,14
"N00002200",27,6,1,20
"N00002201",15,0,1,14
"N00002202",30,8,4,18
"N00002203",84,28,8,48
"N00002204",28,9,2,17
"N00002205",55,21,6,28
"N00002206",16,7,0,9
"N00002207",18,6,1,11
"N00002208",29,10,0,19
"N00002209",34,11,2,21
"N00002210",34,14,2,18
"N00002211",7,0,2,5
"N00002212",10,1,0,9
"N00002213",58,18,5,35
"N00002214",37,17,0,20
"N00002215",10,3,3,4
"N00002216",11,2,0,9
"N00002217",11,1,0,10
"N00002218",9,3,4,2
"N00002219",10,5,1,4
"N00002220",24,3,4,17
"N00002221",20,7,3,10
"N00002222",8,1,2,5
"N00002223",3,0,1,2
"N00002224",12,3,1,8
"N00002225",15,5,0,10
"N00002226",11,1,1,9
"N00002227",11,2,2,7
"N00002228",11,1,0,10
"N00002229",76,28,3,45
"N00002230",16,6,1,9
"N00002231",22,2,1,19
"N00002232",34,8,5,21
"N00002233",24,8,4,12
"N00002234",11,3,2,6
"N00002235",25,5,1,19
"N00002236",31,4,7,20
"N00002237",33,8,8,17
"N00002238",25,9,2,14
"N00002239",7,1,1,5
"N00002240",26,8,0,18
"N00002241",9,4,0,5
"N00002242",25,12,0,13
"N00002243",12,5,2,5
"N00002244",20,4,0,16
"N00002245",1,0,0,1
"N00002246",40,21,2,17
"N00002247",54,14,5,35
"N00002248",58,25,3,30
"N00002249",72,19,8,45
"N00002250",24,6,0,18
"N00002251",31,18,0,13
"N00002252",79,31,3,45
"N00002253",30,6,4,20
"N00002254",48,19,2,27
"N00002255",35,10,4,21
"N00002256",36,11,0,25
"N00002257",20,6,2,12
"N00002258",29,9,4,16
"N00002259",16,3,2,11
"N00002260",41,11,4,26
"N00002261",42,14,1,27
"N00002262",43,18,4,21
"N00002263",30,9,1,20
"N00002264",41,13,3,25
"N00002265",38,12,4,22
"N00002266",17,2,1,14
"N00002267",27,6,3,18
"N00002268",62,23,5,34
"N00002269",18,5,0,13
"N00002270",25,5,4,16
"N00002271",26,1,5,20
"N00002272",20,4,1,15
"N00002273",35,11,5,19
"N00002274",18,4,3,11
"N00002275",19,1,5,13
"N00002276",19,3,1,15
"N00002277",27,3,4,20
"N00002278",29,11,0,18
"N00002279",8,1,1,6
"N00002280",19,11,0,8
"N00002281",36,8,6,22
"N00002282",20,5,2,13
"N00002283",18,7,1,10
"N00002284",17,7,0,10
"N00002285",51,19,5,27
"N00002286",26,10,3,13
"N00002287",24,4,3,17
"N00002288",20,6,1,13
"N00002289",16,3,2,11
"N00002290",28,11,0,17
"N00002291",24,3,2,19
"N00002292",20,2,2,16
"N00002293",10,4,1,5
"N00002294",13,5,0,8
"N00002295",19,7,1,11
"N00002296",18,5,1,12
"N00002297",27,9,0,18
"N00002298",13,2,1,10
"N00002299",17,5,0,12
"N00002300",43,11,0,32
"N00002301",35,11,2,22
"N00002302",55,19,1,35
"N00002303",31,8,4,19
"N00002304",10,1,0,9
"N00002305",46,14,1,31
"N00002306",81,19,11,51
"N00002307",33,13,2,18
"N00002308",31,12,1,18
"N00002309",6,3,0,3
"N00002310",12,3,0,9
"N00002311",9,5,1,3
"N00002312",10,0,1,9
"N00002313",13,4,1,8
"N00002314",17,6,0,11
"N00002315",26,10,0,16
"N00002316",10,4,1,5
"N00002317",18,7,0,11
"N00002318",14,3,1,10
"N00002319",36,14,4,18
"N00002320",15,7,0,8
"N00002321",15,3,0,12
"N00002322",21,3,0,18
"N00002323",15,2,1,12
"N00002324",21,6,0,15
"N00002325",33,9,1,23
"N00002326",17,3,2,12
"N00002327",86,26,3,57
"N00002328",28,4,2,22
"N00002329",12,2,1,9
"N00002330",32,15,2,15
"N00002331",59,24,3,32
"N00002332",20,4,1,15
"N00002333",23,11,0,12
"N00002334",21,5,0,16
"N00002335",33,7,2,24
"N00002336",26,9,8,9
"N00002337",40,9,3,28
"N00002338",11,8,1,2
"N00002339",17,7,4,6
"N00002340",15,7,0,8
"N00002341",7,2,0,5
"N00002342",14,6,0,8
"N00002343",22,7,1,14
"N00002344",14,5,0,9
"N00002345",8,0,3,5
"N00002346",13,3,4,6
"N00002347",32,11,1,20
"N00002348",8,0,1,7
"N00002349",11,2,0,9
"N00002350",7,1,0,6
"N00002351",78,28,8,42
"N00002352",13,3,1,9
"N00002353",118,39,13,66
"N00002354",16,6,0,10
"N00002355",28,12,2,14
"N00002356",34,16,4,14
"N00002357",23,12,3,8
"N00002358",18,5,2,11
"N00002359",16,3,1,12
"N00002360",4,0,1,3
"N00002361",17,7,1,9
"N00002362",13,4,0,9
"N00002363",10,2,1,7
"N00002364",4,2,0,2
"N00002365",18,4,0,14
"N00002366",11,3,0,8
"N00002367",14,2,0,12
"N00002368",34,9,1,24
"N00002369",42,7,0,35
"N00002370",24,7,0,17
"N00002371",35,2,2,31
"N00002372",27,8,0,19
"N00002373",16,4,0,12
"N00002374",11,3,0,8
"N00002375",22,9,0,13
"N00002376",38,13,4,21
"N00002377",21,6,2,13
"N00002378",26,10,1,15
"N00002379",35,7,2,26
"N00002380",13,4,1,8
"N00002381",28,9,2,17
"N00002382",30,12,3,15
"N00002383",39,10,2,27
"N00002384",25,4,5,16
"N00002385",18,4,3,11
"N00002386",14,2,1,11
"N00002387",14,6,0,8
"N00002388",17,8,0,9
"N00002389",26,12,0,14
"N00002390",13,3,1,9
"N00002391",38,14,0,24
"N00002392",38,17,4,17
"N00002393",73,21,3,49
"N00002394",46,12,8,26
"N00002395",34,13,1,20
"N00002396",14,2,1,11
"N00002397",19,5,0,14
"N00002398",19,4,1,14
"N00002399",13,3,1,9
"N00002400",7,2,1,4
"N00002401",99,15,16,68
"N00002402",13,1,0,12
"N00002403",15,1,0,14
"N00002404",46,15,0,31
"N00002405",27,11,0,16
"N00002406",23,6,0,17
"N00002407",15,3,0,12
"N00002408",26,5,2,19
"N00002409",24,9,3,12
"N00002410",23,8,4,11
"N00002411",41,10,3,28
"N00002412",49,10,5,34
"N00002413",39,10,3,26
"N00002414",22,4,2,16
"N00002415",18,9,0,9
"N00002416",20,3,0,17
"N00002417",18,4,1,13
"N00002418",44,9,2,33
"N00002419",39,4,3,32
"N00002420",33,9,1,23
"N00002421",31,12,1,18
"N00002422",34,6,2,26
"N00002423",17,3,1,13
"N00002424",29,6,3,20
"N00002425",11,6,1,4
"N00002426",33,9,4,20
"N00002427",31,10,2,19
"N00002428",25,6,0,19
"N00002429",13,2,2,9
"N00002430",29,3,4,22
"N00002431",92,24,6,62
"N00002432",16,5,1,10
"N00002433",50,17,5,28
"N00002434",19,2,2,15
"N00002435",16,8,1,7
"N00002436",43,11,3,29
"N00002437",29,7,6,16
"N00002438",19,8,0,11
"N00002439",23,6,0,17
"N00002440",20,4,0,16
"N00002441",8,2,0,6
"N00002442",22,2,2,18
"N00002443",28,7,6,15
"N00002444",52,16,10,26
"N00002445",14,3,0,11
"N00002446",5,2,0,3
"N00002447",18,6,1,11
"N00002448",20,6,1,13
"N00002449",19,5,3,11
"N00002450",10,4,0,6
"N00002451",47,6,6,35
"N00002452",22,5,0,17
"N00002453",30,12,3,15
"N00002454",22,4,2,16
"N00002455",30,3,2,25
"N00002456",31,9,2,20
"N00002457",29,8,3,18
"N00002458",13,4,0,9
"N00002459",51,17,4,30
"N00002460",32,5,4,23
"N00002461",44,14,2,28
"N00002462",34,5,0,29
"N00002463",41,13,3,25
"N00002464",27,7,0,20
"N00002465",117,22,13,82
"N00002466",34,8,4,22
"N00002467",37,5,3,29
"N00002468",20,6,3,11
"N00002469",47,6,6,35
"N00002470",30,10,0,20
"N00002471",27,10,1,16
"N00002472",39,11,7,21
"N00002473",38,8,4,26
"N00002474",37,7,4,26
"N00002475",33,5,9,19
"N00002476",32,8,7,17
"N00002477",25,4,3,18
"N00002478",67,14,8,45
"N00002479",53,13,6,34
"N00002480",53,16,6,31
"N00002481",45,10,8,27
"N00002482",23,5,3,15
"N00002483",21,1,5,15
"N00002484",32,6,3,23
"N00002485",32,6,3,23
"N00002486",51,11,2,38
"N00002487",52,17,5,30
"N00002488",160,46,14,100
"N00002489",65,15,6,44
"N00002490",26,8,0,18
"N00002491",31,10,2,19
"N00002492",29,10,2,17
"N00002493",14,2,2,10
"N00002494",36,6,8,22
"N00002495",46,13,11,22
"N00002496",29,4,10,15
"N00002497",54,12,11,31
"N00002498",109,30,11,68
"N00002499",54,17,7,30
"N00002500",47,8,0,39
"N00002501",165,40,11,114
"N00002502",28,8,3,17
"N00002503",16,3,0,13
"N00002504",8,1,2,5
"N00002505",17,1,2,14
"N00002506",20,4,2,14
"N00002507",34,10,1,23
"N00002508",8,3,0,5
"N00002509",8,2,0,6
"N00002510",29,12,0,17
"N00002511",9,0,0,9
"N00002512",34,12,1,21
"N00002513",36,4,5,27
"N00002514",41,8,5,28
"N00002515",21,5,2,14
"N00002516",34,8,6,20
"N00002517",19,6,0,13
"N00002518",63,11,10,42
"N00002519",23,4,4,15
"N00002520",67,10,6,51
"N00002521",82,15,12,55
"N00002522",23,1,2,20
"N00002523",23,5,1,17
"N00002524",35,8,2,25
"N00002525",133,45,13,75
"N00002526",55,13,5,37
"N00002527",42,15,3,24
"N00002528",41,11,6,24
"N00002529",47,14,1,32
"N00002530",40,11,4,25
"N00002531",63,24,7,32
"N00002532",37,13,6,18
"N00002533",57,11,6,40
"N00002534",27,9,3,15
"N00002535",62,19,7,36
"N00002536",29,10,6,13
"N00002537",122,28,14,80
"N00002538",60,19,4,37
"N00002539",20,6,4,10
"N00002540",145,42,17,86
"N00002541",68,24,3,41
"N00002542",30,4,0,26
"N00002543",15,5,0,10
"N00002544",33,14,6,13
"N00002545",20,5,4,11
"N00002546",16,2,2,12
"N00002547",58,14,6,38
"N00002548",27,1,4,22
"N00002549",8,1,1,6
"N00002550",12,2,3,7
"N00002551",21,2,2,17
"N00002552",13,3,2,8
"N00002553",8,3,0,5
"N00002554",29,10,8,11
"N00002555",27,11,2,14
"N00002556",19,5,1,13
"N00002557",19,3,3,13
"N00002558",16,6,2,8
"N00002559",15,10,0,5
"N00002560",49,7,3,39
"N00002561",15,4,0,11
"N00002562",31,8,4,19
"N00002563",41,13,4,24
"N00002564",13,3,0,10
"N00002565",26,5,4,17
"N00002566",20,4,2,14
"N00002567",44,10,4,30
"N00002568",23,6,1,16
"N00002569",19,4,4,11
"N00002570",14,2,0,12
"N00002571",33,13,4,16
"N00002572",21,4,0,17
"N00002573",16,8,0,8
"N00002574",22,10,0,12
"N00002575",31,8,0,23
"N00002576",69,16,5,48
"N00002577",65,19,8,38
"N00002578",27,4,3,20
"N00002579",40,2,9,29
"N00002580",22,6,2,14
"N00002581",19,5,1,13
"N00002582",145,42,11,92
"N00002583",23,5,2,16
"N00002584",37,6,6,25
"N00002585",18,4,2,12
"N00002586",24,7,1,16
"N00002587",61,9,11,41
"N00002588",19,3,2,14
"N00002589",35,5,7,23
"N00002590",146,29,18,99
"N00002591",114,30,12,72
"N00002592",53,17,3,33
"N00002593",26,13,0,13
"N00002594",31,5,4,22
"N00002595",44,12,3,29
"N00002596",37,9,5,23
"N00002597",39,8,3,28
"N00002598",23,8,6,9
"N00002599",35,14,4,17
"N00002600",42,15,7,20
"N00002601",34,11,3,20
"N00002602",38,12,3,23
"N00002603",114,48,19,47
"N00002604",79,35,8,36
"N00002605",19,3,5,11
"N00002606",29,9,3,17
"N00002607",10,1,3,6
"N00002608",37,12,4,21
"N00002609",520,194,79,247
"N00002610",63,16,2,45
"N00002611",8,3,1,4
"N00002612",47,13,3,31
"N00002613",48,12,3,33
"N00002614",29,4,4,21
"N00002615",28,5,3,20
"N00002616",21,5,1,15
"N00002617",27,9,3,15
"N00002618",19,5,3,11
"N00002619",36,9,5,22
"N00002620",24,3,2,19
"N00002621",5,2,1,2
"N00002622",19,5,2,12
"N00002623",12,7,0,5
"N00002624",16,4,4,8
"N00002625",25,4,4,17
"N00002626",77,20,8,49
"N00002627",13,1,2,10
"N00002628",83,17,12,54
"N00002629",13,4,0,9
"N00002630",20,0,0,20
"N00002631",26,4,0,22
"N00002632",25,12,0,13
"N00002633",24,5,0,19
"N00002634",25,6,0,19
"N00002635",16,1,0,15
"N00002636",30,6,2,22
"N00002637",28,9,0,19
"N00002638",24,5,0,19
"N00002639",11,1,1,9
"N00002640",20,6,0,14
"N00002641",24,10,1,13
"N00002642",38,14,1,23
"N00002643",27,7,1,19
"N00002644",16,5,2,9
"N00002645",16,4,2,10
"N00002646",16,6,2,8
"N00002647",35,8,8,19
"N00002648",10,5,0,5
"N00002649",26,9,3,14
"N00002650",18,6,2,10
"N00002651",22,9,0,13
"N00002652",16,1,3,12
"N00002653",18,6,0,12
"N00002654",18,9,2,7
"N00002655",20,6,1,13
"N00002656",34,5,6,23
"N00002657",29,9,2,18
"N00002658",27,11,1,15
"N00002659",27,5,3,19
"N00002660",30,9,0,21
"N00002661",25,8,2,15
"N00002662",18,6,1,11
"N00002663",20,7,0,13
"N00002664",15,3,4,8
"N00002665",14,6,0,8
"N00002666",16,5,1,10
"N00002667",52,12,0,40
"N00002668",25,9,0,16
"N00002669",23,9,1,13
"N00002670",142,46,4,92
"N00002671",117,35,12,70
"N00002672",23,3,0,20
"N00002673",78,30,9,39
"N00002674",20,3,0,17
"N00002675",30,12,1,17
"N00002676",44,8,5,31
"N00002677",35,9,0,26
"N00002678",29,10,1,18
"N00002679",36,13,6,17
"N00002680",44,11,0,33
"N00002681",21,7,0,14
"N00002682",43,12,3,28
"N00002683",32,7,2,23
"N00002684",23,3,2,18
"N00002685",34,9,0,25
"N00002686",17,4,1,12
"N00002687",18,4,0,14
"N00002688",22,7,0,15
"N00002689",14,5,1,8
"N00002690",15,2,2,11
"N00002691",25,9,0,16
"N00002692",15,5,1,9
"N00002693",20,6,2,12
"N00002694",22,3,1,18
"N00002695",44,12,4,28
"N00002696",26,8,3,15
"N00002697",25,8,0,17
"N00002698",28,11,3,14
"N00002699",17,2,1,14
"N00002700",39,14,1,24
"N00002701",42,13,3,26
"N00002702",29,8,1,20
"N00002703",49,17,3,29
"N00002704",53,17,0,36
"N00002705",48,16,4,28
"N00002706",21,11,0,10
"N00002707",33,12,5,16
"N00002708",15,3,0,12
"N00002709",27,11,0,16
"N00002710",19,7,2,10
"N00002711",38,7,7,24
"N00002712",25,11,2,12
"N00002713",19,5,2,12
"N00002714",38,11,2,25
"N00002715",24,9,2,13
"N00002716",24,13,0,11
"N00002717",43,14,6,23
"N00002718",31,15,1,15
"N00002719",16,5,1,10
"N00002720",18,8,0,10
"N00002721",26,13,1,12
"N00002722",35,14,0,21
"N00002723",36,10,1,25
"N00002724",19,9,0,10
"N00002725",25,7,0,18
"N00002726",63,28,0,35
"N00002727",39,7,8,24
"N00002728",58,11,2,45
"N00002729",14,7,0,7
"N00002730",14,6,0,8
"N00002731",15,5,0,10
"N00002732",15,2,1,12
"N00002733",16,5,0,11
"N00002734",33,12,2,19
"N00002735",24,8,3,13
"N00002736",27,11,2,14
"N00002737",20,8,1,11
"N00002738",42,11,2,29
"N00002739",36,5,2,29
"N00002740",19,4,0,15
"N00002741",29,7,1,21
"N00002742",28,4,5,19
"N00002743",18,1,1,16
"N00002744",16,5,4,7
"N00002745",26,7,1,18
"N00002746",16,4,0,12
"N00002747",9,5,2,2
"N00002748",19,5,1,13
"N00002749",23,9,1,13
"N00002750",9,2,2,5
"N00002751",18,2,4,12
"N00002752",13,2,1,10
"N00002753",48,16,1,31
"N00002754",39,11,1,27
"N00002755",39,12,5,22
"N00002756",15,7,1,7
"N00002757",28,7,0,21
"N00002758",12,2,2,8
"N00002759",21,4,3,14
"N00002760",31,9,2,20
"N00002761",74,16,10,48
"N00002762",24,3,0,21
"N00002763",32,6,2,24
"N00002764",30,10,3,17
"N00002765",25,5,2,18
"N00002766",23,8,3,12
"N00002767",24,9,3,12
"N00002768",22,11,0,11
"N00002769",36,15,2,19
"N00002770",45,15,1,29
"N00002771",16,5,1,10
"N00002772",19,6,2,11
"N00002773",9,3,2,4
"N00002774",48,18,5,25
"N00002775",32,15,2,15
"N00002776",20,8,0,12
"N00002777",24,8,1,15
"N00002778",6,0,0,6
"N00002779",25,8,0,17
"N00002780",16,7,0,9
"N00002781",21,8,2,11
"N00002782",39,15,3,21
"N00002783",40,16,1,23
"N00002784",47,9,7,31
"N00002785",38,5,7,26
"N00002786",48,11,3,34
"N00002787",40,8,2,30
"N00002788",34,13,1,20
"N00002789",33,14,1,18
"N00002790",30,15,0,15
"N00002791",33,8,0,25
"N00002792",37,10,0,27
"N00002793",35,10,1,24
"N00002794",37,6,3,28
"N00002795",42,6,0,36
"N00002796",30,9,3,18
"N00002797",43,11,0,32
"N00002798",36,6,2,28
"N00002799",20,0,2,18
"N00002800",28,6,3,19
"N00002801",49,14,2,33
"N00002802",30,10,1,19
"N00002803",25,3,1,21
"N00002804",17,3,0,14
"N00002805",22,6,1,15
"N00002806",31,10,3,18
"N00002807",29,5,1,23
"N00002808",24,11,3,10
"N00002809",41,6,1,34
"N00002810",25,7,2,16
"N00002811",17,3,1,13
"N00002812",31,6,1,24
"N00002813",24,4,1,19
"N00002814",24,2,2,20
"N00002815",11,1,3,7
"N00002816",22,7,1,14
"N00002817",41,10,2,29
"N00002818",16,3,4,9
"N00002819",29,9,0,20
"N00002820",25,8,0,17
"N00002821",32,9,2,21
"N00002822",35,6,2,27
"N00002823",23,7,1,15
"N00002824",14,4,1,9
"N00002825",47,13,6,28
"N00002826",14,4,0,10
"N00002827",25,6,1,18
"N00002828",25,7,2,16
"N00002829",35,7,4,24
"N00002830",41,20,1,20
"N00002831",32,11,0,21
"N00002832",32,5,1,26
"N00002833",28,12,0,16
"N00002834",38,12,1,25
"N00002835",43,13,2,28
"N00002836",41,13,5,23
"N00002837",20,5,1,14
"N00002838",37,10,3,24
"N00002839",13,3,2,8
"N00002840",103,27,9,67
"N00002841",49,12,6,31
"N00002842",43,14,1,28
"N00002843",31,8,0,23
"N00002844",20,2,1,17
"N00002845",18,3,2,13
"N00002846",37,3,2,32
"N00002847",43,11,2,30
"N00002848",96,28,3,65
"N00002849",11,1,2,8
"N00002850",20,4,3,13
"N00002851",34,9,2,23
"N00002852",19,8,3,8
"N00002853",71,12,4,55
"N00002854",44,13,1,30
"N00002855",15,6,0,9
"N00002856",22,6,0,16
"N00002857",32,9,1,22
"N00002858",26,8,1,17
"N00002859",28,11,1,16
"N00002860",17,6,1,10
"N00002861",41,12,3,26
"N00002862",17,5,0,12
"N00002863",17,6,0,11
"N00002864",21,8,1,12
"N00002865",52,9,3,40
"N00002866",37,11,0,26
"N00002867",48,13,1,34
"N00002868",31,4,7,20
"N00002869",31,8,0,23
"N00002870",51,17,3,31
"N00002871",52,22,4,26
"N00002872",12,3,1,8
"N00002873",18,4,0,14
"N00002874",23,5,2,16
"N00002875",53,18,2,33
"N00002876",32,11,0,21
"N00002877",9,3,0,6
"N00002878",5,3,1,1
"N00002879",16,5,1,10
"N00002880",25,5,1,19
"N00002881",19,9,3,7
"N00002882",22,11,0,11
"N00002883",29,6,4,19
"N00002884",39,10,1,28
"N00002885",26,2,0,24
"N00002886",49,16,2,31
"N00002887",43,11,0,32
"N00002888",34,8,1,25
"N00002889",14,3,1,10
"N00002890",30,4,3,23
"N00002891",46,14,4,28
"N00002892",32,5,3,24
"N00002893",15,4,0,11
"N00002894",14,5,1,8
"N00002895",37,7,4,26
"N00002896",25,4,2,19
"N00002897",48,14,8,26
"N00002898",18,7,1,10
"N00002899",19,6,1,12
"N00002900",13,8,0,5
"N00002901",13,4,0,9
"N00002902",19,8,2,9
"N00002903",37,15,2,20
"N00002904",30,8,0,22
"N00002905",41,14,3,24
"N00002906",42,11,3,28
"N00002907",61,12,0,49
"N00002908",40,10,1,29
"N00002909",54,14,3,37
"N00002910",71,17,7,47
"N00002911",71,19,4,48
"N00002912",28,9,1,18
"N00002913",22,6,1,15
"N00002914",72,28,4,40
"N00002915",11,3,1,7
"N00002916",37,12,0,25
"N00002917",18,3,1,14
"N00002918",16,0,0,16
"N00002919",39,9,3,27
"N00002920",20,0,3,17
"N00002921",17,4,1,12
"N00002922",33,6,3,24
"N00002923",20,8,1,11
"N00002924",32,9,2,21
"N00002925",13,3,0,10
"N00002926",27,4,2,21
"N00002927",35,3,2,30
"N00002928",21,3,2,16
"N00002929",40,11,2,27
"N00002930",32,8,0,24
"N00002931",21,9,0,12
"N00002932",25,2,0,23
"N00002933",37,20,1,16
"N00002934",30,4,1,25
"N00002935",27,6,1,20
"N00002936",17,6,0,11
"N00002937",20,6,0,14
"N00002938",36,13,3,20
"N00002939",27,6,2,19
"N00002940",22,5,2,15
"N00002941",15,3,2,10
"N00002942",21,4,1,16
"N00002943",18,7,1,10
"N00002944",33,6,4,23
"N00002945",32,6,2,24
"N00002946",12,4,2,6
"N00002947",20,0,1,19
"N00002948",27,9,3,15
"N00002949",22,6,3,13
"N00002950",19,6,1,12
"N00002951",10,4,1,5
"N00002952",27,6,0,21
"N00002953",9,0,1,8
"N00002954",31,10,2,19
"N00002955",21,6,2,13
"N00002956",26,2,2,22
"N00002957",26,8,4,14
"N00002958",25,3,2,20
"N00002959",31,8,2,21
"N00002960",13,6,0,7
"N00002961",16,3,0,13
"N00002962",20,4,1,15
"N00002963",21,10,0,11
"N00002964",18,6,0,12
"N00002965",15,0,0,15
"N00002966",36,3,2,31
"N00002967",16,1,1,14
"N00002968",15,5,3,7
"N00002969",6,0,2,4
"N00002970",9,2,0,7
"N00002971",16,5,1,10
"N00002972",22,9,2,11
"N00002973",27,8,1,18
"N00002974",22,1,0,21
"N00002975",33,6,3,24
"N00002976",26,6,0,20
"N00002977",29,3,1,25
"N00002978",38,13,1,24
"N00002979",27,8,4,15
"N00002980",24,4,3,17
"N00002981",10,2,0,8
"N00002982",19,7,0,12
"N00002983",32,8,1,23
"N00002984",14,2,2,10
