"Geography_Code","NM_1287_1_0","NM_1287_1_1","NM_1287_1_10","NM_1287_1_11","NM_1287_1_12","NM_1287_1_13","NM_1287_1_14","NM_1287_1_15","NM_1287_1_16","NM_1287_1_17","NM_1287_1_18","NM_1287_1_19","NM_1287_1_2","NM_1287_1_20","NM_1287_1_3","NM_1287_1_4","NM_1287_1_5","NM_1287_1_6","NM_1287_1_7","NM_1287_1_8","NM_1287_1_9"
"N00003903",658,618,0,36,2,57,4,2,2,0,0,2,40,0,0,36,4,57,654,616,38
"N00003904",511,475,0,33,2,51,5,4,1,0,1,0,36,1,0,34,2,52,506,471,35
"N00003905",294,268,0,24,0,17,3,1,2,0,2,0,26,8,0,26,0,25,291,267,24
"N00003906",229,188,3,37,0,31,1,0,1,0,1,0,41,0,3,38,0,31,228,188,40
"N00003907",306,269,0,36,1,32,3,3,0,0,0,0,37,2,0,36,1,34,303,266,37
"N00003908",195,169,0,26,0,16,0,0,0,0,0,0,26,0,0,26,0,16,195,169,26
"N00003909",353,329,0,24,0,56,0,0,0,0,0,0,24,1,0,24,0,57,353,329,24
"N00003910",250,245,0,4,0,22,1,0,1,0,1,0,5,0,0,5,0,22,249,245,4
"N00003911",1281,1184,14,79,3,134,8,7,1,0,0,1,97,0,14,79,4,134,1273,1177,96
"N00003912",469,421,5,40,0,34,5,2,3,0,3,0,48,0,5,43,0,34,464,419,45
"N00003913",261,236,0,24,1,11,4,4,0,0,0,0,25,1,0,24,1,12,257,232,25
"N00003914",366,348,0,12,5,9,5,4,1,0,1,0,18,2,0,13,5,11,361,344,17
"N00003915",308,293,0,14,0,10,7,6,1,0,1,0,15,0,0,15,0,10,301,287,14
"N00003916",390,371,0,15,3,23,5,4,1,0,1,0,19,0,0,16,3,23,385,367,18
"N00003917",280,273,0,7,0,16,0,0,0,0,0,0,7,0,0,7,0,16,280,273,7
"N00003918",267,241,0,26,0,23,0,0,0,0,0,0,26,3,0,26,0,26,267,241,26
"N00003919",297,274,1,21,0,16,2,1,1,0,1,0,23,0,1,22,0,16,295,273,22
"N00003920",329,315,0,13,1,22,7,7,0,0,0,0,14,0,0,13,1,22,322,308,14
"N00003921",326,316,0,10,0,9,1,1,0,0,0,0,10,1,0,10,0,10,325,315,10
"N00003922",303,290,0,10,2,26,8,7,1,0,1,0,13,0,0,11,2,26,295,283,12
"N00003923",306,291,0,11,4,19,5,5,0,0,0,0,15,0,0,11,4,19,301,286,15
"N00003924",305,277,0,28,0,16,6,6,0,0,0,0,28,0,0,28,0,16,299,271,28
"N00003925",289,274,0,11,0,18,20,16,4,0,4,0,15,8,0,15,0,26,269,258,11
"N00003926",305,297,0,8,0,53,8,8,0,0,0,0,8,0,0,8,0,53,297,289,8
"N00003927",312,305,0,5,0,19,11,9,2,0,2,0,7,0,0,7,0,19,301,296,5
"N00003928",462,431,0,28,1,31,15,13,2,0,1,1,31,2,0,29,2,33,447,418,29
"N00003929",261,232,0,27,2,24,4,4,0,0,0,0,29,0,0,27,2,24,257,228,29
"N00003930",318,294,1,22,0,23,2,1,1,0,1,0,24,0,1,23,0,23,316,293,23
"N00003931",214,197,3,14,0,7,3,3,0,0,0,0,17,1,3,14,0,8,211,194,17
"N00003932",347,332,0,14,1,15,2,2,0,0,0,0,15,0,0,14,1,15,345,330,15
"N00003933",841,745,7,84,1,60,9,5,4,0,4,0,96,0,7,88,1,60,832,740,92
"N00003934",337,327,2,8,0,20,0,0,0,0,0,0,10,0,2,8,0,20,337,327,10
"N00003935",353,331,1,20,1,11,5,5,0,0,0,0,22,0,1,20,1,11,348,326,22
"N00003936",938,873,3,60,1,56,9,8,1,0,0,1,65,0,3,60,2,56,929,865,64
"N00003937",331,306,2,20,2,22,5,4,1,0,1,0,25,0,2,21,2,22,326,302,24
"N00003938",259,246,0,13,0,17,2,2,0,0,0,0,13,0,0,13,0,17,257,244,13
"N00003939",386,373,0,13,0,24,3,3,0,0,0,0,13,0,0,13,0,24,383,370,13
"N00003940",317,308,1,8,0,17,4,4,0,0,0,0,9,0,1,8,0,17,313,304,9
"N00003941",379,354,5,17,2,11,5,4,1,0,0,1,25,0,5,17,3,11,374,350,24
"N00003942",468,432,0,36,0,41,2,2,0,0,0,0,36,1,0,36,0,42,466,430,36
"N00003943",657,599,4,52,2,49,22,22,0,0,0,0,58,2,4,52,2,51,635,577,58
"N00003944",390,355,0,35,0,32,2,2,0,0,0,0,35,0,0,35,0,32,388,353,35
"N00003945",333,309,0,23,1,23,3,3,0,0,0,0,24,0,0,23,1,23,330,306,24
"N00003946",446,406,2,38,0,30,0,0,0,0,0,0,40,1,2,38,0,31,446,406,40
"N00003947",620,581,6,30,3,55,1,1,0,0,0,0,39,2,6,30,3,57,619,580,39
"N00003948",323,311,0,12,0,18,1,1,0,0,0,0,12,1,0,12,0,19,322,310,12
"N00003949",316,297,0,14,4,23,16,15,1,0,1,0,19,0,0,15,4,23,300,282,18
"N00003950",315,291,0,21,0,17,7,4,3,0,3,0,24,0,0,24,0,17,308,287,21
"N00003951",265,253,0,12,0,19,1,1,0,0,0,0,12,0,0,12,0,19,264,252,12
"N00003952",267,253,0,13,1,23,0,0,0,0,0,0,14,0,0,13,1,23,267,253,14
"N00003953",277,269,0,7,1,14,0,0,0,0,0,0,8,0,0,7,1,14,277,269,8
"N00003954",223,199,0,24,0,14,0,0,0,0,0,0,24,0,0,24,0,14,223,199,24
"N00003955",263,253,0,8,1,12,4,3,1,0,0,1,10,0,0,8,2,12,259,250,9
"N00003956",310,298,0,11,1,8,8,8,0,0,0,0,12,0,0,11,1,8,302,290,12
"N00003957",221,196,0,25,0,13,1,1,0,0,0,0,25,0,0,25,0,13,220,195,25
"N00003958",531,497,1,33,0,42,9,9,0,0,0,0,34,1,1,33,0,43,522,488,34
"N00003959",264,248,0,12,1,9,3,0,3,0,3,0,16,0,0,15,1,9,261,248,13
"N00003960",260,251,0,9,0,9,0,0,0,0,0,0,9,1,0,9,0,10,260,251,9
"N00003961",286,281,0,5,0,9,1,1,0,0,0,0,5,0,0,5,0,9,285,280,5
"N00003962",676,654,0,19,1,30,5,3,2,0,2,0,22,3,0,21,1,33,671,651,20
"N00003963",296,290,0,6,0,7,7,7,0,0,0,0,6,0,0,6,0,7,289,283,6
"N00003964",349,326,0,21,0,52,3,1,2,0,2,0,23,1,0,23,0,53,346,325,21
"N00003965",381,359,0,20,2,26,1,1,0,0,0,0,22,0,0,20,2,26,380,358,22
"N00003966",301,285,0,10,2,17,9,5,4,0,4,0,16,0,0,14,2,17,292,280,12
"N00003967",405,390,0,15,0,12,5,5,0,0,0,0,15,1,0,15,0,13,400,385,15
"N00003968",282,262,2,18,0,15,0,0,0,0,0,0,20,0,2,18,0,15,282,262,20
"N00003969",260,252,1,7,0,15,0,0,0,0,0,0,8,0,1,7,0,15,260,252,8
"N00003970",330,303,0,27,0,20,10,10,0,0,0,0,27,4,0,27,0,24,320,293,27
"N00003971",311,298,2,11,0,27,9,9,0,0,0,0,13,3,2,11,0,30,302,289,13
"N00003972",327,309,1,17,0,9,3,3,0,0,0,0,18,0,1,17,0,9,324,306,18
"N00003973",345,330,0,14,1,24,1,1,0,0,0,0,15,2,0,14,1,26,344,329,15
"N00003974",633,585,0,32,8,43,21,13,8,0,8,0,48,1,0,40,8,44,612,572,40
"N00003975",372,361,2,7,2,17,0,0,0,0,0,0,11,0,2,7,2,17,372,361,11
"N00003976",347,331,0,16,0,22,3,3,0,0,0,0,16,0,0,16,0,22,344,328,16
"N00003977",284,276,0,4,2,16,6,4,2,0,2,0,8,0,0,6,2,16,278,272,6
"N00003978",370,344,0,20,4,13,4,2,2,0,1,1,26,1,0,21,5,14,366,342,24
"N00003979",349,323,0,26,0,35,10,10,0,0,0,0,26,1,0,26,0,36,339,313,26
"N00003980",378,370,0,7,1,18,0,0,0,0,0,0,8,0,0,7,1,18,378,370,8
"N00003981",270,259,0,11,0,14,0,0,0,0,0,0,11,0,0,11,0,14,270,259,11
"N00003982",211,185,2,20,2,19,5,3,2,0,2,0,26,0,2,22,2,19,206,182,24
"N00003983",265,250,0,14,0,25,8,7,1,0,1,0,15,0,0,15,0,25,257,243,14
"N00003984",363,324,0,38,0,34,2,1,1,0,0,1,39,0,0,38,1,34,361,323,38
"N00003985",298,281,1,16,0,18,2,2,0,0,0,0,17,2,1,16,0,20,296,279,17
"N00003986",247,228,2,17,0,14,2,2,0,0,0,0,19,0,2,17,0,14,245,226,19
"N00003987",304,278,4,22,0,17,2,2,0,0,0,0,26,0,4,22,0,17,302,276,26
"N00003988",288,268,0,18,1,10,3,2,1,0,0,1,20,0,0,18,2,10,285,266,19
"N00003989",163,141,0,20,2,22,3,3,0,0,0,0,22,0,0,20,2,22,160,138,22
"N00003990",420,391,0,29,0,13,0,0,0,0,0,0,29,0,0,29,0,13,420,391,29
"N00003991",295,266,0,28,1,13,0,0,0,0,0,0,29,0,0,28,1,13,295,266,29
"N00003992",379,355,0,24,0,19,2,2,0,0,0,0,24,0,0,24,0,19,377,353,24
"N00003993",393,354,0,35,2,17,8,6,2,0,2,0,39,0,0,37,2,17,385,348,37
"N00003994",353,348,0,5,0,11,6,6,0,0,0,0,5,0,0,5,0,11,347,342,5
"N00003995",395,386,0,6,0,13,4,1,3,0,3,0,9,0,0,9,0,13,391,385,6
"N00003996",340,315,1,24,0,16,0,0,0,0,0,0,25,0,1,24,0,16,340,315,25
"N00003997",364,352,0,10,2,21,8,8,0,0,0,0,12,0,0,10,2,21,356,344,12
"N00003998",347,334,0,13,0,28,3,3,0,0,0,0,13,0,0,13,0,28,344,331,13
"N00003999",388,370,1,15,0,16,5,3,2,0,2,0,18,0,1,17,0,16,383,367,16
"N00004000",311,290,2,19,0,28,4,4,0,0,0,0,21,0,2,19,0,28,307,286,21
"N00004001",332,299,2,28,3,26,0,0,0,0,0,0,33,0,2,28,3,26,332,299,33
"N00004002",275,256,0,19,0,26,0,0,0,0,0,0,19,0,0,19,0,26,275,256,19
"N00004003",414,384,0,29,1,20,3,3,0,0,0,0,30,0,0,29,1,20,411,381,30
"N00004004",234,220,0,14,0,9,0,0,0,0,0,0,14,0,0,14,0,9,234,220,14
"N00004005",203,191,0,12,0,4,2,2,0,0,0,0,12,0,0,12,0,4,201,189,12
"N00004006",224,209,0,15,0,25,0,0,0,0,0,0,15,1,0,15,0,26,224,209,15
"N00004007",269,241,0,28,0,20,2,2,0,0,0,0,28,0,0,28,0,20,267,239,28
"N00004008",474,438,0,35,1,15,2,2,0,0,0,0,36,1,0,35,1,16,472,436,36
"N00004009",326,308,0,12,1,26,23,18,5,0,4,1,18,0,0,16,2,26,303,290,13
"N00004010",379,356,0,23,0,6,20,20,0,0,0,0,23,0,0,23,0,6,359,336,23
"N00004011",482,451,0,29,1,17,18,17,1,0,1,0,31,0,0,30,1,17,464,434,30
"N00004012",315,309,1,4,0,26,12,11,1,0,1,0,6,0,1,5,0,26,303,298,5
"N00004013",331,305,0,25,0,30,3,2,1,0,0,1,26,0,0,25,1,30,328,303,25
"N00004014",335,328,0,6,1,16,1,1,0,0,0,0,7,0,0,6,1,16,334,327,7
"N00004015",299,277,0,21,1,22,3,3,0,0,0,0,22,0,0,21,1,22,296,274,22
"N00004016",375,357,0,13,0,25,24,19,5,0,5,0,18,0,0,18,0,25,351,338,13
"N00004017",305,275,0,30,0,23,7,7,0,0,0,0,30,6,0,30,0,29,298,268,30
"N00004018",296,278,0,17,0,25,1,0,1,0,0,1,18,0,0,17,1,25,295,278,17
"N00004019",310,296,0,11,1,18,2,0,2,0,1,1,14,0,0,12,2,18,308,296,12
"N00004020",425,402,0,22,1,27,4,4,0,0,0,0,23,0,0,22,1,27,421,398,23
"N00004021",332,296,0,33,2,34,4,3,1,0,1,0,36,0,0,34,2,34,328,293,35
"N00004022",294,269,1,21,2,12,2,1,1,0,1,0,25,0,1,22,2,12,292,268,24
"N00004023",247,235,0,12,0,38,0,0,0,0,0,0,12,2,0,12,0,40,247,235,12
"N00004024",307,273,0,27,6,30,2,1,1,0,0,1,34,2,0,27,7,32,305,272,33
"N00004025",449,422,0,24,0,37,11,8,3,0,3,0,27,0,0,27,0,37,438,414,24
"N00004026",327,300,0,27,0,16,0,0,0,0,0,0,27,0,0,27,0,16,327,300,27
"N00004027",305,284,0,21,0,18,3,3,0,0,0,0,21,0,0,21,0,18,302,281,21
"N00004028",307,296,0,11,0,17,1,1,0,0,0,0,11,0,0,11,0,17,306,295,11
"N00004029",283,277,0,6,0,13,0,0,0,0,0,0,6,0,0,6,0,13,283,277,6
"N00004030",281,268,0,13,0,31,0,0,0,0,0,0,13,0,0,13,0,31,281,268,13
"N00004031",261,234,0,27,0,22,2,2,0,0,0,0,27,0,0,27,0,22,259,232,27
"N00004032",233,208,0,24,1,21,0,0,0,0,0,0,25,0,0,24,1,21,233,208,25
"N00004033",269,251,0,18,0,25,0,0,0,0,0,0,18,0,0,18,0,25,269,251,18
"N00004034",237,218,5,14,0,14,6,6,0,0,0,0,19,0,5,14,0,14,231,212,19
"N00004035",288,280,0,8,0,18,1,1,0,0,0,0,8,0,0,8,0,18,287,279,8
"N00004036",261,238,0,23,0,10,1,1,0,0,0,0,23,3,0,23,0,13,260,237,23
"N00004037",307,278,0,22,2,43,7,2,5,4,1,0,29,0,4,23,2,43,300,276,24
"N00004038",255,243,0,12,0,15,0,0,0,0,0,0,12,0,0,12,0,15,255,243,12
"N00004039",285,272,0,12,0,16,5,4,1,0,1,0,13,0,0,13,0,16,280,268,12
"N00004040",300,283,0,16,0,11,9,8,1,0,1,0,17,0,0,17,0,11,291,275,16
"N00004041",304,278,0,25,0,17,2,1,1,0,1,0,26,0,0,26,0,17,302,277,25
"N00004042",586,559,0,25,2,15,0,0,0,0,0,0,27,0,0,25,2,15,586,559,27
"N00004043",357,349,0,8,0,25,0,0,0,0,0,0,8,0,0,8,0,25,357,349,8
"N00004044",290,267,1,19,3,12,0,0,0,0,0,0,23,1,1,19,3,13,290,267,23
"N00004045",347,322,1,23,1,20,1,1,0,0,0,0,25,0,1,23,1,20,346,321,25
"N00004046",292,274,0,13,0,8,9,4,5,0,5,0,18,0,0,18,0,8,283,270,13
"N00004047",1081,1063,0,17,0,36,18,17,1,0,1,0,18,1,0,18,0,37,1063,1046,17
"N00004048",474,454,0,15,3,24,13,11,2,0,2,0,20,4,0,17,3,28,461,443,18
"N00004049",492,476,0,16,0,21,13,13,0,0,0,0,16,1,0,16,0,22,479,463,16
"N00004050",984,929,0,46,3,63,45,39,6,0,3,3,55,3,0,49,6,66,939,890,49
"N00004051",992,960,5,17,3,46,45,38,7,2,1,4,32,5,7,18,7,51,947,922,25
"N00004052",330,319,1,9,1,17,5,5,0,0,0,0,11,0,1,9,1,17,325,314,11
"N00004053",300,289,0,11,0,11,0,0,0,0,0,0,11,0,0,11,0,11,300,289,11
"N00004054",483,458,2,21,1,24,7,6,1,0,1,0,25,1,2,22,1,25,476,452,24
"N00004055",235,220,1,11,3,25,2,2,0,0,0,0,15,0,1,11,3,25,233,218,15
"N00004056",427,409,0,17,1,34,3,3,0,0,0,0,18,0,0,17,1,34,424,406,18
"N00004057",382,369,0,12,1,26,0,0,0,0,0,0,13,0,0,12,1,26,382,369,13
"N00004058",1248,1153,0,93,2,65,17,17,0,0,0,0,95,1,0,93,2,66,1231,1136,95
"N00004059",1463,1293,4,156,3,64,30,23,7,0,5,2,170,2,4,161,5,66,1433,1270,163
"N00004060",1223,1129,1,85,6,66,20,18,2,0,0,2,94,4,1,85,8,70,1203,1111,92
"N00004061",640,617,0,21,0,29,10,8,2,0,2,0,23,0,0,23,0,29,630,609,21
"N00004062",493,482,0,7,1,28,26,23,3,0,3,0,11,2,0,10,1,30,467,459,8
"N00004063",832,791,0,33,3,61,28,23,5,0,4,1,41,10,0,37,4,71,804,768,36
"N00004064",612,592,0,18,2,31,28,28,0,0,0,0,20,4,0,18,2,35,584,564,20
"N00004065",260,227,1,29,2,18,4,3,1,0,1,0,33,2,1,30,2,20,256,224,32
"N00004066",245,234,0,10,0,5,2,1,1,0,1,0,11,0,0,11,0,5,243,233,10
"N00004067",259,244,3,12,0,10,7,7,0,0,0,0,15,0,3,12,0,10,252,237,15
"N00004068",289,271,0,17,1,21,4,4,0,0,0,0,18,0,0,17,1,21,285,267,18
"N00004069",251,226,0,24,1,12,2,2,0,0,0,0,25,0,0,24,1,12,249,224,25
"N00004070",213,203,0,8,2,23,1,1,0,0,0,0,10,1,0,8,2,24,212,202,10
"N00004071",282,266,0,12,0,17,16,12,4,0,4,0,16,1,0,16,0,18,266,254,12
"N00004072",341,317,3,18,0,17,5,2,3,0,3,0,24,0,3,21,0,17,336,315,21
"N00004073",1068,1001,6,51,1,67,74,65,9,0,8,1,67,2,6,59,2,69,994,936,58
"N00004074",335,318,0,15,0,13,19,17,2,0,0,2,17,0,0,15,2,13,316,301,15
"N00004075",427,413,0,14,0,18,13,13,0,0,0,0,14,0,0,14,0,18,414,400,14
"N00004076",319,284,0,33,1,23,5,4,1,0,1,0,35,0,0,34,1,23,314,280,34
"N00004077",359,331,0,27,1,18,2,2,0,0,0,0,28,2,0,27,1,20,357,329,28
"N00004078",309,284,0,25,0,15,5,5,0,0,0,0,25,4,0,25,0,19,304,279,25
"N00004079",282,257,0,23,2,14,3,3,0,0,0,0,25,0,0,23,2,14,279,254,25
"N00004080",306,295,0,9,1,23,8,7,1,0,1,0,11,0,0,10,1,23,298,288,10
"N00004081",299,274,0,24,0,12,2,1,1,0,1,0,25,0,0,25,0,12,297,273,24
"N00004082",376,359,3,14,0,27,0,0,0,0,0,0,17,0,3,14,0,27,376,359,17
"N00004083",308,281,4,23,0,37,3,3,0,0,0,0,27,0,4,23,0,37,305,278,27
"N00004084",317,305,0,8,4,18,8,8,0,0,0,0,12,0,0,8,4,18,309,297,12
"N00004085",919,779,1,120,1,72,59,41,18,0,9,9,140,17,1,129,10,89,860,738,122
"N00004086",231,212,1,17,0,13,9,8,1,0,0,1,19,0,1,17,1,13,222,204,18
"N00004087",783,636,2,122,11,42,59,47,12,1,9,2,147,6,3,131,13,48,724,589,135
"N00004088",407,367,0,28,6,21,16,10,6,0,5,1,40,1,0,33,7,22,391,357,34
"N00004089",303,289,0,14,0,15,15,15,0,0,0,0,14,1,0,14,0,16,288,274,14
"N00004090",990,439,1,430,44,161,129,53,76,10,17,49,551,38,11,447,93,199,861,386,475
"N00004091",944,471,2,351,78,61,89,47,42,0,14,28,473,8,2,365,106,69,855,424,431
"N00004092",277,254,1,17,1,9,4,0,4,0,2,2,23,0,1,19,3,9,273,254,19
"N00004093",373,329,3,37,3,47,12,11,1,0,1,0,44,3,3,38,3,50,361,318,43
"N00004094",563,529,0,29,5,28,4,4,0,0,0,0,34,0,0,29,5,28,559,525,34
"N00004095",355,320,0,35,0,21,1,1,0,0,0,0,35,1,0,35,0,22,354,319,35
"N00004096",246,229,2,15,0,19,2,2,0,0,0,0,17,0,2,15,0,19,244,227,17
"N00004097",539,513,0,23,2,48,14,13,1,0,1,0,26,2,0,24,2,50,525,500,25
"N00004098",278,254,2,21,1,18,1,1,0,0,0,0,24,0,2,21,1,18,277,253,24
"N00004099",544,451,6,80,5,73,14,12,2,0,1,1,93,3,6,81,6,76,530,439,91
"N00004100",319,285,2,32,0,11,1,1,0,0,0,0,34,0,2,32,0,11,318,284,34
"N00004101",207,190,0,17,0,11,5,5,0,0,0,0,17,1,0,17,0,12,202,185,17
"N00004102",347,279,2,65,1,17,9,9,0,0,0,0,68,0,2,65,1,17,338,270,68
"N00004103",182,158,12,12,0,10,0,0,0,0,0,0,24,0,12,12,0,10,182,158,24
"N00004104",191,181,0,9,1,6,9,9,0,0,0,0,10,0,0,9,1,6,182,172,10
"N00004105",193,175,4,14,0,19,1,1,0,0,0,0,18,0,4,14,0,19,192,174,18
"N00004106",217,192,1,24,0,9,1,1,0,0,0,0,25,0,1,24,0,9,216,191,25
"N00004107",207,193,0,13,1,15,8,8,0,0,0,0,14,3,0,13,1,18,199,185,14
"N00004108",268,246,1,21,0,31,2,2,0,0,0,0,22,0,1,21,0,31,266,244,22
"N00004109",259,250,0,9,0,10,8,8,0,0,0,0,9,0,0,9,0,10,251,242,9
"N00004110",313,299,2,8,3,27,10,9,1,0,1,0,14,1,2,9,3,28,303,290,13
"N00004111",341,332,0,9,0,26,1,1,0,0,0,0,9,0,0,9,0,26,340,331,9
"N00004112",413,396,0,17,0,32,8,8,0,0,0,0,17,0,0,17,0,32,405,388,17
"N00004113",663,628,0,26,8,34,9,8,1,0,1,0,35,0,0,27,8,34,654,620,34
"N00004114",305,297,0,4,3,25,12,11,1,0,1,0,8,0,0,5,3,25,293,286,7
"N00004115",404,367,0,31,5,24,4,3,1,0,0,1,37,1,0,31,6,25,400,364,36
"N00004116",706,686,0,20,0,33,18,18,0,0,0,0,20,0,0,20,0,33,688,668,20
"N00004117",515,498,0,14,3,35,5,5,0,0,0,0,17,0,0,14,3,35,510,493,17
"N00004118",300,285,0,15,0,20,3,3,0,0,0,0,15,2,0,15,0,22,297,282,15
"N00004119",326,302,0,22,0,24,3,1,2,0,0,2,24,0,0,22,2,24,323,301,22
"N00004120",259,232,0,24,1,23,2,0,2,0,2,0,27,0,0,26,1,23,257,232,25
"N00004121",370,352,0,15,3,26,0,0,0,0,0,0,18,0,0,15,3,26,370,352,18
"N00004122",379,358,0,20,1,14,11,11,0,0,0,0,21,0,0,20,1,14,368,347,21
"N00004123",351,319,0,32,0,37,5,5,0,0,0,0,32,0,0,32,0,37,346,314,32
"N00004124",308,274,5,29,0,42,0,0,0,0,0,0,34,0,5,29,0,42,308,274,34
"N00004125",354,323,0,26,3,35,2,0,2,0,2,0,31,0,0,28,3,35,352,323,29
"N00004126",292,269,0,21,2,30,3,3,0,0,0,0,23,1,0,21,2,31,289,266,23
"N00004127",324,296,0,26,2,35,3,3,0,0,0,0,28,1,0,26,2,36,321,293,28
"N00004128",425,367,0,55,2,26,2,1,1,0,1,0,58,0,0,56,2,26,423,366,57
"N00004129",308,298,0,9,1,22,0,0,0,0,0,0,10,0,0,9,1,22,308,298,10
"N00004130",290,263,0,25,2,23,2,2,0,0,0,0,27,1,0,25,2,24,288,261,27
"N00004131",289,277,0,11,1,7,0,0,0,0,0,0,12,0,0,11,1,7,289,277,12
"N00004132",328,313,0,15,0,15,1,1,0,0,0,0,15,0,0,15,0,15,327,312,15
"N00004133",312,290,0,17,0,13,9,4,5,0,5,0,22,0,0,22,0,13,303,286,17
"N00004134",317,299,0,14,4,10,0,0,0,0,0,0,18,0,0,14,4,10,317,299,18
"N00004135",345,329,0,13,0,26,8,5,3,0,1,2,16,0,0,14,2,26,337,324,13
"N00004136",402,386,0,14,2,22,3,3,0,0,0,0,16,1,0,14,2,23,399,383,16
"N00004137",376,350,0,23,2,15,6,5,1,0,1,0,26,0,0,24,2,15,370,345,25
"N00004138",352,318,2,32,0,32,3,3,0,0,0,0,34,0,2,32,0,32,349,315,34
"N00004139",686,659,0,24,1,48,17,15,2,0,2,0,27,2,0,26,1,50,669,644,25
"N00004140",410,388,0,19,0,25,12,9,3,0,3,0,22,0,0,22,0,25,398,379,19
"N00004141",296,285,0,10,0,23,1,0,1,0,1,0,11,0,0,11,0,23,295,285,10
"N00004142",356,328,0,28,0,15,2,2,0,0,0,0,28,0,0,28,0,15,354,326,28
"N00004143",327,310,0,17,0,13,4,4,0,0,0,0,17,0,0,17,0,13,323,306,17
"N00004144",590,540,1,48,0,72,3,2,1,0,1,0,50,0,1,49,0,72,587,538,49
"N00004145",305,286,0,19,0,23,0,0,0,0,0,0,19,0,0,19,0,23,305,286,19
"N00004146",360,343,0,16,1,28,2,2,0,0,0,0,17,0,0,16,1,28,358,341,17
"N00004147",352,335,0,17,0,30,0,0,0,0,0,0,17,0,0,17,0,30,352,335,17
"N00004148",215,199,0,14,0,16,4,2,2,0,2,0,16,1,0,16,0,17,211,197,14
"N00004149",276,254,0,20,2,30,2,2,0,0,0,0,22,0,0,20,2,30,274,252,22
"N00004150",499,421,0,66,10,49,12,10,2,0,2,0,78,2,0,68,10,51,487,411,76
"N00004151",273,247,0,25,1,22,1,1,0,0,0,0,26,2,0,25,1,24,272,246,26
"N00004152",237,219,0,18,0,22,6,6,0,0,0,0,18,0,0,18,0,22,231,213,18
"N00004153",352,324,0,26,2,16,2,2,0,0,0,0,28,0,0,26,2,16,350,322,28
"N00004154",253,241,1,10,1,15,7,7,0,0,0,0,12,1,1,10,1,16,246,234,12
"N00004155",290,260,0,27,2,19,8,7,1,0,1,0,30,0,0,28,2,19,282,253,29
"N00004156",232,211,1,20,0,10,8,8,0,0,0,0,21,0,1,20,0,10,224,203,21
"N00004157",473,428,0,43,1,40,5,4,1,0,1,0,45,0,0,44,1,40,468,424,44
"N00004158",418,399,0,19,0,42,2,2,0,0,0,0,19,0,0,19,0,42,416,397,19
"N00004159",130,105,0,24,1,16,0,0,0,0,0,0,25,0,0,24,1,16,130,105,25
"N00004160",202,191,0,11,0,16,3,3,0,0,0,0,11,0,0,11,0,16,199,188,11
"N00004161",299,265,0,31,0,46,8,5,3,0,3,0,34,2,0,34,0,48,291,260,31
"N00004162",202,180,0,20,1,4,1,0,1,0,0,1,22,0,0,20,2,4,201,180,21
"N00004163",388,368,2,16,2,29,6,6,0,0,0,0,20,2,2,16,2,31,382,362,20
"N00004164",407,384,0,19,2,21,16,14,2,0,0,2,23,0,0,19,4,21,391,370,21
"N00004165",424,399,0,23,1,20,12,11,1,0,1,0,25,6,0,24,1,26,412,388,24
"N00004166",252,219,0,28,0,31,11,6,5,0,4,1,33,3,0,32,1,34,241,213,28
"N00004167",379,337,1,39,1,49,11,10,1,0,1,0,42,2,1,40,1,51,368,327,41
"N00004168",204,180,0,24,0,12,0,0,0,0,0,0,24,0,0,24,0,12,204,180,24
"N00004169",313,286,0,26,0,22,2,1,1,0,0,1,27,3,0,26,1,25,311,285,26
"N00004170",292,279,2,9,2,27,9,9,0,0,0,0,13,0,2,9,2,27,283,270,13
"N00004171",309,287,0,12,10,23,2,2,0,0,0,0,22,0,0,12,10,23,307,285,22
"N00004172",247,230,0,15,1,5,4,3,1,0,1,0,17,0,0,16,1,5,243,227,16
"N00004173",259,231,0,25,3,17,11,11,0,0,0,0,28,0,0,25,3,17,248,220,28
"N00004174",273,253,0,20,0,18,5,5,0,0,0,0,20,0,0,20,0,18,268,248,20
"N00004175",280,254,1,20,5,28,1,1,0,0,0,0,26,3,1,20,5,31,279,253,26
"N00004176",406,377,5,23,1,39,5,5,0,0,0,0,29,0,5,23,1,39,401,372,29
"N00004177",156,135,1,19,1,13,0,0,0,0,0,0,21,0,1,19,1,13,156,135,21
"N00004178",310,292,0,13,4,13,3,2,1,0,0,1,18,0,0,13,5,13,307,290,17
"N00004179",344,330,0,11,2,14,3,2,1,0,0,1,14,0,0,11,3,14,341,328,13
"N00004180",273,261,0,11,1,19,7,7,0,0,0,0,12,0,0,11,1,19,266,254,12
"N00004181",267,244,0,23,0,12,0,0,0,0,0,0,23,0,0,23,0,12,267,244,23
"N00004182",341,330,0,11,0,18,4,4,0,0,0,0,11,2,0,11,0,20,337,326,11
"N00004183",98,86,0,12,0,7,1,1,0,0,0,0,12,0,0,12,0,7,97,85,12
"N00004184",260,253,0,7,0,10,2,2,0,0,0,0,7,0,0,7,0,10,258,251,7
"N00004185",702,660,0,38,2,24,9,7,2,0,2,0,42,1,0,40,2,25,693,653,40
"N00004186",305,270,2,29,0,10,10,6,4,0,1,3,35,1,2,30,3,11,295,264,31
"N00004187",382,336,0,44,2,33,3,3,0,0,0,0,46,1,0,44,2,34,379,333,46
"N00004188",289,267,0,22,0,25,4,4,0,0,0,0,22,0,0,22,0,25,285,263,22
