"Geography_Code","NM_1287_1_0","NM_1287_1_1","NM_1287_1_10","NM_1287_1_11","NM_1287_1_12","NM_1287_1_13","NM_1287_1_14","NM_1287_1_15","NM_1287_1_16","NM_1287_1_17","NM_1287_1_18","NM_1287_1_19","NM_1287_1_2","NM_1287_1_20","NM_1287_1_3","NM_1287_1_4","NM_1287_1_5","NM_1287_1_6","NM_1287_1_7","NM_1287_1_8","NM_1287_1_9"
"N00003617",341,327,1,13,0,11,1,1,0,0,0,0,14,0,1,13,0,11,340,326,14
"N00003618",448,430,0,10,6,20,6,4,2,0,2,0,18,1,0,12,6,21,442,426,16
"N00003619",420,401,0,18,1,27,0,0,0,0,0,0,19,0,0,18,1,27,420,401,19
"N00003620",494,477,0,17,0,20,0,0,0,0,0,0,17,0,0,17,0,20,494,477,17
"N00003621",427,416,0,10,1,25,1,1,0,0,0,0,11,0,0,10,1,25,426,415,11
"N00003622",601,568,0,27,5,16,3,2,1,0,1,0,33,0,0,28,5,16,598,566,32
"N00003623",301,290,0,7,4,17,0,0,0,0,0,0,11,0,0,7,4,17,301,290,11
"N00003624",666,628,0,38,0,52,8,8,0,0,0,0,38,0,0,38,0,52,658,620,38
"N00003625",431,411,3,16,0,19,6,5,1,0,1,0,20,0,3,17,0,19,425,406,19
"N00003626",390,359,4,26,1,15,0,0,0,0,0,0,31,0,4,26,1,15,390,359,31
"N00003627",340,315,0,24,1,30,0,0,0,0,0,0,25,0,0,24,1,30,340,315,25
"N00003628",313,274,3,33,2,19,6,5,1,0,1,0,39,0,3,34,2,19,307,269,38
"N00003629",284,259,0,25,0,13,2,2,0,0,0,0,25,2,0,25,0,15,282,257,25
"N00003630",595,512,19,53,11,49,7,7,0,0,0,0,83,1,19,53,11,50,588,505,83
"N00003631",205,195,0,10,0,14,1,1,0,0,0,0,10,0,0,10,0,14,204,194,10
"N00003632",274,240,0,33,1,16,3,3,0,0,0,0,34,0,0,33,1,16,271,237,34
"N00003633",259,244,3,12,0,13,0,0,0,0,0,0,15,0,3,12,0,13,259,244,15
"N00003634",315,298,4,13,0,19,0,0,0,0,0,0,17,0,4,13,0,19,315,298,17
"N00003635",337,325,3,9,0,12,3,3,0,0,0,0,12,0,3,9,0,12,334,322,12
"N00003636",341,321,3,16,0,32,1,0,1,0,1,0,20,0,3,17,0,32,340,321,19
"N00003637",380,355,0,22,2,33,7,6,1,0,0,1,25,0,0,22,3,33,373,349,24
"N00003638",441,411,0,24,6,13,8,8,0,0,0,0,30,0,0,24,6,13,433,403,30
"N00003639",312,293,0,12,7,14,0,0,0,0,0,0,19,0,0,12,7,14,312,293,19
"N00003640",319,292,0,25,1,41,2,1,1,0,1,0,27,1,0,26,1,42,317,291,26
"N00003641",472,450,1,19,2,37,0,0,0,0,0,0,22,0,1,19,2,37,472,450,22
"N00003642",341,316,0,18,5,19,3,1,2,0,0,2,25,0,0,18,7,19,338,315,23
"N00003643",416,398,1,11,6,19,3,3,0,0,0,0,18,0,1,11,6,19,413,395,18
"N00003644",301,286,1,13,1,8,0,0,0,0,0,0,15,0,1,13,1,8,301,286,15
"N00003645",488,461,0,22,5,46,2,2,0,0,0,0,27,0,0,22,5,46,486,459,27
"N00003646",548,524,1,20,3,42,4,4,0,0,0,0,24,0,1,20,3,42,544,520,24
"N00003647",678,608,23,42,3,42,14,12,2,0,2,0,70,0,23,44,3,42,664,596,68
"N00003648",464,448,0,16,0,27,0,0,0,0,0,0,16,0,0,16,0,27,464,448,16
"N00003649",448,428,0,15,5,14,0,0,0,0,0,0,20,0,0,15,5,14,448,428,20
"N00003650",414,392,1,19,2,9,2,2,0,0,0,0,22,0,1,19,2,9,412,390,22
"N00003651",354,317,1,29,7,20,1,1,0,0,0,0,37,0,1,29,7,20,353,316,37
"N00003652",642,623,2,15,0,37,9,7,2,0,2,0,19,1,2,17,0,38,633,616,17
"N00003653",351,341,0,10,0,12,5,5,0,0,0,0,10,0,0,10,0,12,346,336,10
"N00003654",250,241,0,9,0,26,5,5,0,0,0,0,9,0,0,9,0,26,245,236,9
"N00003655",208,198,1,9,0,17,0,0,0,0,0,0,10,0,1,9,0,17,208,198,10
"N00003656",514,484,4,25,1,19,0,0,0,0,0,0,30,0,4,25,1,19,514,484,30
"N00003657",382,342,1,35,4,31,6,6,0,0,0,0,40,5,1,35,4,36,376,336,40
"N00003658",527,490,1,33,3,21,1,1,0,0,0,0,37,0,1,33,3,21,526,489,37
"N00003659",370,350,4,11,2,36,4,1,3,0,2,1,20,0,4,13,3,36,366,349,17
"N00003660",374,349,0,23,2,24,1,1,0,0,0,0,25,1,0,23,2,25,373,348,25
"N00003661",359,336,1,22,0,19,2,2,0,0,0,0,23,0,1,22,0,19,357,334,23
"N00003662",210,186,4,20,0,8,0,0,0,0,0,0,24,0,4,20,0,8,210,186,24
"N00003663",267,252,0,15,0,28,2,2,0,0,0,0,15,0,0,15,0,28,265,250,15
"N00003664",522,480,1,37,3,45,5,4,1,0,0,1,42,0,1,37,4,45,517,476,41
"N00003665",481,445,0,34,1,17,4,3,1,0,1,0,36,1,0,35,1,18,477,442,35
"N00003666",467,405,5,55,1,48,8,7,1,0,1,0,62,0,5,56,1,48,459,398,61
"N00003667",395,369,0,25,1,24,1,1,0,0,0,0,26,0,0,25,1,24,394,368,26
"N00003668",425,386,0,35,4,27,3,3,0,0,0,0,39,0,0,35,4,27,422,383,39
"N00003669",451,421,0,21,7,12,2,0,2,0,0,2,30,5,0,21,9,17,449,421,28
"N00003670",385,359,2,22,2,21,3,3,0,0,0,0,26,0,2,22,2,21,382,356,26
"N00003671",296,280,4,11,1,27,1,1,0,0,0,0,16,1,4,11,1,28,295,279,16
"N00003672",289,279,0,10,0,32,0,0,0,0,0,0,10,0,0,10,0,32,289,279,10
"N00003673",249,240,0,7,2,9,0,0,0,0,0,0,9,0,0,7,2,9,249,240,9
"N00003674",413,393,0,19,1,28,5,5,0,0,0,0,20,0,0,19,1,28,408,388,20
"N00003675",308,278,3,27,0,7,1,1,0,0,0,0,30,1,3,27,0,8,307,277,30
"N00003676",303,267,0,29,2,26,12,7,5,0,5,0,36,0,0,34,2,26,291,260,31
"N00003677",295,275,0,16,2,22,3,1,2,0,2,0,20,0,0,18,2,22,292,274,18
"N00003678",378,359,0,18,1,45,2,2,0,0,0,0,19,3,0,18,1,48,376,357,19
"N00003679",327,305,0,13,6,28,7,4,3,0,3,0,22,3,0,16,6,31,320,301,19
"N00003680",254,225,0,24,3,8,8,6,2,0,1,1,29,11,0,25,4,19,246,219,27
"N00003681",409,351,2,37,8,39,35,24,11,3,7,1,58,7,5,44,9,46,374,327,47
"N00003682",226,199,2,24,1,8,2,2,0,0,0,0,27,0,2,24,1,8,224,197,27
"N00003683",403,365,0,37,1,44,10,10,0,0,0,0,38,0,0,37,1,44,393,355,38
"N00003684",329,314,0,9,5,16,4,3,1,0,1,0,15,0,0,10,5,16,325,311,14
"N00003685",371,349,0,21,1,34,4,4,0,0,0,0,22,0,0,21,1,34,367,345,22
"N00003686",364,336,1,27,0,14,1,1,0,0,0,0,28,5,1,27,0,19,363,335,28
"N00003687",454,431,0,18,2,20,6,3,3,0,3,0,23,0,0,21,2,20,448,428,20
"N00003688",365,310,2,51,2,39,2,2,0,0,0,0,55,0,2,51,2,39,363,308,55
"N00003689",293,233,10,50,0,33,2,2,0,0,0,0,60,0,10,50,0,33,291,231,60
"N00003690",543,502,3,34,0,37,5,1,4,0,4,0,41,0,3,38,0,37,538,501,37
"N00003691",467,441,0,21,0,29,7,2,5,0,5,0,26,0,0,26,0,29,460,439,21
"N00003692",379,365,0,12,2,20,0,0,0,0,0,0,14,0,0,12,2,20,379,365,14
"N00003693",423,387,8,27,0,32,2,1,1,0,1,0,36,0,8,28,0,32,421,386,35
"N00003694",516,488,4,21,3,17,3,3,0,0,0,0,28,0,4,21,3,17,513,485,28
"N00003695",379,360,2,14,3,23,3,3,0,0,0,0,19,2,2,14,3,25,376,357,19
"N00003696",431,408,0,22,1,13,0,0,0,0,0,0,23,0,0,22,1,13,431,408,23
"N00003697",454,425,0,24,2,31,10,7,3,0,3,0,29,0,0,27,2,31,444,418,26
"N00003698",704,673,0,25,6,19,1,1,0,0,0,0,31,3,0,25,6,22,703,672,31
"N00003699",406,389,0,17,0,19,3,3,0,0,0,0,17,0,0,17,0,19,403,386,17
"N00003700",400,366,0,29,5,45,0,0,0,0,0,0,34,0,0,29,5,45,400,366,34
"N00003701",624,588,0,34,2,18,3,3,0,0,0,0,36,0,0,34,2,18,621,585,36
"N00003702",862,825,0,25,12,41,13,13,0,0,0,0,37,0,0,25,12,41,849,812,37
"N00003703",629,588,2,37,2,41,1,1,0,0,0,0,41,0,2,37,2,41,628,587,41
"N00003704",427,392,0,34,1,21,1,1,0,0,0,0,35,0,0,34,1,21,426,391,35
"N00003705",429,390,4,34,1,28,6,6,0,0,0,0,39,0,4,34,1,28,423,384,39
"N00003706",575,524,7,41,2,61,2,1,1,0,1,0,51,0,7,42,2,61,573,523,50
"N00003707",562,548,0,13,1,30,3,3,0,0,0,0,14,0,0,13,1,30,559,545,14
"N00003708",510,478,5,22,2,25,4,1,3,0,3,0,32,0,5,25,2,25,506,477,29
"N00003709",386,359,0,27,0,29,0,0,0,0,0,0,27,0,0,27,0,29,386,359,27
"N00003710",475,441,3,26,4,40,1,0,1,0,1,0,34,0,3,27,4,40,474,441,33
"N00003711",545,515,10,17,2,28,1,0,1,0,1,0,30,0,10,18,2,28,544,515,29
"N00003712",384,348,0,27,6,24,3,0,3,0,3,0,36,0,0,30,6,24,381,348,33
"N00003713",381,344,0,29,6,42,6,4,2,0,2,0,37,0,0,31,6,42,375,340,35
"N00003714",401,371,2,27,1,32,7,7,0,0,0,0,30,2,2,27,1,34,394,364,30
"N00003715",291,275,0,12,4,13,1,1,0,0,0,0,16,0,0,12,4,13,290,274,16
"N00003716",324,292,0,26,3,42,5,2,3,0,3,0,32,0,0,29,3,42,319,290,29
"N00003717",271,211,4,44,12,37,1,1,0,0,0,0,60,0,4,44,12,37,270,210,60
"N00003718",1470,1399,2,61,8,85,13,13,0,0,0,0,71,0,2,61,8,85,1457,1386,71
"N00003719",460,420,2,32,5,34,6,5,1,0,0,1,40,0,2,32,6,34,454,415,39
"N00003720",411,392,0,14,5,39,3,3,0,0,0,0,19,0,0,14,5,39,408,389,19
"N00003721",579,541,1,29,8,18,1,1,0,0,0,0,38,2,1,29,8,20,578,540,38
"N00003722",488,471,2,14,1,23,0,0,0,0,0,0,17,0,2,14,1,23,488,471,17
"N00003723",421,402,0,17,2,13,2,2,0,0,0,0,19,0,0,17,2,13,419,400,19
"N00003724",419,400,1,12,4,17,6,4,2,0,0,2,19,0,1,12,6,17,413,396,17
"N00003725",303,280,2,20,1,14,1,1,0,0,0,0,23,2,2,20,1,16,302,279,23
"N00003726",472,464,0,6,2,33,4,4,0,0,0,0,8,0,0,6,2,33,468,460,8
"N00003727",406,368,6,29,3,14,8,8,0,0,0,0,38,0,6,29,3,14,398,360,38
"N00003728",357,346,0,8,2,14,2,1,1,0,1,0,11,0,0,9,2,14,355,345,10
"N00003729",404,377,0,21,6,10,1,1,0,0,0,0,27,0,0,21,6,10,403,376,27
"N00003730",464,445,1,8,10,24,0,0,0,0,0,0,19,0,1,8,10,24,464,445,19
"N00003731",374,358,0,12,3,25,1,0,1,0,1,0,16,0,0,13,3,25,373,358,15
"N00003732",709,641,11,50,7,32,6,6,0,0,0,0,68,0,11,50,7,32,703,635,68
"N00003733",357,344,0,13,0,24,1,1,0,0,0,0,13,0,0,13,0,24,356,343,13
"N00003734",380,356,0,22,2,22,4,4,0,0,0,0,24,0,0,22,2,22,376,352,24
"N00003735",306,284,0,22,0,24,6,6,0,0,0,0,22,1,0,22,0,25,300,278,22
"N00003736",350,332,1,11,3,26,14,11,3,0,3,0,18,0,1,14,3,26,336,321,15
"N00003737",544,504,3,29,5,39,10,7,3,1,2,0,40,0,4,31,5,39,534,497,37
"N00003738",292,256,4,27,5,18,2,2,0,0,0,0,36,0,4,27,5,18,290,254,36
"N00003739",440,398,0,30,9,38,25,22,3,0,3,0,42,1,0,33,9,39,415,376,39
"N00003740",283,271,0,7,4,17,4,3,1,0,1,0,12,0,0,8,4,17,279,268,11
"N00003741",244,186,3,34,14,55,8,1,7,1,4,2,58,6,4,38,16,61,236,185,51
"N00003742",316,280,0,32,2,15,6,4,2,0,1,1,36,0,0,33,3,15,310,276,34
"N00003743",539,500,1,37,1,29,2,2,0,0,0,0,39,0,1,37,1,29,537,498,39
"N00003744",393,372,1,14,6,21,0,0,0,0,0,0,21,0,1,14,6,21,393,372,21
"N00003745",462,445,0,14,2,32,2,1,1,0,1,0,17,2,0,15,2,34,460,444,16
"N00003746",338,310,0,26,2,42,0,0,0,0,0,0,28,1,0,26,2,43,338,310,28
"N00003747",314,285,5,19,4,37,6,5,1,0,0,1,29,0,5,19,5,37,308,280,28
"N00003748",392,371,0,19,2,19,1,1,0,0,0,0,21,0,0,19,2,19,391,370,21
"N00003749",514,475,2,26,6,62,9,4,5,0,2,3,39,2,2,28,9,64,505,471,34
"N00003750",491,478,0,9,2,19,12,10,2,0,2,0,13,0,0,11,2,19,479,468,11
"N00003751",559,514,1,31,11,32,10,8,2,0,2,0,45,2,1,33,11,34,549,506,43
"N00003752",456,421,0,33,2,37,9,9,0,0,0,0,35,0,0,33,2,37,447,412,35
"N00003753",495,471,0,20,3,24,1,0,1,0,1,0,24,0,0,21,3,24,494,471,23
"N00003754",347,329,0,10,4,30,6,2,4,0,3,1,18,5,0,13,5,35,341,327,14
"N00003755",457,399,2,51,4,24,12,11,1,0,1,0,58,0,2,52,4,24,445,388,57
"N00003756",353,339,5,9,0,13,6,6,0,0,0,0,14,0,5,9,0,13,347,333,14
"N00003757",356,328,2,22,4,17,1,1,0,0,0,0,28,0,2,22,4,17,355,327,28
"N00003758",547,520,1,26,0,52,8,8,0,0,0,0,27,1,1,26,0,53,539,512,27
"N00003759",321,280,2,38,1,16,3,3,0,0,0,0,41,0,2,38,1,16,318,277,41
"N00003760",319,291,0,28,0,21,3,3,0,0,0,0,28,3,0,28,0,24,316,288,28
"N00003761",439,410,0,27,1,16,1,0,1,0,1,0,29,0,0,28,1,16,438,410,28
"N00003762",494,470,0,22,1,17,7,6,1,0,1,0,24,0,0,23,1,17,487,464,23
"N00003763",511,494,1,15,1,34,0,0,0,0,0,0,17,0,1,15,1,34,511,494,17
"N00003764",613,589,1,21,2,17,9,9,0,0,0,0,24,0,1,21,2,17,604,580,24
"N00003765",426,404,0,21,1,19,0,0,0,0,0,0,22,0,0,21,1,19,426,404,22
"N00003766",495,472,1,18,4,36,1,1,0,0,0,0,23,6,1,18,4,42,494,471,23
"N00003767",495,476,2,16,1,23,2,2,0,0,0,0,19,0,2,16,1,23,493,474,19
"N00003768",609,523,7,60,15,37,17,13,4,0,0,4,86,3,7,60,19,40,592,510,82
"N00003769",351,307,0,37,6,58,1,0,1,0,1,0,44,0,0,38,6,58,350,307,43
"N00003770",494,442,3,37,5,46,15,8,7,0,7,0,52,1,3,44,5,47,479,434,45
"N00003771",512,446,3,53,5,41,12,7,5,0,5,0,66,0,3,58,5,41,500,439,61
"N00003772",186,166,0,18,2,18,0,0,0,0,0,0,20,2,0,18,2,20,186,166,20
"N00003773",323,306,0,16,0,29,11,10,1,0,1,0,17,3,0,17,0,32,312,296,16
"N00003774",338,322,0,11,4,13,5,4,1,0,1,0,16,0,0,12,4,13,333,318,15
"N00003775",539,487,3,44,5,46,1,1,0,0,0,0,52,2,3,44,5,48,538,486,52
"N00003776",384,363,0,16,3,41,8,6,2,0,2,0,21,0,0,18,3,41,376,357,19
"N00003777",289,278,1,4,4,29,3,1,2,0,2,0,11,12,1,6,4,41,286,277,9
"N00003778",391,348,1,34,7,29,9,8,1,0,0,1,43,1,1,34,8,30,382,340,42
"N00003779",355,306,9,36,1,19,7,4,3,0,3,0,49,1,9,39,1,20,348,302,46
"N00003780",380,358,0,22,0,56,4,4,0,0,0,0,22,0,0,22,0,56,376,354,22
"N00003781",388,365,0,17,2,33,7,3,4,0,2,2,23,0,0,19,4,33,381,362,19
"N00003782",581,546,0,29,2,34,15,11,4,0,4,0,35,0,0,33,2,34,566,535,31
"N00003783",330,298,0,20,2,20,14,4,10,0,8,2,32,1,0,28,4,21,316,294,22
"N00003784",501,481,2,10,8,20,5,5,0,0,0,0,20,0,2,10,8,20,496,476,20
"N00003785",570,547,0,22,1,29,5,5,0,0,0,0,23,1,0,22,1,30,565,542,23
"N00003786",495,477,0,16,2,24,1,1,0,0,0,0,18,0,0,16,2,24,494,476,18
"N00003787",402,383,0,19,0,22,0,0,0,0,0,0,19,0,0,19,0,22,402,383,19
"N00003788",337,293,2,35,7,28,5,5,0,0,0,0,44,1,2,35,7,29,332,288,44
"N00003789",442,426,0,11,5,11,2,2,0,0,0,0,16,0,0,11,5,11,440,424,16
"N00003790",363,332,0,24,6,13,2,1,1,0,1,0,31,0,0,25,6,13,361,331,30
"N00003791",769,719,0,45,3,21,5,3,2,0,0,2,50,0,0,45,5,21,764,716,48
"N00003792",313,267,0,40,6,13,7,7,0,0,0,0,46,0,0,40,6,13,306,260,46
"N00003793",722,672,8,23,15,33,20,16,4,0,3,1,50,5,8,26,16,38,702,656,46
"N00003794",401,382,3,16,0,17,3,3,0,0,0,0,19,0,3,16,0,17,398,379,19
"N00003795",507,479,2,21,2,21,3,0,3,0,3,0,28,0,2,24,2,21,504,479,25
"N00003796",654,622,1,23,8,25,6,6,0,0,0,0,32,4,1,23,8,29,648,616,32
"N00003797",516,485,3,20,7,36,8,7,1,0,1,0,31,0,3,21,7,36,508,478,30
"N00003798",474,461,0,12,1,15,10,10,0,0,0,0,13,0,0,12,1,15,464,451,13
"N00003799",329,301,0,22,4,35,3,1,2,0,2,0,28,0,0,24,4,35,326,300,26
"N00003800",464,433,0,28,3,42,4,4,0,0,0,0,31,0,0,28,3,42,460,429,31
"N00003801",414,377,0,32,5,39,8,8,0,0,0,0,37,0,0,32,5,39,406,369,37
"N00003802",282,262,0,17,3,14,1,1,0,0,0,0,20,0,0,17,3,14,281,261,20
"N00003803",373,361,0,11,1,66,0,0,0,0,0,0,12,1,0,11,1,67,373,361,12
"N00003804",436,396,0,36,4,42,0,0,0,0,0,0,40,0,0,36,4,42,436,396,40
"N00003805",289,255,3,27,4,26,0,0,0,0,0,0,34,0,3,27,4,26,289,255,34
"N00003806",460,414,3,35,7,40,7,6,1,0,1,0,46,1,3,36,7,41,453,408,45
"N00003807",305,258,1,46,0,29,0,0,0,0,0,0,47,1,1,46,0,30,305,258,47
"N00003808",335,298,3,26,7,22,14,13,1,0,1,0,37,0,3,27,7,22,321,285,36
"N00003809",395,350,1,42,1,25,3,2,1,0,1,0,45,0,1,43,1,25,392,348,44
"N00003810",188,174,1,13,0,31,0,0,0,0,0,0,14,0,1,13,0,31,188,174,14
"N00003811",377,352,0,23,2,27,5,5,0,0,0,0,25,0,0,23,2,27,372,347,25
"N00003812",342,326,4,9,2,28,1,0,1,0,1,0,16,2,4,10,2,30,341,326,15
"N00003813",334,308,1,24,1,24,0,0,0,0,0,0,26,0,1,24,1,24,334,308,26
"N00003814",350,322,2,26,0,51,1,1,0,0,0,0,28,0,2,26,0,51,349,321,28
"N00003815",605,535,0,67,3,102,7,7,0,0,0,0,70,0,0,67,3,102,598,528,70
"N00003816",392,351,1,39,1,16,0,0,0,0,0,0,41,1,1,39,1,17,392,351,41
"N00003817",505,467,1,37,0,29,1,1,0,0,0,0,38,0,1,37,0,29,504,466,38
"N00003818",533,508,0,19,5,27,6,5,1,0,1,0,25,0,0,20,5,27,527,503,24
"N00003819",388,351,0,32,5,31,0,0,0,0,0,0,37,0,0,32,5,31,388,351,37
"N00003820",593,539,2,47,4,13,2,1,1,0,1,0,54,0,2,48,4,13,591,538,53
"N00003821",414,402,1,10,1,22,2,2,0,0,0,0,12,0,1,10,1,22,412,400,12
"N00003822",557,524,0,28,2,14,4,1,3,0,3,0,33,0,0,31,2,14,553,523,30
"N00003823",588,560,1,25,1,35,1,0,1,0,1,0,28,0,1,26,1,35,587,560,27
"N00003824",749,706,4,33,1,8,6,1,5,0,5,0,43,0,4,38,1,8,743,705,38
"N00003825",965,888,13,53,8,47,5,2,3,0,3,0,77,3,13,56,8,50,960,886,74
"N00003826",675,645,0,29,1,21,5,5,0,0,0,0,30,0,0,29,1,21,670,640,30
"N00003827",1060,1004,8,41,5,23,3,1,2,0,2,0,56,0,8,43,5,23,1057,1003,54
"N00003828",463,451,0,11,1,24,2,2,0,0,0,0,12,0,0,11,1,24,461,449,12
"N00003829",519,498,0,13,8,10,7,7,0,0,0,0,21,0,0,13,8,10,512,491,21
"N00003830",537,506,3,22,1,20,9,4,5,0,5,0,31,0,3,27,1,20,528,502,26
"N00003831",292,275,0,13,4,7,1,1,0,0,0,0,17,1,0,13,4,8,291,274,17
"N00003832",558,531,0,18,9,35,0,0,0,0,0,0,27,2,0,18,9,37,558,531,27
"N00003833",467,420,5,33,9,17,1,1,0,0,0,0,47,2,5,33,9,19,466,419,47
"N00003834",428,386,2,39,1,14,0,0,0,0,0,0,42,0,2,39,1,14,428,386,42
"N00003835",539,483,0,48,4,56,10,6,4,0,4,0,56,0,0,52,4,56,529,477,52
"N00003836",343,305,0,30,8,40,1,1,0,0,0,0,38,1,0,30,8,41,342,304,38
"N00003837",337,320,1,13,2,32,2,1,1,0,0,1,17,0,1,13,3,32,335,319,16
"N00003838",409,340,1,60,7,41,2,1,1,0,1,0,69,5,1,61,7,46,407,339,68
"N00003839",409,364,5,27,10,31,8,5,3,0,1,2,45,0,5,28,12,31,401,359,42
"N00003840",428,404,0,23,1,12,1,1,0,0,0,0,24,0,0,23,1,12,427,403,24
"N00003841",256,248,0,6,2,18,4,4,0,0,0,0,8,2,0,6,2,20,252,244,8
"N00003842",413,378,0,32,3,52,5,5,0,0,0,0,35,0,0,32,3,52,408,373,35
"N00003843",348,298,0,40,10,48,3,3,0,0,0,0,50,2,0,40,10,50,345,295,50
"N00003844",515,476,0,31,8,50,1,1,0,0,0,0,39,1,0,31,8,51,514,475,39
"N00003845",299,286,0,10,3,13,6,6,0,0,0,0,13,0,0,10,3,13,293,280,13
"N00003846",620,547,6,63,0,44,10,6,4,0,4,0,73,6,6,67,0,50,610,541,69
"N00003847",254,239,0,13,2,20,3,3,0,0,0,0,15,0,0,13,2,20,251,236,15
"N00003848",362,340,0,18,2,25,6,4,2,0,1,1,22,0,0,19,3,25,356,336,20
"N00003849",608,587,0,14,7,18,1,1,0,0,0,0,21,0,0,14,7,18,607,586,21
"N00003850",415,393,0,18,4,10,0,0,0,0,0,0,22,0,0,18,4,10,415,393,22
"N00003851",470,458,0,11,1,22,2,2,0,0,0,0,12,0,0,11,1,22,468,456,12
"N00003852",352,330,0,21,0,18,1,0,1,0,1,0,22,0,0,22,0,18,351,330,21
"N00003853",514,500,0,11,1,12,6,4,2,0,2,0,14,0,0,13,1,12,508,496,12
"N00003854",466,434,6,10,16,16,0,0,0,0,0,0,32,0,6,10,16,16,466,434,32
"N00003855",454,425,3,19,6,12,2,1,1,0,1,0,29,1,3,20,6,13,452,424,28
"N00003856",491,470,1,16,4,32,1,1,0,0,0,0,21,0,1,16,4,32,490,469,21
"N00003857",547,516,0,25,6,31,1,1,0,0,0,0,31,1,0,25,6,32,546,515,31
"N00003858",511,488,2,21,0,32,1,1,0,0,0,0,23,0,2,21,0,32,510,487,23
"N00003859",478,437,0,39,2,33,0,0,0,0,0,0,41,2,0,39,2,35,478,437,41
"N00003860",1070,994,8,60,8,60,1,1,0,0,0,0,76,1,8,60,8,61,1069,993,76
"N00003861",546,524,1,20,1,21,0,0,0,0,0,0,22,0,1,20,1,21,546,524,22
"N00003862",431,407,0,23,1,15,0,0,0,0,0,0,24,0,0,23,1,15,431,407,24
"N00003863",236,195,5,27,7,31,8,6,2,0,0,2,41,0,5,27,9,31,228,189,39
"N00003864",380,359,0,15,6,23,6,6,0,0,0,0,21,0,0,15,6,23,374,353,21
"N00003865",255,221,0,34,0,33,9,9,0,0,0,0,34,0,0,34,0,33,246,212,34
"N00003866",339,303,1,29,4,24,8,6,2,0,2,0,36,0,1,31,4,24,331,297,34
"N00003867",723,608,9,95,10,54,6,5,1,0,1,0,115,0,9,96,10,54,717,603,114
"N00003868",351,326,0,21,4,35,5,5,0,0,0,0,25,5,0,21,4,40,346,321,25
"N00003869",1226,1055,8,132,27,188,18,14,4,0,4,0,171,2,8,136,27,190,1208,1041,167
"N00003870",254,206,2,36,10,35,0,0,0,0,0,0,48,0,2,36,10,35,254,206,48
"N00003871",730,694,2,29,2,31,12,9,3,0,3,0,36,0,2,32,2,31,718,685,33
"N00003872",278,234,0,38,4,15,7,5,2,0,1,1,44,0,0,39,5,15,271,229,42
"N00003873",1042,959,6,68,7,147,10,8,2,0,2,0,83,2,6,70,7,149,1032,951,81
"N00003874",533,502,2,23,5,48,4,3,1,0,0,1,31,2,2,23,6,50,529,499,30
"N00003875",418,389,0,25,4,23,4,4,0,0,0,0,29,0,0,25,4,23,414,385,29
"N00003876",592,560,2,28,1,21,2,1,1,0,1,0,32,0,2,29,1,21,590,559,31
"N00003877",373,344,1,26,2,16,0,0,0,0,0,0,29,0,1,26,2,16,373,344,29
"N00003878",478,468,0,9,1,12,0,0,0,0,0,0,10,0,0,9,1,12,478,468,10
"N00003879",503,478,11,12,2,5,0,0,0,0,0,0,25,0,11,12,2,5,503,478,25
"N00003880",469,440,6,22,1,29,1,1,0,0,0,0,29,1,6,22,1,30,468,439,29
"N00003881",491,472,0,15,3,45,5,4,1,0,1,0,19,0,0,16,3,45,486,468,18
"N00003882",304,275,0,26,3,22,0,0,0,0,0,0,29,5,0,26,3,27,304,275,29
"N00003883",819,759,0,48,5,54,12,5,7,0,5,2,60,0,0,53,7,54,807,754,53
"N00003884",747,648,7,89,3,35,10,10,0,0,0,0,99,5,7,89,3,40,737,638,99
"N00003885",337,324,1,12,0,26,6,6,0,0,0,0,13,0,1,12,0,26,331,318,13
"N00003886",305,276,0,29,0,25,0,0,0,0,0,0,29,0,0,29,0,25,305,276,29
"N00003887",516,487,0,27,1,52,10,9,1,0,1,0,29,0,0,28,1,52,506,478,28
"N00003888",240,229,0,9,0,11,9,7,2,0,2,0,11,0,0,11,0,11,231,222,9
"N00003889",429,360,1,61,0,26,28,21,7,0,3,4,69,12,1,64,4,38,401,339,62
"N00003890",256,237,0,8,7,20,14,10,4,0,4,0,19,1,0,12,7,21,242,227,15
"N00003891",316,285,0,23,1,23,19,12,7,0,7,0,31,0,0,30,1,23,297,273,24
"N00003892",256,228,0,27,0,16,17,16,1,0,1,0,28,2,0,28,0,18,239,212,27
"N00003893",248,220,1,23,3,15,38,37,1,1,0,0,28,1,2,23,3,16,210,183,27
"N00003894",274,255,0,19,0,19,16,16,0,0,0,0,19,3,0,19,0,22,258,239,19
"N00003895",279,245,0,24,3,23,38,31,7,0,2,5,34,16,0,26,8,39,241,214,27
"N00003896",771,686,8,77,0,59,0,0,0,0,0,0,85,2,8,77,0,61,771,686,85
"N00003897",281,239,0,41,0,25,5,4,1,0,1,0,42,0,0,42,0,25,276,235,41
"N00003898",372,360,0,11,1,21,2,2,0,0,0,0,12,0,0,11,1,21,370,358,12
"N00003899",362,341,0,13,1,27,7,0,7,0,7,0,21,0,0,20,1,27,355,341,14
"N00003900",280,259,0,21,0,13,0,0,0,0,0,0,21,6,0,21,0,19,280,259,21
"N00003901",267,246,0,21,0,31,2,2,0,0,0,0,21,0,0,21,0,31,265,244,21
"N00003902",349,311,3,35,0,24,0,0,0,0,0,0,38,0,3,35,0,24,349,311,38
