"Geography_Code","NM_1545_1_0","NM_1545_1_1","NM_1545_1_2","NM_1545_1_3","NM_1545_1_4"
"N00002585",262,237,12,2,11
"N00002586",350,320,12,5,13
"N00002587",836,752,25,37,22
"N00002588",305,264,13,10,18
"N00002589",317,285,13,6,13
"N00002590",1559,1410,80,25,44
"N00002591",1265,1163,52,17,33
"N00002592",492,444,29,9,10
"N00002593",300,270,16,4,10
"N00002594",367,326,22,8,11
"N00002595",399,341,25,14,19
"N00002596",377,328,22,8,19
"N00002597",339,297,21,5,16
"N00002598",263,239,8,8,8
"N00002599",395,345,24,7,19
"N00002600",288,247,16,8,17
"N00002601",364,317,27,9,11
"N00002602",339,291,28,7,13
"N00002603",853,770,40,12,31
"N00002604",328,292,23,8,5
"N00002605",258,235,9,8,6
"N00002606",388,358,10,10,10
"N00002607",175,157,11,2,5
"N00002608",251,226,19,2,4
"N00002609",844,761,57,6,20
"N00002610",292,260,16,8,8
"N00002611",135,123,5,1,6
"N00002612",309,286,10,9,4
"N00002613",678,615,28,14,21
"N00002614",359,327,13,10,9
"N00002615",289,253,14,8,14
"N00002616",342,311,15,8,8
"N00002617",462,413,27,10,12
"N00002618",221,199,13,2,7
"N00002619",599,553,26,11,9
"N00002620",547,497,29,11,10
"N00002621",216,189,13,5,9
"N00002622",314,296,11,3,4
"N00002623",260,225,17,6,12
"N00002624",251,225,13,6,7
"N00002625",332,293,12,15,12
"N00002626",891,811,40,18,22
"N00002627",302,264,11,15,12
"N00002628",922,800,60,33,29
"N00002629",242,215,6,5,16
"N00002630",297,273,10,8,6
"N00002631",320,287,16,8,9
"N00002632",414,365,21,13,15
"N00002633",426,389,17,8,12
"N00002634",311,252,39,8,12
"N00002635",341,292,20,7,22
"N00002636",393,333,26,14,20
"N00002637",499,432,39,13,15
"N00002638",485,425,27,17,16
"N00002639",309,266,16,8,19
"N00002640",343,292,32,5,14
"N00002641",361,312,31,5,13
"N00002642",468,415,34,7,12
"N00002643",392,347,31,8,6
"N00002644",330,288,21,5,16
"N00002645",317,272,25,8,12
"N00002646",351,310,21,9,11
"N00002647",766,685,55,12,14
"N00002648",202,179,12,7,4
"N00002649",496,436,41,6,13
"N00002650",305,276,8,9,12
"N00002651",479,419,37,8,15
"N00002652",297,266,11,8,12
"N00002653",444,383,29,10,22
"N00002654",337,301,12,8,16
"N00002655",280,251,10,10,9
"N00002656",717,645,31,19,22
"N00002657",370,333,18,3,16
"N00002658",429,390,20,9,10
"N00002659",357,305,11,18,23
"N00002660",427,384,20,10,13
"N00002661",490,428,26,13,23
"N00002662",402,364,24,5,9
"N00002663",340,305,22,7,6
"N00002664",298,264,18,5,11
"N00002665",277,246,16,5,10
"N00002666",263,235,14,7,7
"N00002667",778,674,53,22,29
"N00002668",317,267,33,8,9
"N00002669",530,475,39,8,8
"N00002670",1917,1718,111,28,60
"N00002671",1354,1203,75,26,50
"N00002672",333,297,7,6,23
"N00002673",1282,1138,60,35,49
"N00002674",289,261,14,8,6
"N00002675",385,347,24,8,6
"N00002676",708,630,41,20,17
"N00002677",408,343,39,8,18
"N00002678",368,325,21,10,12
"N00002679",534,487,25,10,12
"N00002680",430,354,55,7,14
"N00002681",436,383,33,10,10
"N00002682",457,388,38,11,20
"N00002683",395,347,34,5,9
"N00002684",458,405,33,9,11
"N00002685",385,344,31,3,7
"N00002686",337,279,40,8,10
"N00002687",306,276,20,4,6
"N00002688",375,325,34,5,11
"N00002689",308,277,13,6,12
"N00002690",249,222,19,3,5
"N00002691",325,292,19,7,7
"N00002692",276,226,29,8,13
"N00002693",338,299,22,6,11
"N00002694",319,273,28,5,13
"N00002695",467,428,22,3,14
"N00002696",316,263,27,13,13
"N00002697",367,310,38,9,10
"N00002698",536,475,42,6,13
"N00002699",351,299,23,10,19
"N00002700",529,473,25,11,20
"N00002701",533,482,29,8,14
"N00002702",371,331,17,9,14
"N00002703",614,508,60,20,26
"N00002704",558,484,49,10,15
"N00002705",483,451,23,2,7
"N00002706",437,356,50,14,17
"N00002707",564,501,36,10,17
"N00002708",264,231,10,3,20
"N00002709",468,412,31,7,18
"N00002710",418,367,25,7,19
"N00002711",764,659,60,11,34
"N00002712",373,331,25,7,10
"N00002713",424,363,39,5,17
"N00002714",490,428,50,5,7
"N00002715",424,371,31,13,9
"N00002716",348,301,29,3,15
"N00002717",566,488,49,14,15
"N00002718",473,399,52,11,11
"N00002719",333,269,25,12,27
"N00002720",344,303,22,3,16
"N00002721",363,310,21,12,20
"N00002722",437,392,22,11,12
"N00002723",407,360,22,12,13
"N00002724",230,195,17,9,9
"N00002725",433,368,41,9,15
"N00002726",1345,1236,67,11,31
"N00002727",390,337,29,7,17
"N00002728",1055,950,59,13,33
"N00002729",293,276,7,4,6
"N00002730",271,233,16,5,17
"N00002731",277,238,21,12,6
"N00002732",307,264,26,7,10
"N00002733",401,344,31,10,16
"N00002734",493,445,31,5,12
"N00002735",431,373,43,7,8
"N00002736",357,302,38,5,12
"N00002737",320,273,37,5,5
"N00002738",456,393,39,10,14
"N00002739",398,335,55,2,6
"N00002740",383,341,21,8,13
"N00002741",456,389,43,7,17
"N00002742",379,335,27,3,14
"N00002743",364,319,24,8,13
"N00002744",267,236,10,10,11
"N00002745",324,281,20,10,13
"N00002746",309,267,18,10,14
"N00002747",262,220,16,12,14
"N00002748",351,309,26,5,11
"N00002749",334,302,17,7,8
"N00002750",261,218,18,10,15
"N00002751",301,262,19,2,18
"N00002752",283,249,14,6,14
"N00002753",524,459,45,6,14
"N00002754",410,361,25,12,12
"N00002755",589,518,41,12,18
"N00002756",315,259,37,9,10
"N00002757",483,418,44,10,11
"N00002758",254,222,17,8,7
"N00002759",337,298,25,7,7
"N00002760",306,265,28,8,5
"N00002761",941,841,69,12,19
"N00002762",364,321,34,4,5
"N00002763",381,319,41,5,16
"N00002764",427,362,42,7,16
"N00002765",371,315,28,10,18
"N00002766",499,430,42,15,12
"N00002767",396,358,25,5,8
"N00002768",362,324,19,13,6
"N00002769",483,416,40,8,19
"N00002770",463,415,29,9,10
"N00002771",272,247,9,5,11
"N00002772",297,249,27,8,13
"N00002773",217,186,20,4,7
"N00002774",640,556,53,8,23
"N00002775",478,422,32,6,18
"N00002776",292,254,24,5,9
"N00002777",237,196,23,4,14
"N00002778",254,206,27,10,11
"N00002779",496,442,35,13,6
"N00002780",345,296,24,8,17
"N00002781",401,349,31,5,16
"N00002782",510,460,34,9,7
"N00002783",390,343,29,7,11
"N00002784",544,463,48,12,21
"N00002785",599,544,34,8,13
"N00002786",503,425,54,8,16
"N00002787",464,402,39,5,18
"N00002788",370,308,40,8,14
"N00002789",539,482,29,12,16
"N00002790",493,434,25,18,16
"N00002791",419,353,43,8,15
"N00002792",479,434,29,8,8
"N00002793",452,376,40,21,15
"N00002794",551,489,31,12,19
"N00002795",539,490,27,8,14
"N00002796",571,506,36,5,24
"N00002797",551,484,39,10,18
"N00002798",415,366,35,5,9
"N00002799",308,280,12,6,10
"N00002800",406,358,33,7,8
"N00002801",486,426,40,11,9
"N00002802",452,399,31,7,15
"N00002803",506,448,34,12,12
"N00002804",412,379,15,15,3
"N00002805",384,355,15,7,7
"N00002806",495,443,27,14,11
"N00002807",402,355,30,6,11
"N00002808",513,448,27,13,25
"N00002809",491,442,36,4,9
"N00002810",325,293,16,4,12
"N00002811",340,309,17,10,4
"N00002812",397,358,20,8,11
"N00002813",449,417,19,5,8
"N00002814",501,457,20,9,15
"N00002815",327,299,7,12,9
"N00002816",358,321,19,7,11
"N00002817",631,569,26,16,20
"N00002818",465,420,19,18,8
"N00002819",448,412,20,6,10
"N00002820",609,561,27,11,10
"N00002821",457,401,35,8,13
"N00002822",393,337,29,11,16
"N00002823",375,335,18,9,13
"N00002824",372,333,27,5,7
"N00002825",654,599,37,5,13
"N00002826",406,361,24,6,15
"N00002827",360,301,40,10,9
"N00002828",344,306,19,10,9
"N00002829",477,453,12,6,6
"N00002830",451,409,27,10,5
"N00002831",472,405,40,7,20
"N00002832",403,356,23,10,14
"N00002833",390,359,19,4,8
"N00002834",632,572,40,11,9
"N00002835",511,457,26,10,18
"N00002836",444,400,19,10,15
"N00002837",333,298,19,3,13
"N00002838",454,411,24,9,10
"N00002839",367,327,20,7,13
"N00002840",1431,1291,81,27,32
"N00002841",519,462,31,11,15
"N00002842",622,566,29,15,12
"N00002843",389,340,25,10,14
"N00002844",413,365,24,9,15
"N00002845",314,281,16,6,11
"N00002846",629,576,26,10,17
"N00002847",644,577,37,14,16
"N00002848",1266,1136,63,25,42
"N00002849",217,194,9,5,9
"N00002850",294,258,13,7,16
"N00002851",401,365,16,13,7
"N00002852",307,278,11,12,6
"N00002853",1040,942,44,26,28
"N00002854",474,411,43,7,13
"N00002855",454,410,29,8,7
"N00002856",314,277,11,14,12
"N00002857",521,476,27,7,11
"N00002858",440,390,17,27,6
"N00002859",540,481,35,13,11
"N00002860",368,332,17,10,9
"N00002861",421,394,15,8,4
"N00002862",271,242,17,4,8
"N00002863",329,296,17,6,10
"N00002864",347,310,22,7,8
"N00002865",643,586,38,6,13
"N00002866",482,425,37,9,11
"N00002867",573,513,36,9,15
"N00002868",488,439,22,12,15
"N00002869",402,364,21,4,13
"N00002870",587,527,34,9,17
"N00002871",864,774,43,23,24
"N00002872",313,276,15,14,8
"N00002873",298,264,12,6,16
"N00002874",295,261,13,7,14
"N00002875",1081,982,58,10,31
"N00002876",531,466,37,10,18
"N00002877",297,269,17,2,9
"N00002878",205,190,7,4,4
"N00002879",434,382,35,5,12
"N00002880",438,384,32,11,11
"N00002881",523,474,29,7,13
"N00002882",375,331,31,10,3
"N00002883",478,439,24,6,9
"N00002884",476,417,30,11,18
"N00002885",659,594,29,13,23
"N00002886",823,745,51,12,15
"N00002887",661,603,36,8,14
"N00002888",424,374,26,8,16
"N00002889",324,282,22,11,9
"N00002890",406,371,21,1,13
"N00002891",633,562,47,8,16
"N00002892",500,440,39,9,12
"N00002893",274,238,23,7,6
"N00002894",341,313,17,7,4
"N00002895",502,451,33,6,12
"N00002896",353,300,34,9,10
"N00002897",998,899,61,15,23
"N00002898",302,271,21,5,5
"N00002899",303,267,16,7,13
"N00002900",309,271,13,5,20
"N00002901",277,247,14,8,8
"N00002902",329,298,14,5,12
"N00002903",747,686,23,25,13
"N00002904",422,383,26,9,4
"N00002905",433,384,25,9,15
"N00002906",420,359,38,12,11
"N00002907",634,548,47,19,20
"N00002908",474,415,29,12,18
"N00002909",558,482,41,12,23
"N00002910",716,620,49,14,33
"N00002911",724,636,56,14,18
"N00002912",345,285,38,12,10
"N00002913",309,249,35,8,17
"N00002914",1272,1137,89,21,25
"N00002915",217,192,14,7,4
"N00002916",443,392,32,11,8
"N00002917",308,289,10,4,5
"N00002918",339,295,27,7,10
"N00002919",391,326,38,15,12
"N00002920",375,336,23,5,11
"N00002921",309,285,11,4,9
"N00002922",468,405,39,10,14
"N00002923",351,312,21,5,13
"N00002924",386,360,18,3,5
"N00002925",311,282,17,3,9
"N00002926",368,334,14,6,14
"N00002927",390,347,20,11,12
"N00002928",358,309,31,6,12
"N00002929",727,635,61,16,15
"N00002930",416,363,31,4,18
"N00002931",628,581,29,7,11
"N00002932",393,349,30,6,8
"N00002933",522,459,44,6,13
"N00002934",429,395,17,6,11
"N00002935",402,358,26,6,12
"N00002936",395,336,36,9,14
"N00002937",409,367,27,10,5
"N00002938",420,371,30,8,11
"N00002939",411,352,35,9,15
"N00002940",388,355,14,9,10
"N00002941",312,291,9,7,5
"N00002942",427,382,33,4,8
"N00002943",288,256,22,4,6
"N00002944",633,569,31,12,21
"N00002945",378,324,36,10,8
"N00002946",297,263,13,14,7
"N00002947",396,343,21,15,17
"N00002948",345,302,35,1,7
"N00002949",360,319,24,11,6
"N00002950",396,348,27,7,14
"N00002951",231,196,22,4,9
"N00002952",326,283,36,5,2
"N00002953",226,210,6,2,8
"N00002954",639,573,48,9,9
"N00002955",438,388,29,11,10
"N00002956",358,323,22,6,7
"N00002957",378,343,20,6,9
"N00002958",453,408,22,8,15
"N00002959",546,481,42,7,16
"N00002960",350,319,25,4,2
"N00002961",326,293,23,6,4
"N00002962",374,342,16,9,7
"N00002963",368,331,20,6,11
"N00002964",373,320,29,9,15
"N00002965",311,279,24,1,7
"N00002966",576,502,37,11,26
"N00002967",277,245,13,5,14
"N00002968",279,238,20,13,8
"N00002969",218,191,10,6,11
"N00002970",281,251,17,3,10
"N00002971",365,337,16,3,9
"N00002972",287,259,16,6,6
"N00002973",407,372,21,7,7
"N00002974",324,285,22,4,13
"N00002975",488,441,29,5,13
"N00002976",308,278,13,4,13
"N00002977",410,370,19,10,11
"N00002978",450,406,27,8,9
"N00002979",408,372,14,9,13
"N00002980",398,354,27,5,12
"N00002981",250,230,13,2,5
"N00002982",516,475,23,9,9
"N00002983",320,284,20,8,8
"N00002984",213,184,13,1,15
"N00002985",140,125,7,5,3
"N00002986",382,348,14,4,16
"N00002987",469,408,34,16,11
"N00002988",462,386,39,19,18
"N00002989",500,438,37,12,13
"N00002990",355,321,21,8,5
"N00002991",349,312,24,7,6
"N00002992",495,442,29,13,11
"N00002993",228,208,9,2,9
"N00002994",635,575,35,11,14
"N00002995",691,618,47,12,14
"N00002996",235,211,10,9,5
"N00002997",290,265,11,3,11
"N00002998",256,236,8,3,9
"N00002999",253,225,6,9,13
"N00003000",481,433,27,8,13
"N00003001",265,231,22,5,7
"N00003002",809,712,48,21,28
"N00003003",1353,1213,81,21,38
"N00003004",262,238,11,2,11
"N00003005",482,429,35,4,14
"N00003006",440,391,36,2,11
"N00003007",493,440,40,7,6
"N00003008",635,566,44,12,13
"N00003009",513,453,47,6,7
"N00003010",414,377,21,9,7
"N00003011",302,262,23,9,8
"N00003012",393,358,21,7,7
"N00003013",408,350,27,13,18
"N00003014",422,373,25,9,15
"N00003015",394,349,28,7,10
"N00003016",303,244,39,7,13
"N00003017",381,336,28,5,12
"N00003018",239,215,16,3,5
"N00003019",539,478,20,19,22
"N00003020",440,401,24,7,8
"N00003021",383,344,26,5,8
"N00003022",303,277,16,2,8
"N00003023",250,233,7,3,7
"N00003024",426,383,29,3,11
"N00003025",341,313,20,2,6
"N00003026",543,487,35,11,10
"N00003027",436,383,37,12,4
"N00003028",449,399,31,11,8
"N00003029",513,453,41,9,10
"N00003030",380,343,21,5,11
"N00003031",469,421,21,9,18
"N00003032",357,331,16,3,7
"N00003033",450,409,20,5,16
"N00003034",231,207,10,5,9
"N00003035",376,337,18,10,11
"N00003036",345,315,10,8,12
"N00003037",393,357,16,6,14
"N00003038",350,312,11,13,14
"N00003039",314,263,33,6,12
"N00003040",432,389,23,7,13
"N00003041",437,400,22,5,10
"N00003042",254,230,15,3,6
"N00003043",203,183,6,3,11
"N00003044",356,301,34,9,12
"N00003045",785,714,45,9,17
"N00003046",336,291,30,9,6
"N00003047",417,362,28,6,21
"N00003048",428,379,29,8,12
"N00003049",323,293,13,7,10
"N00003050",342,296,25,4,17
"N00003051",377,324,28,9,16
"N00003052",280,248,19,4,9
"N00003053",231,190,24,7,10
"N00003054",320,281,24,9,6
"N00003055",369,327,25,9,8
"N00003056",337,302,24,4,7
"N00003057",276,252,11,4,9
"N00003058",322,296,16,4,6
"N00003059",315,276,27,6,6
"N00003060",274,243,14,10,7
"N00003061",478,427,28,3,20
"N00003062",437,391,21,10,15
"N00003063",517,458,37,3,19
"N00003064",440,390,31,5,14
"N00003065",341,312,17,6,6
"N00003066",377,351,18,4,4
"N00003067",316,269,26,12,9
"N00003068",189,168,12,2,7
"N00003069",258,229,13,4,12
"N00003070",261,228,12,9,12
"N00003071",247,205,21,8,13
"N00003072",212,185,11,6,10
"N00003073",399,338,36,10,15
"N00003074",487,437,28,8,14
"N00003075",286,243,23,4,16
"N00003076",521,458,41,9,13
"N00003077",366,316,29,6,15
"N00003078",523,471,36,7,9
"N00003079",298,269,12,5,12
"N00003080",234,215,8,2,9
"N00003081",118,108,7,2,1
"N00003082",231,198,11,5,17
"N00003083",215,183,17,4,11
"N00003084",320,285,22,6,7
"N00003085",264,242,7,4,11
"N00003086",250,220,17,2,11
"N00003087",343,284,24,17,18
"N00003088",148,127,10,6,5
"N00003089",310,268,27,5,10
"N00003090",344,312,25,2,5
"N00003091",401,357,32,4,8
"N00003092",235,208,18,3,6
"N00003093",484,409,46,10,19
"N00003094",273,229,32,5,7
"N00003095",301,257,33,1,10
"N00003096",270,229,27,4,10
"N00003097",567,501,46,10,10
"N00003098",747,668,25,17,37
"N00003099",322,287,18,4,13
"N00003100",331,298,17,8,8
"N00003101",301,274,15,1,11
"N00003102",340,299,27,7,7
"N00003103",264,238,17,1,8
"N00003104",254,230,19,1,4
"N00003105",382,353,14,5,10
"N00003106",198,172,10,4,12
"N00003107",202,181,10,3,8
"N00003108",251,218,19,7,7
"N00003109",266,223,29,5,9
"N00003110",221,193,11,5,12
"N00003111",199,160,16,4,19
"N00003112",254,213,24,2,15
"N00003113",264,226,17,9,12
"N00003114",281,245,16,7,13
"N00003115",236,199,21,4,12
"N00003116",313,288,15,2,8
"N00003117",265,223,21,8,13
"N00003118",196,179,4,6,7
"N00003119",251,226,9,5,11
"N00003120",323,271,33,10,9
"N00003121",315,263,28,8,16
"N00003122",253,219,23,6,5
"N00003123",364,318,35,7,4
"N00003124",314,291,17,4,2
"N00003125",292,263,17,4,8
"N00003126",447,388,41,7,11
"N00003127",434,381,27,11,15
"N00003128",283,239,22,12,10
"N00003129",322,271,30,7,14
"N00003130",302,258,24,7,13
"N00003131",823,691,98,15,19
"N00003132",297,267,22,4,4
"N00003133",379,328,36,4,11
"N00003134",298,267,21,4,6
"N00003135",149,128,8,7,6
"N00003136",369,331,24,4,10
"N00003137",320,279,22,5,14
"N00003138",296,259,22,8,7
"N00003139",414,361,33,8,12
"N00003140",330,270,29,13,18
"N00003141",357,294,45,6,12
"N00003142",896,795,70,13,18
"N00003143",293,268,15,2,8
"N00003144",278,238,26,6,8
"N00003145",1350,1222,72,23,33
"N00003146",403,357,23,8,15
"N00003147",1029,931,69,16,13
"N00003148",327,281,34,4,8
"N00003149",551,459,73,7,12
"N00003150",368,308,41,7,12
"N00003151",269,236,17,3,13
"N00003152",399,357,26,6,10
"N00003153",369,316,32,7,14
"N00003154",365,309,40,7,9
"N00003155",249,231,7,3,8
"N00003156",232,200,21,3,8
"N00003157",237,214,13,3,7
"N00003158",228,198,12,12,6
"N00003159",410,365,23,6,16
"N00003160",237,207,14,2,14
"N00003161",1523,1384,83,19,37
"N00003162",968,868,45,15,40
"N00003163",462,424,23,9,6
"N00003164",542,492,26,14,10
"N00003165",314,278,15,8,13
"N00003166",558,508,34,8,8
"N00003167",286,260,13,5,8
"N00003168",377,346,16,4,11
"N00003169",331,283,24,11,13
"N00003170",759,681,34,15,29
"N00003171",284,260,8,6,10
"N00003172",245,219,10,4,12
"N00003173",302,269,15,7,11
"N00003174",233,219,3,4,7
"N00003175",358,314,20,9,15
"N00003176",478,419,36,5,18
"N00003177",673,613,28,6,26
"N00003178",328,293,16,6,13
"N00003179",543,484,33,6,20
"N00003180",240,210,11,10,9
"N00003181",307,264,28,2,13
"N00003182",297,257,28,5,7
"N00003183",431,377,31,6,17
"N00003184",326,285,14,12,15
"N00003185",250,225,13,2,10
"N00003186",300,279,5,6,10
"N00003187",336,299,18,3,16
"N00003188",612,561,25,7,19
"N00003189",407,365,17,15,10
"N00003190",409,361,33,5,10
"N00003191",368,337,11,8,12
"N00003192",410,378,11,8,13
"N00003193",378,340,12,9,17
"N00003194",426,374,29,6,17
"N00003195",545,491,24,6,24
"N00003196",439,391,28,6,14
"N00003197",347,304,28,6,9
"N00003198",314,282,15,6,11
"N00003199",471,426,28,9,8
"N00003200",399,343,35,11,10
"N00003201",444,399,22,10,13
"N00003202",436,394,26,3,13
"N00003203",356,320,20,8,8
"N00003204",520,462,25,8,25
"N00003205",507,450,31,12,14
"N00003206",318,288,19,1,10
"N00003207",408,350,42,5,11
"N00003208",393,350,16,15,12
"N00003209",1247,1152,67,12,16
"N00003210",278,256,12,7,3
"N00003211",266,237,14,12,3
"N00003212",355,328,5,13,9
"N00003213",237,210,8,4,15
"N00003214",219,209,5,2,3
"N00003215",261,240,7,9,5
"N00003216",384,339,17,3,25
"N00003217",325,290,21,5,9
"N00003218",534,479,34,5,16
"N00003219",810,755,27,9,19
"N00003220",354,312,23,7,12
"N00003221",285,260,10,6,9
"N00003222",329,285,29,12,3
"N00003223",290,254,7,9,20
"N00003224",257,233,14,3,7
"N00003225",291,247,28,8,8
"N00003226",269,232,29,1,7
"N00003227",228,198,15,8,7
"N00003228",318,281,19,9,9
"N00003229",217,199,8,2,8
"N00003230",218,203,8,0,7
"N00003231",179,168,4,3,4
"N00003232",480,438,23,7,12
"N00003233",375,340,18,8,9
"N00003234",546,503,19,14,10
"N00003235",568,509,40,6,13
"N00003236",456,415,21,10,10
"N00003237",995,879,64,17,35
"N00003238",569,527,24,6,12
"N00003239",438,400,23,5,10
"N00003240",792,694,64,12,22
"N00003241",377,304,52,5,16
"N00003242",319,275,26,3,15
"N00003243",444,378,43,7,16
"N00003244",331,279,33,8,11
"N00003245",476,420,30,11,15
"N00003246",810,718,53,13,26
"N00003247",820,718,71,10,21
"N00003248",347,300,34,6,7
"N00003249",412,351,41,12,8
"N00003250",309,268,28,3,10
"N00003251",308,263,33,6,6
"N00003252",346,319,10,9,8
"N00003253",299,252,26,6,15
"N00003254",247,214,19,3,11
"N00003255",354,313,27,4,10
"N00003256",370,308,45,10,7
"N00003257",344,302,31,6,5
"N00003258",547,477,51,8,11
"N00003259",323,270,37,5,11
"N00003260",384,337,32,3,12
"N00003261",456,396,43,11,6
"N00003262",364,307,35,6,16
"N00003263",417,348,53,4,12
"N00003264",418,363,35,9,11
"N00003265",381,326,37,3,15
"N00003266",356,304,35,5,12
"N00003267",408,347,43,8,10
"N00003268",344,284,44,6,10
"N00003269",354,298,41,8,7
"N00003270",330,282,31,9,8
"N00003271",603,527,22,11,43
"N00003272",613,534,43,8,28
"N00003273",832,740,63,9,20
"N00003274",277,233,27,7,10
"N00003275",202,186,5,2,9
"N00003276",557,512,30,7,8
"N00003277",457,396,41,12,8
"N00003278",430,387,23,9,11
"N00003279",239,219,8,5,7
"N00003280",895,802,67,12,14
"N00003281",355,294,33,11,17
"N00003282",2112,1922,125,26,39
"N00003283",253,221,16,7,9
"N00003284",284,259,11,5,9
"N00003285",241,215,11,7,8
"N00003286",250,207,30,6,7
"N00003287",257,232,11,2,12
"N00003288",287,249,23,8,7
"N00003289",311,279,22,3,7
"N00003290",499,427,49,7,16
"N00003291",694,602,67,11,14
"N00003292",299,271,19,3,6
"N00003293",350,289,29,14,18
"N00003294",344,296,9,16,23
"N00003295",871,755,23,32,61
"N00003296",373,330,18,11,14
"N00003297",402,350,13,15,24
"N00003298",616,534,22,19,41
"N00003299",720,621,27,27,45
"N00003300",254,217,18,11,8
"N00003301",308,257,17,9,25
"N00003302",498,444,20,9,25
"N00003303",396,345,22,14,15
"N00003304",293,273,9,3,8
"N00003305",474,417,22,16,19
"N00003306",700,607,52,19,22
"N00003307",562,497,37,15,13
"N00003308",3075,2741,177,63,94
"N00003309",303,269,11,9,14
"N00003310",321,296,11,3,11
"N00003311",1274,1122,78,31,43
"N00003312",423,370,20,11,22
"N00003313",1435,1267,89,33,46
"N00003314",777,700,50,12,15
"N00003315",201,170,20,5,6
"N00003316",393,361,19,3,10
"N00003317",333,292,29,2,10
"N00003318",965,832,90,20,23
"N00003319",372,341,11,6,14
"N00003320",304,264,32,3,5
"N00003321",411,370,27,8,6
"N00003322",410,341,45,5,19
"N00003323",455,389,38,4,24
"N00003324",358,309,30,6,13
"N00003325",429,391,24,2,12
"N00003326",661,589,34,22,16
"N00003327",375,338,28,5,4
"N00003328",214,193,15,3,3
"N00003329",338,295,27,4,12
"N00003330",328,275,42,4,7
"N00003331",442,365,52,13,12
"N00003332",395,353,28,6,8
"N00003333",305,267,29,4,5
"N00003334",321,268,34,8,11
"N00003335",244,209,25,4,6
"N00003336",402,339,37,9,17
"N00003337",302,266,25,5,6
"N00003338",248,223,19,4,2
"N00003339",414,373,25,6,10
"N00003340",272,235,18,11,8
"N00003341",302,259,26,4,13
"N00003342",367,311,35,10,11
"N00003343",294,267,18,3,6
"N00003344",288,254,16,5,13
"N00003345",360,308,35,8,9
"N00003346",480,408,55,9,8
"N00003347",453,375,55,8,15
"N00003348",599,500,60,19,20
"N00003349",1063,929,85,17,32
"N00003350",595,512,51,10,22
"N00003351",413,349,43,13,8
"N00003352",461,401,39,10,11
"N00003353",414,370,26,4,14
"N00003354",508,447,36,10,15
"N00003355",492,422,38,10,22
"N00003356",618,549,43,3,23
"N00003357",336,270,50,11,5
"N00003358",423,362,38,10,13
"N00003359",374,309,45,7,13
"N00003360",212,184,18,3,7
"N00003361",279,238,28,5,8
"N00003362",358,320,30,0,8
"N00003363",706,615,46,17,28
"N00003364",408,351,27,13,17
"N00003365",470,397,62,4,7
"N00003366",293,256,27,3,7
"N00003367",328,274,41,2,11
"N00003368",289,266,13,6,4
"N00003369",284,249,24,2,9
"N00003370",283,250,20,6,7
"N00003371",321,285,21,5,10
"N00003372",351,311,17,11,12
"N00003373",309,280,11,7,11
"N00003374",272,238,16,4,14
"N00003375",243,228,8,2,5
"N00003376",300,262,17,5,16
"N00003377",252,227,12,3,10
"N00003378",244,207,14,10,13
"N00003379",283,250,19,3,11
"N00003380",338,309,12,7,10
"N00003381",330,303,10,3,14
"N00003382",225,203,13,5,4
"N00003383",263,235,15,7,6
"N00003384",405,360,32,9,4
"N00003385",448,389,43,8,8
"N00003386",369,335,16,5,13
"N00003387",341,283,42,4,12
"N00003388",346,291,36,7,12
"N00003389",376,319,47,6,4
"N00003390",358,304,39,5,10
"N00003391",372,325,22,8,17
"N00003392",434,374,35,11,14
"N00003393",424,381,28,8,7
"N00003394",392,336,39,8,9
"N00003395",279,244,21,5,9
"N00003396",436,377,43,10,6
"N00003397",258,220,21,6,11
"N00003398",378,333,23,14,8
"N00003399",416,362,21,20,13
"N00003400",424,366,41,11,6
"N00003401",369,305,36,11,17
"N00003402",411,356,21,12,22
"N00003403",269,226,20,8,15
"N00003404",296,262,19,8,7
"N00003405",343,313,8,8,14
"N00003406",384,344,23,4,13
"N00003407",558,477,52,11,18
"N00003408",531,489,24,7,11
"N00003409",341,309,16,9,7
"N00003410",652,580,45,14,13
"N00003411",283,251,23,8,1
"N00003412",292,272,9,4,7
"N00003413",271,247,10,3,11
"N00003414",377,329,23,12,13
"N00003415",309,267,21,5,16
"N00003416",300,262,19,8,11
"N00003417",253,211,20,5,17
"N00003418",254,226,12,1,15
"N00003419",314,277,18,13,6
"N00003420",299,261,22,7,9
"N00003421",295,268,11,5,11
"N00003422",632,557,53,12,10
"N00003423",516,470,21,8,17
"N00003424",294,266,8,6,14
"N00003425",196,171,15,2,8
"N00003426",728,643,63,9,13
"N00003427",300,274,16,1,9
"N00003428",277,242,19,5,11
"N00003429",285,245,14,4,22
"N00003430",277,258,7,3,9
"N00003431",308,272,18,3,15
"N00003432",283,255,22,4,2
"N00003433",279,248,16,8,7
"N00003434",278,242,20,4,12
"N00003435",209,181,11,3,14
"N00003436",316,278,22,1,15
"N00003437",339,296,22,5,16
"N00003438",354,316,22,7,9
"N00003439",272,237,24,5,6
"N00003440",283,233,25,8,17
"N00003441",340,284,37,9,10
"N00003442",214,191,13,4,6
"N00003443",713,640,52,9,12
"N00003444",424,365,44,4,11
"N00003445",509,451,41,4,13
"N00003446",413,365,29,4,15
"N00003447",273,233,16,8,16
"N00003448",540,470,49,10,11
"N00003449",431,370,41,5,15
"N00003450",353,315,28,4,6
"N00003451",620,560,33,6,21
"N00003452",440,375,42,8,15
