"Geography_Code","NM_1518_1_0","NM_1518_1_1","NM_1518_1_2","NM_1518_1_3","NM_1518_1_4","NM_1518_1_5","NM_1518_1_6","NM_1518_1_7","NM_1518_1_8","NM_1518_1_9"
"N00002262",227,27,57,16,29,35,15,19,12,17
"N00002263",244,34,44,27,28,35,16,28,17,15
"N00002264",305,18,17,20,36,37,44,35,52,46
"N00002265",272,16,31,14,35,26,30,31,45,44
"N00002266",86,5,9,5,8,6,9,6,13,25
"N00002267",161,12,13,12,23,20,18,17,27,19
"N00002268",346,26,38,23,41,34,38,59,56,31
"N00002269",89,3,8,1,11,8,9,9,15,25
"N00002270",103,8,2,2,10,8,9,24,20,20
"N00002271",82,4,6,2,10,9,12,11,11,17
"N00002272",77,1,4,6,10,7,9,10,16,14
"N00002273",307,22,57,18,37,36,21,27,55,34
"N00002274",81,1,3,3,3,8,8,10,24,21
"N00002275",76,5,5,1,6,8,9,12,21,9
"N00002276",124,10,20,10,18,13,6,11,19,17
"N00002277",180,5,16,18,14,21,18,21,31,36
"N00002278",112,7,7,11,6,8,14,18,14,27
"N00002279",70,2,4,5,5,6,6,12,15,15
"N00002280",126,9,9,8,12,16,16,16,24,16
"N00002281",124,4,10,4,17,15,18,15,23,18
"N00002282",75,5,5,6,12,5,4,9,16,13
"N00002283",94,1,2,3,7,13,13,15,18,22
"N00002284",87,3,9,1,12,10,10,8,17,17
"N00002285",200,20,27,11,30,23,17,22,26,24
"N00002286",176,9,20,22,23,26,11,21,21,23
"N00002287",101,3,7,7,14,15,8,15,15,17
"N00002288",82,3,3,2,5,14,16,13,11,15
"N00002289",93,7,8,2,6,16,9,10,20,15
"N00002290",168,13,42,11,21,18,12,20,14,17
"N00002291",179,14,33,23,22,15,14,14,30,14
"N00002292",119,10,42,12,17,12,7,5,4,10
"N00002293",88,4,6,3,7,12,6,7,22,21
"N00002294",138,15,16,5,33,13,12,12,19,13
"N00002295",183,10,21,19,24,25,17,26,22,19
"N00002296",171,8,25,14,22,15,18,22,23,24
"N00002297",163,16,25,16,29,18,11,18,11,19
"N00002298",104,7,22,10,12,9,8,10,12,14
"N00002299",174,10,45,15,25,13,18,15,18,15
"N00002300",441,48,130,44,57,33,36,30,33,30
"N00002301",303,21,64,32,49,31,17,26,38,25
"N00002302",297,46,97,27,45,27,13,20,6,16
"N00002303",238,20,35,26,34,26,14,14,49,20
"N00002304",68,0,3,3,2,15,3,16,12,14
"N00002305",487,38,109,38,62,56,35,41,63,45
"N00002306",750,53,115,61,76,68,49,50,164,114
"N00002307",206,14,34,9,34,28,23,16,22,26
"N00002308",174,11,27,14,26,29,14,18,19,16
"N00002309",94,4,6,5,5,14,15,7,19,19
"N00002310",77,5,4,7,14,13,5,6,15,8
"N00002311",133,3,15,11,15,18,23,7,22,19
"N00002312",111,2,17,7,7,15,10,12,19,22
"N00002313",128,11,25,18,23,11,8,7,14,11
"N00002314",118,11,26,12,18,8,8,13,10,12
"N00002315",154,20,32,11,28,15,17,11,13,7
"N00002316",108,7,18,8,18,10,7,13,16,11
"N00002317",137,11,21,11,18,18,5,12,18,23
"N00002318",163,19,29,12,18,18,17,22,12,16
"N00002319",322,46,74,30,57,25,23,31,26,10
"N00002320",134,9,13,6,18,21,19,13,16,19
"N00002321",123,13,17,13,17,20,16,11,12,4
"N00002322",138,14,19,21,27,15,12,12,12,6
"N00002323",149,10,16,14,33,13,12,16,14,21
"N00002324",136,8,10,12,24,21,14,13,21,13
"N00002325",216,24,42,23,33,25,21,18,18,12
"N00002326",132,13,16,16,13,17,12,13,22,10
"N00002327",650,69,125,90,92,72,40,63,51,48
"N00002328",206,20,42,32,42,14,16,10,15,15
"N00002329",122,13,19,10,24,14,15,9,10,8
"N00002330",334,32,81,33,58,51,15,21,22,21
"N00002331",278,29,55,16,38,42,24,33,22,19
"N00002332",173,13,31,17,22,19,14,13,23,21
"N00002333",201,15,51,13,26,33,13,13,14,23
"N00002334",163,11,28,9,17,20,23,14,21,20
"N00002335",276,24,81,37,33,35,24,19,15,8
"N00002336",113,6,7,17,17,16,7,14,14,15
"N00002337",138,7,9,7,10,22,13,26,25,19
"N00002338",103,8,2,3,9,17,9,15,18,22
"N00002339",138,6,11,11,15,23,21,14,14,23
"N00002340",138,6,5,10,11,21,16,17,26,26
"N00002341",88,2,4,2,7,16,11,11,21,14
"N00002342",107,8,9,5,9,13,10,11,23,19
"N00002343",173,15,17,7,17,30,21,19,32,15
"N00002344",147,5,11,10,17,18,12,14,33,27
"N00002345",122,8,18,8,10,14,10,10,22,22
"N00002346",119,8,5,7,11,14,15,8,28,23
"N00002347",310,21,38,27,40,30,27,37,41,49
"N00002348",126,11,10,13,14,18,14,10,20,16
"N00002349",105,7,11,11,15,17,13,7,12,12
"N00002350",64,6,6,5,12,5,5,5,12,8
"N00002351",628,49,129,71,78,63,57,65,72,44
"N00002352",82,8,16,3,8,8,14,7,11,7
"N00002353",819,54,112,55,127,92,80,95,112,92
"N00002354",153,9,17,16,23,15,15,20,18,20
"N00002355",124,2,7,6,9,27,21,17,15,20
"N00002356",206,12,23,16,22,26,20,26,28,33
"N00002357",136,7,10,6,18,19,18,13,25,20
"N00002358",78,3,5,0,14,5,11,12,12,16
"N00002359",89,5,5,2,2,13,10,10,20,22
"N00002360",90,6,4,6,16,8,14,9,12,15
"N00002361",95,3,2,6,5,16,12,12,19,20
"N00002362",85,2,1,6,6,13,8,11,21,17
"N00002363",83,6,0,3,13,11,13,5,17,15
"N00002364",86,6,3,3,9,11,11,11,16,16
"N00002365",111,7,8,6,9,14,11,12,22,22
"N00002366",108,2,2,4,9,16,10,17,28,20
"N00002367",185,20,24,13,28,18,13,10,30,29
"N00002368",219,23,33,13,23,49,23,20,20,15
"N00002369",404,38,67,22,52,75,29,32,41,48
"N00002370",205,25,41,12,25,49,17,9,13,14
"N00002371",233,22,51,15,23,55,15,19,18,15
"N00002372",306,16,61,25,45,54,28,13,24,40
"N00002373",187,11,29,15,25,45,15,10,19,18
"N00002374",130,7,13,7,16,33,10,10,23,11
"N00002375",194,13,38,10,21,58,10,16,18,10
"N00002376",223,23,48,22,40,29,10,16,21,14
"N00002377",211,20,46,24,29,21,13,17,23,18
"N00002378",413,33,97,60,63,54,32,29,19,26
"N00002379",328,27,64,45,56,43,20,30,28,15
"N00002380",128,8,14,6,19,30,9,14,17,11
"N00002381",192,29,38,26,30,14,13,16,14,12
"N00002382",256,23,39,21,50,30,29,23,28,13
"N00002383",231,23,52,27,44,25,20,18,6,16
"N00002384",202,17,40,26,43,20,18,17,9,12
"N00002385",145,11,27,12,34,19,6,8,15,13
"N00002386",104,3,11,7,12,9,10,16,21,15
"N00002387",179,12,15,7,25,25,17,21,32,25
"N00002388",82,4,5,7,13,12,6,9,16,10
"N00002389",130,7,8,6,20,16,7,13,23,30
"N00002390",122,2,8,11,22,7,9,12,31,20
"N00002391",185,15,53,14,25,19,10,17,16,16
"N00002392",186,12,31,19,29,18,14,23,17,23
"N00002393",319,43,72,34,50,33,22,26,22,17
"N00002394",175,8,30,12,25,20,12,26,25,17
"N00002395",209,13,27,13,39,28,17,23,29,20
"N00002396",89,1,5,3,8,8,18,13,6,27
"N00002397",89,6,8,11,10,14,7,15,9,9
"N00002398",119,4,4,8,9,22,12,22,20,18
"N00002399",97,4,9,4,8,14,16,20,10,12
"N00002400",74,2,13,6,9,8,6,13,7,10
"N00002401",735,63,198,68,80,45,73,81,54,73
"N00002402",100,11,30,10,13,10,5,8,5,8
"N00002403",180,15,33,20,32,26,9,21,9,15
"N00002404",421,23,64,42,56,57,51,54,35,39
"N00002405",155,11,31,13,30,13,11,19,10,17
"N00002406",130,13,46,11,15,11,9,18,6,1
"N00002407",114,15,35,15,11,6,6,16,6,4
"N00002408",158,32,48,11,21,12,9,8,5,12
"N00002409",121,10,17,11,15,11,13,23,13,8
"N00002410",113,5,24,5,15,11,10,21,7,15
"N00002411",161,24,76,7,17,8,7,9,5,8
"N00002412",195,36,69,18,29,10,12,15,3,3
"N00002413",191,20,64,26,19,15,8,23,10,6
"N00002414",135,11,58,15,20,10,7,10,2,2
"N00002415",118,10,23,14,16,9,12,14,11,9
"N00002416",195,13,34,18,26,28,19,12,28,17
"N00002417",151,8,23,11,21,37,13,13,15,10
"N00002418",238,18,45,20,25,48,22,19,26,15
"N00002419",298,16,57,23,46,61,25,24,23,23
"N00002420",220,20,39,19,24,48,22,6,23,19
"N00002421",178,13,34,8,18,41,9,18,21,16
"N00002422",213,14,41,15,26,42,14,23,22,16
"N00002423",46,1,5,3,9,5,7,11,2,3
"N00002424",120,7,27,13,11,14,13,19,8,8
"N00002425",115,7,23,7,17,12,15,14,8,12
"N00002426",133,8,23,11,23,11,12,25,11,9
"N00002427",108,8,10,8,10,7,10,36,7,12
"N00002428",102,6,12,12,9,12,16,13,10,12
"N00002429",87,2,8,6,8,10,14,13,9,17
"N00002430",81,1,7,6,10,10,8,13,5,21
"N00002431",232,12,23,16,26,26,33,41,17,38
"N00002432",59,1,3,5,8,7,7,16,3,9
"N00002433",149,4,20,11,26,13,9,29,22,15
"N00002434",55,1,1,4,4,10,7,9,7,12
"N00002435",66,3,4,4,11,8,10,11,6,9
"N00002436",134,9,12,10,14,18,15,27,11,18
"N00002437",133,11,27,9,13,18,12,15,15,13
"N00002438",146,8,11,15,16,23,10,27,11,25
"N00002439",88,5,7,8,16,8,8,10,10,16
"N00002440",94,5,12,7,8,10,11,17,5,19
"N00002441",66,5,2,6,5,6,6,15,7,14
"N00002442",70,9,5,4,8,14,10,7,4,9
"N00002443",125,7,20,15,15,9,13,20,7,19
"N00002444",334,27,64,22,43,26,29,37,32,54
"N00002445",119,14,44,15,14,8,7,7,2,8
"N00002446",89,3,6,7,6,13,10,13,6,25
"N00002447",93,2,3,6,8,10,11,13,13,27
"N00002448",116,2,7,10,11,8,16,16,10,36
"N00002449",112,10,25,8,15,7,8,12,13,14
"N00002450",122,11,14,13,13,9,9,17,17,19
"N00002451",156,6,16,14,17,12,21,38,11,21
"N00002452",115,7,13,9,9,8,17,24,16,12
"N00002453",137,11,27,11,14,19,13,21,9,12
"N00002454",92,10,22,5,12,12,8,13,6,4
"N00002455",197,22,48,23,36,16,11,17,13,11
"N00002456",189,25,45,18,26,20,13,23,11,8
"N00002457",258,20,39,20,31,22,32,42,31,21
"N00002458",101,5,8,5,19,18,7,9,16,14
"N00002459",343,27,73,26,40,47,31,29,38,32
"N00002460",188,19,45,14,25,30,15,11,14,15
"N00002461",234,31,34,18,35,36,16,24,14,26
"N00002462",208,22,21,12,24,51,16,14,25,23
"N00002463",178,26,35,13,16,36,9,16,9,18
"N00002464",182,19,30,14,14,33,18,16,26,12
"N00002465",148,5,15,8,15,14,15,38,7,31
"N00002466",75,1,4,3,12,4,11,13,9,18
"N00002467",72,7,11,7,7,4,8,14,8,6
"N00002468",114,7,16,8,14,13,9,23,12,12
"N00002469",188,14,12,15,22,19,16,36,27,27
"N00002470",120,2,9,8,9,12,18,25,12,25
"N00002471",76,2,12,2,6,4,7,16,6,21
"N00002472",121,7,6,8,10,11,23,23,9,24
"N00002473",81,2,4,6,4,6,17,18,5,19
"N00002474",100,6,13,5,11,6,13,26,10,10
"N00002475",99,4,11,6,9,8,17,20,12,12
"N00002476",108,5,11,4,11,11,8,25,19,14
"N00002477",101,4,9,5,11,18,8,18,12,16
"N00002478",151,6,14,8,19,15,16,35,17,21
"N00002479",250,22,77,15,32,27,20,28,12,17
"N00002480",290,31,60,26,26,31,36,35,22,23
"N00002481",73,3,5,5,5,9,6,20,5,15
"N00002482",78,4,4,8,3,11,8,17,8,15
"N00002483",83,5,10,4,9,8,14,18,7,8
"N00002484",75,4,4,6,9,7,14,15,7,9
"N00002485",71,4,9,4,6,2,9,21,5,11
"N00002486",125,12,9,8,17,19,8,24,12,16
"N00002487",219,8,24,19,29,26,18,39,29,27
"N00002488",498,41,66,51,54,53,57,76,38,62
"N00002489",375,33,105,43,60,27,31,33,14,29
"N00002490",157,11,26,13,27,28,11,17,11,13
"N00002491",79,4,10,5,5,3,5,31,8,8
"N00002492",80,5,4,1,9,9,12,14,11,15
"N00002493",89,3,5,3,9,8,16,19,8,18
"N00002494",63,2,2,4,8,5,7,16,6,13
"N00002495",226,7,32,21,24,32,22,43,23,22
"N00002496",112,8,6,9,4,21,11,25,12,16
"N00002497",169,9,28,8,21,15,12,28,21,27
"N00002498",383,29,58,29,44,48,44,58,28,45
"N00002499",250,23,45,27,32,23,28,32,19,21
"N00002500",228,13,43,21,28,32,18,37,21,15
"N00002501",817,89,265,77,86,59,50,89,62,40
"N00002502",248,26,76,19,30,22,20,25,17,13
"N00002503",104,16,43,14,10,7,5,5,1,3
"N00002504",62,3,12,8,4,3,5,10,9,8
"N00002505",113,7,13,10,15,11,14,20,10,13
"N00002506",107,4,17,5,13,15,9,22,11,11
"N00002507",104,3,9,6,15,9,6,19,6,31
"N00002508",65,4,5,10,7,9,3,8,4,15
"N00002509",73,4,8,5,6,6,10,13,6,15
"N00002510",192,8,44,12,15,18,16,24,28,27
"N00002511",39,2,7,6,5,1,2,4,3,9
"N00002512",262,21,49,19,33,34,32,25,24,25
"N00002513",144,20,38,13,19,14,7,16,8,9
"N00002514",211,21,55,17,38,28,15,15,7,15
"N00002515",118,10,17,8,20,22,8,15,6,12
"N00002516",179,29,53,13,20,18,12,11,10,13
"N00002517",133,12,28,12,21,11,13,15,13,8
"N00002518",290,32,68,21,50,30,22,26,22,19
"N00002519",140,9,24,10,18,22,7,22,16,12
"N00002520",399,41,108,40,60,28,38,37,26,21
"N00002521",577,42,116,43,58,77,55,61,68,57
"N00002522",89,2,11,6,9,6,9,13,9,24
"N00002523",114,11,9,9,4,14,14,20,13,20
"N00002524",172,10,20,14,17,28,18,18,16,31
"N00002525",847,68,197,81,112,93,70,99,64,63
"N00002526",500,50,173,68,48,30,39,42,29,21
"N00002527",188,32,72,15,19,10,8,13,8,11
"N00002528",158,11,35,18,16,10,16,26,14,12
"N00002529",197,15,46,22,27,20,16,31,8,12
"N00002530",192,22,42,21,26,16,8,30,14,13
"N00002531",251,11,42,25,38,26,31,36,24,18
"N00002532",169,16,27,21,18,16,19,34,10,8
"N00002533",292,19,43,33,40,28,24,51,26,28
"N00002534",150,9,32,12,19,8,10,29,11,20
"N00002535",230,23,45,29,33,19,18,36,14,13
"N00002536",300,19,38,25,53,54,28,29,30,24
"N00002537",657,52,78,45,80,122,61,56,72,91
"N00002538",333,31,71,36,38,46,33,29,23,26
"N00002539",90,2,8,9,8,6,17,15,6,19
"N00002540",909,87,191,97,112,84,77,107,82,72
"N00002541",578,41,75,61,104,58,57,79,37,66
"N00002542",162,9,30,15,22,21,19,15,15,16
"N00002543",128,6,20,12,15,12,18,24,10,11
"N00002544",336,30,70,30,36,40,30,40,27,33
"N00002545",141,5,22,11,19,14,24,20,6,20
"N00002546",122,3,28,11,9,19,11,9,16,16
"N00002547",398,20,57,35,68,41,49,52,27,49
"N00002548",171,7,16,18,26,16,19,22,18,29
"N00002549",77,5,10,10,14,4,6,7,12,9
"N00002550",99,1,14,13,15,16,11,12,4,13
"N00002551",129,9,18,7,21,15,10,17,11,21
"N00002552",122,7,7,8,10,14,18,20,8,30
"N00002553",92,5,13,5,16,11,9,13,6,14
"N00002554",169,12,20,17,23,15,20,28,9,25
"N00002555",174,10,14,20,20,29,19,28,15,19
"N00002556",136,4,6,0,11,25,15,25,19,31
"N00002557",149,8,17,8,21,23,19,10,22,21
"N00002558",139,8,14,11,15,21,13,15,19,23
"N00002559",111,4,6,4,8,18,16,19,14,22
"N00002560",223,31,70,23,31,22,13,19,6,8
"N00002561",148,17,43,19,28,7,5,14,5,10
"N00002562",163,11,53,15,19,12,12,25,10,6
"N00002563",180,14,43,21,13,13,17,24,14,21
"N00002564",112,6,14,12,16,15,13,18,5,13
"N00002565",94,4,16,10,15,8,9,18,7,7
"N00002566",111,10,33,11,15,6,8,13,8,7
"N00002567",126,11,31,15,23,11,7,9,12,7
"N00002568",126,6,23,11,14,18,10,26,9,9
"N00002569",120,16,36,14,17,9,6,10,5,7
"N00002570",72,7,17,7,11,7,4,6,4,9
"N00002571",169,15,39,18,29,10,9,27,11,11
"N00002572",146,20,37,17,26,8,17,14,3,4
"N00002573",90,7,15,9,9,9,10,14,6,11
"N00002574",110,3,16,7,11,6,17,18,9,23
"N00002575",84,1,5,6,7,12,14,18,7,14
"N00002576",318,29,73,42,32,34,25,30,20,33
"N00002577",197,9,40,26,26,18,14,29,15,20
"N00002578",102,1,9,8,11,17,12,19,8,17
"N00002579",80,3,8,6,5,10,9,20,13,6
"N00002580",107,8,19,11,19,14,9,13,8,6
"N00002581",126,12,27,12,19,13,10,15,12,6
"N00002582",327,16,19,22,28,34,45,81,24,58
"N00002583",90,9,4,5,7,10,6,22,11,16
"N00002584",98,4,7,7,15,8,11,24,5,17
"N00002585",69,1,10,5,7,4,1,24,8,9
"N00002586",91,4,5,6,11,9,11,17,14,14
"N00002587",214,11,16,6,28,28,24,45,25,31
"N00002588",80,2,2,9,10,11,9,16,6,15
"N00002589",97,5,12,6,9,11,11,16,11,16
"N00002590",464,28,60,48,45,62,55,87,41,38
"N00002591",449,34,76,42,58,54,50,55,36,44
"N00002592",252,24,59,32,40,20,15,29,14,19
"N00002593",129,14,16,12,17,16,14,25,8,7
"N00002594",92,3,11,10,7,8,14,15,9,15
"N00002595",129,1,23,8,16,10,14,28,13,16
"N00002596",183,7,27,15,28,28,18,33,17,10
"N00002597",135,10,21,16,22,11,11,21,13,10
"N00002598",72,2,9,4,7,8,11,12,7,12
"N00002599",203,13,24,23,26,28,14,34,18,23
"N00002600",120,12,12,15,27,9,9,20,9,7
"N00002601",159,23,25,10,27,13,15,24,7,15
"N00002602",171,10,40,21,23,20,11,26,9,11
"N00002603",266,10,36,26,23,28,27,57,26,33
"N00002604",149,11,30,10,19,15,8,31,5,20
"N00002605",78,4,18,4,8,10,7,8,6,13
"N00002606",95,2,8,10,11,15,9,15,16,9
"N00002607",47,2,6,2,6,4,3,13,4,7
"N00002608",122,14,37,7,11,5,15,17,8,8
"N00002609",324,24,52,23,18,13,16,89,5,84
"N00002610",122,5,17,10,16,8,10,17,14,25
"N00002611",51,2,11,4,7,7,7,8,3,2
"N00002612",118,13,22,10,8,14,9,22,6,14
"N00002613",217,14,29,17,16,27,22,38,18,36
"N00002614",99,4,16,8,11,10,6,21,11,12
"N00002615",103,4,9,10,19,12,11,16,6,16
"N00002616",107,8,9,9,12,8,12,22,8,19
"N00002617",159,11,27,9,18,16,14,26,12,26
"N00002618",64,3,7,7,5,7,10,11,4,10
"N00002619",248,13,34,24,33,27,29,34,27,27
"N00002620",197,5,31,13,25,18,25,27,22,31
"N00002621",77,5,3,9,15,5,9,15,6,10
"N00002622",128,11,19,7,20,18,13,15,6,19
"N00002623",120,11,8,7,6,10,12,26,16,24
"N00002624",87,6,17,6,11,13,8,5,6,15
"N00002625",94,6,10,7,8,9,15,19,4,16
"N00002626",370,28,85,35,34,39,41,48,24,36
"N00002627",76,1,5,3,11,11,12,13,5,15
"N00002628",311,20,62,27,47,26,23,48,27,31
"N00002629",53,2,5,3,6,9,7,17,0,4
"N00002630",65,2,7,1,7,5,10,7,15,11
"N00002631",102,10,8,12,6,12,16,15,6,17
"N00002632",145,11,15,7,14,21,35,17,9,16
"N00002633",172,18,21,11,25,25,25,16,8,23
"N00002634",136,23,29,15,16,24,9,7,5,8
"N00002635",105,3,4,4,11,23,18,12,11,19
"N00002636",165,8,19,6,30,38,22,15,14,13
"N00002637",238,19,46,19,30,43,26,14,17,24
"N00002638",212,17,29,11,34,50,21,11,18,21
"N00002639",111,11,14,11,8,22,15,9,7,14
"N00002640",156,17,40,9,22,15,17,16,7,13
"N00002641",195,16,37,17,35,26,21,21,3,19
"N00002642",224,26,57,17,40,26,22,18,8,10
"N00002643",218,14,75,15,48,21,17,13,3,12
"N00002644",114,6,10,5,20,7,22,17,5,22
"N00002645",114,8,24,7,18,13,18,10,6,10
"N00002646",167,13,19,13,23,21,20,14,20,24
"N00002647",370,36,46,28,57,40,49,38,46,30
"N00002648",89,6,15,8,17,14,10,5,6,8
"N00002649",200,13,30,19,38,37,25,15,9,14
"N00002650",123,5,6,5,9,25,19,18,16,20
"N00002651",217,21,43,16,35,34,31,16,10,11
"N00002652",121,9,11,1,11,19,25,8,15,22
"N00002653",188,14,43,18,36,14,24,11,9,19
"N00002654",107,6,18,6,9,10,25,10,6,17
"N00002655",88,3,9,8,13,14,16,8,2,15
"N00002656",275,26,51,10,40,42,37,19,20,30
"N00002657",141,7,13,7,15,32,25,11,8,23
"N00002658",163,9,22,9,18,17,22,21,13,32
"N00002659",92,5,10,2,15,12,6,17,14,11
"N00002660",177,10,25,17,27,32,27,17,7,15
"N00002661",190,7,17,12,30,26,29,18,24,27
"N00002662",182,11,25,12,30,27,18,23,17,19
"N00002663",173,10,17,19,30,24,22,13,19,19
"N00002664",114,8,7,6,15,19,15,10,8,26
"N00002665",138,7,13,6,28,28,8,16,15,17
"N00002666",128,8,22,10,21,21,21,9,7,9
"N00002667",302,22,33,13,38,61,49,21,22,43
"N00002668",126,5,22,11,7,25,17,18,8,13
"N00002669",253,30,34,16,43,54,17,23,17,19
"N00002670",781,63,147,50,94,121,84,76,59,87
"N00002671",630,38,88,47,109,84,103,57,37,67
"N00002672",99,4,5,9,11,10,17,8,12,23
"N00002673",527,39,68,37,76,74,75,56,41,61
"N00002674",105,3,7,5,12,15,14,10,9,30
"N00002675",200,15,39,16,28,39,18,12,15,18
"N00002676",325,19,50,30,51,48,45,26,20,36
"N00002677",209,23,35,14,30,44,26,14,9,14
"N00002678",185,23,31,8,23,32,15,16,12,25
"N00002679",245,21,48,21,38,33,22,18,21,23
"N00002680",225,20,60,24,21,46,18,19,9,8
"N00002681",208,27,44,23,24,45,10,8,10,17
"N00002682",236,29,58,21,37,41,16,9,10,15
"N00002683",209,22,35,12,29,53,21,12,14,11
"N00002684",225,20,64,30,34,37,16,4,12,8
"N00002685",213,25,34,19,37,44,19,12,10,13
"N00002686",170,24,40,23,19,29,13,4,8,10
"N00002687",134,11,23,7,23,28,16,8,9,9
"N00002688",176,18,29,9,24,45,17,8,12,14
"N00002689",134,5,8,10,15,30,22,6,20,18
"N00002690",89,12,18,8,9,11,10,5,0,16
"N00002691",149,20,27,13,19,21,20,13,5,11
"N00002692",112,8,29,12,12,17,13,6,4,11
"N00002693",67,7,17,5,13,12,6,2,0,5
"N00002694",145,11,31,17,33,21,12,5,9,6
"N00002695",206,20,55,14,27,21,22,13,10,24
"N00002696",135,8,17,13,23,26,21,8,7,12
"N00002697",164,18,33,11,24,23,16,11,8,20
"N00002698",252,34,74,21,26,29,20,19,9,20
"N00002699",127,9,14,4,22,19,21,11,15,12
"N00002700",272,19,41,13,48,40,39,29,16,27
"N00002701",250,25,40,27,27,52,30,17,7,25
"N00002702",151,5,23,9,22,28,18,21,14,11
"N00002703",308,25,68,21,36,69,35,27,14,13
"N00002704",281,33,70,22,41,47,24,20,13,11
"N00002705",230,23,44,20,27,44,25,18,13,16
"N00002706",207,24,25,20,22,40,27,10,16,23
"N00002707",291,27,53,27,44,62,20,17,13,28
"N00002708",89,8,6,4,9,19,10,7,10,16
"N00002709",223,15,51,21,26,37,20,17,16,20
"N00002710",181,10,25,14,27,37,30,16,6,16
"N00002711",302,29,68,30,38,42,31,25,17,22
"N00002712",173,16,26,5,14,44,24,7,9,28
"N00002713",188,12,34,11,26,36,24,11,14,20
"N00002714",251,15,61,25,37,42,23,17,13,18
"N00002715",202,24,37,17,21,39,20,15,17,12
"N00002716",160,14,36,12,20,27,13,16,11,11
"N00002717",258,11,35,23,38,76,21,16,10,28
"N00002718",230,17,39,27,48,35,18,13,11,22
"N00002719",172,26,29,15,23,24,14,12,16,13
"N00002720",154,12,18,12,23,20,31,10,10,18
"N00002721",159,10,28,11,11,37,20,16,7,19
"N00002722",204,16,47,11,33,37,23,9,12,16
"N00002723",149,17,19,13,25,26,11,12,9,17
"N00002724",94,9,13,7,9,18,17,11,4,6
"N00002725",181,10,29,11,22,44,25,18,9,13
"N00002726",676,64,52,114,186,89,66,37,22,46
"N00002727",178,10,12,15,37,38,16,14,24,12
"N00002728",457,46,63,50,89,78,36,30,36,29
"N00002729",114,5,6,3,11,23,22,12,13,19
"N00002730",101,10,6,9,15,14,9,11,12,15
"N00002731",110,2,9,7,24,11,19,11,13,14
"N00002732",128,5,13,9,23,24,16,9,16,13
"N00002733",187,21,21,21,28,30,23,17,14,12
"N00002734",228,32,49,25,39,23,23,11,12,14
"N00002735",183,22,46,21,23,26,16,10,10,9
"N00002736",187,22,32,13,24,46,15,12,9,14
"N00002737",162,19,29,11,21,33,16,11,11,11
"N00002738",240,15,53,17,38,50,20,14,14,19
"N00002739",197,21,37,17,41,34,11,12,13,11
"N00002740",181,20,33,15,23,28,23,12,15,12
"N00002741",209,16,47,30,31,31,21,11,9,13
"N00002742",148,17,12,8,25,29,16,16,9,16
"N00002743",143,18,16,14,30,25,16,12,7,5
"N00002744",93,3,3,7,5,17,16,18,11,13
"N00002745",102,7,6,4,14,17,17,15,10,12
"N00002746",120,4,11,7,24,12,22,11,7,22
"N00002747",93,6,18,5,7,23,12,10,5,7
"N00002748",164,16,24,13,22,31,16,17,12,13
"N00002749",142,12,26,17,16,18,18,11,5,19
"N00002750",87,10,12,6,14,8,12,9,5,11
"N00002751",99,7,13,7,11,10,16,10,7,18
"N00002752",121,19,26,7,14,20,17,8,3,7
"N00002753",264,29,76,26,29,33,22,27,7,15
"N00002754",189,13,54,20,23,27,16,14,7,15
"N00002755",214,31,49,22,38,19,18,19,3,15
"N00002756",143,17,34,18,29,10,15,13,2,5
"N00002757",230,16,54,28,36,31,22,15,17,11
"N00002758",112,8,12,11,21,10,12,11,15,12
"N00002759",154,9,30,17,31,13,13,17,7,17
"N00002760",171,7,48,15,28,24,15,11,10,13
"N00002761",517,77,127,66,91,43,44,33,18,18
"N00002762",159,21,55,15,29,16,10,4,2,7
"N00002763",182,24,35,15,32,29,9,14,10,14
"N00002764",205,20,50,16,25,40,16,14,8,16
"N00002765",160,12,26,12,26,39,12,12,9,12
"N00002766",234,11,47,22,30,56,22,10,20,16
"N00002767",185,15,39,11,27,39,16,12,14,12
"N00002768",156,10,17,15,20,28,18,16,13,19
"N00002769",242,18,58,21,28,45,27,14,14,17
"N00002770",252,27,33,15,27,62,27,22,16,23
"N00002771",103,7,5,7,11,12,20,18,8,15
"N00002772",106,10,20,7,19,15,8,9,7,11
"N00002773",63,7,4,6,9,11,8,6,2,10
"N00002774",321,61,79,26,47,39,26,16,6,21
"N00002775",208,25,49,12,37,29,20,13,7,16
"N00002776",117,8,22,11,17,15,8,12,9,15
"N00002777",77,3,7,2,9,13,9,12,5,17
"N00002778",73,14,11,2,10,13,5,6,7,5
"N00002779",231,17,45,19,31,58,17,11,12,21
"N00002780",137,14,20,12,20,23,17,10,10,11
"N00002781",198,27,45,24,23,36,17,9,5,12
"N00002782",238,21,50,22,29,52,28,8,14,14
"N00002783",199,24,38,11,24,32,25,19,7,19
"N00002784",255,23,32,22,37,59,37,15,15,15
"N00002785",244,19,42,12,27,71,31,11,15,16
"N00002786",246,15,49,13,27,63,30,10,18,21
"N00002787",186,8,37,11,14,51,15,11,18,21
"N00002788",170,15,29,11,17,24,27,13,11,23
"N00002789",216,26,37,10,29,45,24,16,8,21
"N00002790",234,18,46,15,26,33,18,28,13,37
"N00002791",198,27,45,13,25,38,16,11,7,16
"N00002792",215,18,38,13,18,63,19,9,24,13
"N00002793",183,15,30,13,19,44,15,12,20,15
"N00002794",220,16,41,10,22,66,17,7,24,17
"N00002795",199,9,23,18,16,62,19,15,25,12
