"Geography_Code","NM_1531_1_0","NM_1531_1_1","NM_1531_1_10","NM_1531_1_100","NM_1531_1_101","NM_1531_1_11","NM_1531_1_12","NM_1531_1_13","NM_1531_1_14","NM_1531_1_15","NM_1531_1_16","NM_1531_1_17","NM_1531_1_18","NM_1531_1_19","NM_1531_1_2","NM_1531_1_20","NM_1531_1_21","NM_1531_1_22","NM_1531_1_23","NM_1531_1_24","NM_1531_1_25","NM_1531_1_26","NM_1531_1_27","NM_1531_1_28","NM_1531_1_29","NM_1531_1_3","NM_1531_1_30","NM_1531_1_31","NM_1531_1_32","NM_1531_1_33","NM_1531_1_34","NM_1531_1_35","NM_1531_1_36","NM_1531_1_37","NM_1531_1_38","NM_1531_1_39","NM_1531_1_4","NM_1531_1_40","NM_1531_1_41","NM_1531_1_42","NM_1531_1_43","NM_1531_1_44","NM_1531_1_45","NM_1531_1_46","NM_1531_1_47","NM_1531_1_48","NM_1531_1_49","NM_1531_1_5","NM_1531_1_50","NM_1531_1_51","NM_1531_1_52","NM_1531_1_53","NM_1531_1_54","NM_1531_1_55","NM_1531_1_56","NM_1531_1_57","NM_1531_1_58","NM_1531_1_59","NM_1531_1_6","NM_1531_1_60","NM_1531_1_61","NM_1531_1_62","NM_1531_1_63","NM_1531_1_64","NM_1531_1_65","NM_1531_1_66","NM_1531_1_67","NM_1531_1_68","NM_1531_1_69","NM_1531_1_7","NM_1531_1_70","NM_1531_1_71","NM_1531_1_72","NM_1531_1_73","NM_1531_1_74","NM_1531_1_75","NM_1531_1_76","NM_1531_1_77","NM_1531_1_78","NM_1531_1_79","NM_1531_1_8","NM_1531_1_80","NM_1531_1_81","NM_1531_1_82","NM_1531_1_83","NM_1531_1_84","NM_1531_1_85","NM_1531_1_86","NM_1531_1_87","NM_1531_1_88","NM_1531_1_89","NM_1531_1_9","NM_1531_1_90","NM_1531_1_91","NM_1531_1_92","NM_1531_1_93","NM_1531_1_94","NM_1531_1_95","NM_1531_1_96","NM_1531_1_97","NM_1531_1_98","NM_1531_1_99"
"N00000443",488,4,9,0,0,6,9,10,9,5,9,3,12,6,8,6,3,5,8,4,10,6,4,5,4,6,7,5,3,6,7,2,5,6,5,3,12,8,9,11,14,9,9,10,10,9,8,5,11,5,4,10,5,10,8,5,7,0,4,5,4,2,7,2,3,6,4,3,1,9,6,2,4,3,3,4,2,3,2,4,6,2,3,0,4,0,1,0,0,0,1,6,0,0,1,0,0,0,2,0,0,0
"N00000444",566,6,6,0,1,6,4,3,5,11,3,8,5,3,7,5,9,7,5,7,7,13,10,10,8,9,7,10,8,11,12,10,5,15,5,11,8,12,5,9,6,6,2,7,8,4,12,8,10,9,6,8,9,5,5,6,8,6,6,4,10,8,5,6,7,5,7,3,6,8,4,4,5,6,6,2,2,2,1,1,12,3,2,3,1,2,2,4,4,3,3,3,2,0,1,1,0,1,0,0,0,0
"N00000445",397,2,7,0,0,6,7,7,4,6,8,8,5,4,5,7,5,5,6,4,3,5,8,5,0,1,4,3,3,1,2,4,3,2,4,5,3,4,6,5,11,3,8,7,5,7,5,6,10,4,4,5,11,8,5,4,6,3,6,3,5,2,2,1,5,1,8,7,4,6,7,4,6,4,5,6,2,3,1,2,4,1,3,1,4,0,3,1,0,3,0,7,0,0,1,0,0,0,0,0,0,0
"N00000446",336,7,3,0,0,2,2,3,5,6,5,5,8,4,3,2,5,0,7,4,5,6,8,2,3,4,6,2,4,4,3,4,3,2,8,6,6,3,4,2,3,1,5,2,4,4,9,5,6,9,4,7,2,6,5,5,2,7,3,2,5,4,8,4,4,5,2,2,5,3,8,2,4,4,4,3,1,2,3,4,4,2,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"N00000447",309,0,0,0,0,5,2,4,1,3,4,4,5,4,0,1,1,2,4,3,3,3,4,2,6,5,2,3,1,1,1,0,3,3,5,5,3,5,2,2,1,1,6,7,8,3,2,6,7,9,1,6,5,3,4,3,2,2,1,2,1,0,0,8,3,3,8,6,2,3,5,2,4,8,4,2,2,4,4,3,3,5,3,4,2,6,1,7,4,5,2,4,1,0,3,0,3,1,1,0,1,0
"N00000448",246,2,0,0,0,1,0,0,2,0,5,2,0,5,1,2,1,6,3,1,7,9,5,4,2,2,7,2,4,2,8,4,0,5,7,1,5,1,2,0,2,3,6,2,2,5,6,3,5,1,4,3,2,0,5,3,2,3,2,2,2,9,2,1,2,3,9,0,4,3,1,4,2,3,5,4,1,2,3,3,2,1,0,4,1,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0
"N00000449",435,8,5,0,0,8,8,4,8,5,8,6,13,7,7,5,4,2,4,4,6,5,7,7,4,5,8,8,6,7,7,1,5,3,6,3,6,7,5,5,7,6,6,7,6,8,4,5,8,6,3,10,7,3,2,4,2,3,4,3,6,4,7,4,3,4,9,9,4,7,3,2,1,2,6,2,2,6,3,1,3,3,5,0,2,4,0,0,0,1,1,6,1,1,2,0,0,0,0,0,0,0
"N00000450",491,8,5,0,0,1,12,7,9,4,2,4,3,6,10,2,3,7,5,5,8,6,7,8,9,2,7,7,3,5,9,11,8,7,10,5,11,5,6,10,3,7,7,6,8,7,3,11,6,7,8,6,4,6,9,8,6,10,11,7,1,5,2,1,3,6,3,1,1,11,3,5,4,4,5,5,4,2,6,2,11,1,5,2,1,2,2,3,2,1,0,6,1,0,0,0,1,0,1,1,0,0
"N00000451",493,11,9,0,0,2,10,3,3,6,6,1,8,5,11,3,7,3,2,4,9,3,3,4,9,8,13,7,11,5,12,5,12,11,12,7,12,15,12,9,5,11,9,7,3,5,7,10,12,8,4,4,9,5,2,6,2,7,14,2,5,1,4,3,3,5,3,3,2,6,1,2,6,1,4,1,1,1,3,0,8,2,4,2,0,1,1,1,0,0,1,10,2,0,0,0,1,0,0,0,0,0
"N00000452",452,4,2,0,1,9,8,10,8,9,10,14,9,5,12,3,9,3,1,3,2,1,4,5,2,8,3,3,10,5,3,8,5,9,6,6,6,3,6,10,7,10,9,5,7,7,4,4,4,11,3,7,3,7,5,3,2,6,4,3,4,12,4,6,4,3,2,5,5,5,2,6,3,4,5,2,4,2,3,4,8,3,2,0,4,1,0,2,0,0,1,7,0,0,2,0,1,0,0,0,0,0
"N00000453",335,4,7,0,0,4,8,9,5,3,9,2,9,13,0,5,3,3,3,4,2,5,3,2,2,5,2,2,5,2,2,0,4,4,6,3,1,6,6,5,6,9,3,4,8,6,3,0,7,3,4,8,1,1,1,5,3,2,6,5,1,6,7,3,5,9,2,1,5,1,9,5,3,5,1,4,0,2,1,2,1,3,2,3,2,0,0,1,0,2,1,3,2,0,0,0,0,0,0,0,0,0
"N00000454",514,9,6,0,1,5,4,9,14,11,12,9,10,6,6,3,5,8,8,16,6,9,4,8,3,3,4,5,2,3,8,5,10,8,8,8,9,5,4,8,8,9,13,8,7,7,9,5,12,5,4,8,1,13,6,7,8,1,7,7,3,9,8,9,6,3,4,9,1,11,2,4,1,3,0,3,1,2,2,2,3,0,1,4,1,3,0,1,2,0,0,9,0,0,0,0,0,0,0,0,0,0
"N00000455",273,11,5,0,0,0,6,1,3,2,1,0,2,3,7,2,3,4,3,2,7,0,2,7,6,7,4,5,6,5,6,6,6,4,5,1,6,5,3,2,3,5,3,1,5,2,5,3,2,1,2,8,4,4,0,0,5,1,6,4,3,3,3,2,3,3,5,0,3,4,0,1,4,2,0,1,2,0,1,0,3,0,2,1,1,2,2,1,0,2,2,4,1,0,0,0,0,0,0,0,0,0
"N00000456",322,3,6,0,0,4,8,2,6,4,6,3,7,3,4,2,5,1,2,6,3,3,2,2,3,8,9,1,2,4,7,2,2,10,5,5,7,5,5,4,3,3,0,4,8,7,1,5,6,5,4,4,7,4,3,3,3,2,4,3,11,6,6,2,9,2,3,1,2,8,1,1,3,3,2,1,3,2,1,1,2,1,2,1,0,1,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0
"N00000457",347,6,3,0,0,9,3,1,7,10,4,5,5,6,9,7,3,3,7,5,6,4,5,2,2,3,4,4,3,4,5,6,2,6,5,3,4,2,8,4,12,7,9,4,9,4,3,10,6,9,6,6,6,5,7,5,5,5,2,5,4,2,4,4,2,3,0,0,1,6,2,1,1,0,1,0,1,2,0,2,3,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
"N00000458",366,3,2,0,0,8,10,6,8,6,5,9,6,4,2,5,4,3,5,6,4,5,4,1,3,6,1,5,1,1,0,0,3,1,3,3,2,5,5,6,7,3,7,3,5,9,7,0,12,2,12,3,8,5,3,9,6,7,6,9,4,2,4,4,6,4,8,8,5,4,2,3,1,2,2,2,0,2,2,2,1,0,1,0,2,1,4,2,1,1,0,9,0,1,0,1,1,0,0,0,0,0
"N00000459",690,9,6,0,0,5,7,9,8,10,10,15,14,7,11,4,10,7,9,6,4,15,9,10,13,13,11,8,8,10,8,9,10,10,7,14,2,9,9,14,11,8,8,10,10,18,10,5,13,12,14,13,20,6,8,7,7,14,8,5,11,13,11,9,5,6,5,8,2,6,3,2,2,4,3,2,4,3,4,4,9,1,3,2,1,0,4,1,0,1,0,13,0,0,1,0,0,0,0,0,0,0
"N00000460",359,4,1,0,0,5,5,3,6,4,5,4,4,6,7,4,5,5,4,3,6,5,8,5,5,6,9,4,1,6,7,11,6,5,8,8,7,5,5,8,4,6,4,7,9,7,5,2,3,5,4,3,1,2,4,5,2,5,9,2,5,1,3,1,3,1,1,3,4,3,7,1,4,1,3,3,2,0,1,4,2,3,0,2,0,1,0,2,0,0,2,5,0,0,1,0,1,0,0,0,0,0
"N00000461",421,7,5,0,0,5,9,6,9,7,6,4,10,4,4,4,3,6,4,1,7,4,4,4,1,9,3,4,6,4,5,8,4,4,6,7,6,6,13,6,9,8,2,8,10,8,9,5,2,6,5,3,8,4,8,7,4,3,3,7,5,2,10,2,7,5,1,4,3,6,3,1,1,7,6,4,1,3,1,0,8,2,0,1,3,1,0,2,1,0,0,6,1,0,0,0,0,0,0,0,0,0
"N00000462",232,7,4,0,0,4,1,2,3,3,4,2,0,6,4,1,1,0,2,6,4,5,5,7,1,3,4,4,5,4,3,1,2,7,3,1,1,3,3,5,6,2,1,0,1,1,2,4,3,2,2,3,2,1,3,1,5,4,5,4,3,1,4,3,5,1,0,2,2,2,3,2,1,2,3,4,6,2,1,1,2,1,0,1,1,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0
"N00000463",777,16,8,0,0,5,11,10,5,6,7,7,6,10,14,6,10,11,11,10,18,12,19,15,14,16,13,11,20,14,5,12,9,9,10,19,13,9,11,14,13,18,13,7,10,9,6,6,3,7,14,7,6,12,7,12,6,8,8,7,4,12,9,4,10,7,7,11,13,14,4,11,3,9,4,4,7,1,3,3,4,3,6,2,5,4,1,1,3,1,0,9,1,0,0,0,1,0,0,0,1,0
"N00000464",436,5,7,0,0,13,5,8,4,2,8,6,4,2,7,7,3,3,7,8,4,6,3,2,3,6,7,6,6,13,11,5,9,5,11,10,6,9,11,8,10,6,2,3,6,9,5,8,5,6,3,4,6,3,6,2,3,3,12,7,2,2,0,2,4,3,2,1,4,7,3,1,3,1,3,1,5,1,4,2,11,2,1,2,5,1,2,0,0,0,0,10,0,1,0,0,0,0,1,0,0,0
"N00000465",305,7,6,0,0,3,4,4,6,4,3,4,2,4,7,3,3,3,1,5,4,4,4,1,3,2,5,5,10,4,6,4,4,4,5,6,6,5,0,8,5,5,8,4,3,5,5,5,4,7,3,4,3,3,4,3,2,1,3,5,2,4,3,7,1,0,1,1,2,5,3,1,3,2,1,1,2,3,3,0,4,2,1,1,1,3,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0
"N00000466",375,6,0,0,0,2,3,5,3,2,0,5,6,7,3,3,4,4,9,9,5,3,7,2,3,5,2,1,2,3,5,1,6,7,4,6,8,3,1,5,2,6,6,8,6,3,4,8,6,4,5,4,8,6,5,5,6,5,2,5,2,12,2,5,4,6,10,1,10,8,3,4,4,2,6,2,2,5,2,3,5,7,1,1,1,2,0,0,0,0,2,6,2,0,0,0,1,0,0,0,0,0
"N00000467",290,1,5,0,0,2,2,6,6,6,3,1,1,6,1,4,3,3,5,7,2,4,1,5,3,0,0,2,1,2,1,3,2,4,3,3,2,2,4,6,2,5,3,10,9,7,4,0,4,4,3,3,7,5,5,2,4,2,2,4,3,4,4,12,5,6,4,5,5,2,3,2,2,1,0,4,1,4,1,3,5,1,1,0,2,2,2,0,2,1,2,4,0,0,0,0,0,0,0,0,0,0
"N00000468",302,6,4,0,0,3,5,2,2,4,4,2,5,7,5,5,1,7,5,3,2,3,3,1,3,4,3,2,2,3,1,2,3,2,3,7,4,6,1,2,8,4,3,10,4,6,8,2,3,6,1,4,5,3,6,3,6,5,4,6,3,6,3,3,4,2,5,2,3,2,7,2,4,2,4,2,1,0,2,1,4,0,3,1,0,1,0,3,0,1,0,4,1,0,0,1,0,0,0,1,0,0
"N00000469",440,7,9,0,0,9,7,7,7,7,6,3,3,6,7,9,2,3,2,4,2,5,5,4,7,9,5,5,10,10,4,5,5,4,5,9,4,17,8,10,8,8,7,7,9,2,5,9,5,5,3,3,3,4,4,2,4,5,7,6,7,7,5,5,8,1,4,7,1,7,3,3,2,3,4,5,0,2,2,1,8,0,1,2,1,1,3,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0
"N00000470",286,5,2,0,0,5,5,5,4,5,1,6,4,2,7,7,4,3,8,5,2,4,5,3,2,6,2,5,5,5,4,2,9,4,5,6,1,4,1,4,5,3,3,7,3,4,5,3,4,2,3,4,1,2,1,4,2,1,1,2,6,8,3,3,4,3,2,0,2,0,0,0,0,0,0,1,1,1,1,3,8,0,3,0,3,2,4,4,1,0,1,3,1,1,0,0,0,0,0,0,0,0
"N00000471",286,7,2,0,0,1,4,2,1,3,4,2,2,5,4,6,6,2,3,8,4,7,9,8,4,4,4,2,4,3,5,0,2,5,4,5,2,1,4,4,5,3,4,2,3,5,2,2,5,5,3,4,9,2,0,5,4,4,3,6,2,6,4,4,3,3,7,1,2,1,3,2,1,5,2,3,0,1,0,1,3,2,2,0,0,3,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"N00000472",222,1,1,0,0,2,1,0,0,2,1,1,2,2,2,1,3,3,3,3,4,5,3,2,1,4,4,1,2,4,0,2,1,7,2,4,2,4,3,3,2,5,4,5,4,5,3,4,2,3,5,6,4,0,1,6,5,4,3,3,5,0,2,6,0,0,4,8,3,3,3,1,0,1,2,3,1,3,1,2,2,2,2,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"N00000473",202,2,1,0,0,1,1,3,0,3,3,2,2,2,1,4,1,3,7,8,2,5,2,3,3,1,1,2,1,6,1,0,2,3,1,2,1,7,0,0,2,3,2,2,4,1,4,1,6,1,3,2,4,1,3,4,4,1,2,1,3,2,1,1,4,2,1,2,0,0,3,4,6,2,2,2,4,3,3,2,0,1,4,0,2,1,5,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"N00000474",250,0,1,0,0,3,1,1,3,3,3,4,3,8,1,5,0,4,1,5,1,2,3,1,4,1,3,1,3,1,1,0,2,2,0,4,2,0,1,3,2,4,2,1,2,4,4,1,6,2,1,5,3,1,4,4,1,3,2,2,5,2,9,3,5,6,6,2,1,0,7,6,5,5,6,2,5,6,4,2,1,4,3,4,3,3,1,4,1,0,1,0,0,0,1,1,1,0,0,0,0,0
"N00000475",238,2,5,0,0,6,3,1,2,5,4,5,4,2,1,1,3,5,5,0,5,0,2,1,6,4,2,3,7,4,4,2,0,7,2,3,3,6,5,4,1,3,1,4,5,4,3,3,3,5,7,3,1,1,5,1,1,4,3,3,2,2,3,1,1,4,1,1,3,4,0,2,0,1,0,2,0,2,0,1,3,0,1,2,1,4,1,3,1,2,1,2,0,1,1,0,0,0,0,0,0,0
"N00000476",256,2,5,0,0,1,5,2,1,3,5,4,2,1,6,2,3,4,2,3,5,4,3,6,1,3,3,4,4,3,3,2,5,3,0,3,0,4,3,5,3,6,2,1,5,9,4,0,4,4,2,3,4,3,2,0,1,1,4,5,3,4,2,5,2,2,5,3,4,5,3,2,5,3,3,0,1,4,4,3,1,2,2,2,1,1,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0
"N00000477",721,5,13,0,0,12,9,13,8,10,13,11,10,7,9,2,3,4,4,8,5,4,4,3,6,5,7,4,5,12,4,5,5,9,9,8,7,10,15,8,8,17,14,16,16,14,11,4,16,7,11,9,8,11,9,8,11,12,9,20,8,9,11,8,16,15,8,17,3,12,6,4,8,10,6,7,8,3,2,5,9,3,6,2,2,6,5,2,1,2,1,4,2,1,0,2,0,0,0,0,0,0
"N00000478",294,3,4,0,0,2,2,6,3,2,5,3,3,5,3,2,4,3,2,2,4,3,7,11,5,0,6,4,3,6,4,5,5,2,2,5,2,0,4,6,3,6,8,4,3,6,3,2,5,1,2,3,5,3,4,5,6,3,0,0,0,3,3,1,4,4,3,2,4,4,11,4,1,1,1,3,5,2,1,1,5,1,4,4,1,2,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0
"N00000479",280,0,2,0,0,3,3,2,2,1,6,4,3,4,1,3,1,3,3,4,2,0,1,1,0,0,1,0,0,2,0,0,1,3,0,2,2,4,1,3,5,3,6,2,3,4,3,1,4,3,4,2,5,3,6,5,3,6,6,11,1,8,5,2,7,5,10,8,10,1,9,5,3,7,2,8,2,1,4,4,1,4,2,0,2,3,5,2,0,0,1,3,1,0,0,0,1,0,0,0,0,0
"N00000480",335,5,2,0,0,1,5,5,2,4,4,3,5,3,0,2,3,4,2,0,4,0,2,3,5,4,3,1,2,3,0,1,3,1,4,3,4,5,6,5,7,3,4,6,4,2,3,4,4,4,4,3,0,6,3,8,3,6,2,4,6,7,6,4,6,6,8,6,10,3,7,5,2,12,7,6,4,6,5,3,4,3,1,2,2,2,2,0,1,0,1,4,1,3,1,0,0,0,0,0,0,0
"N00000481",469,5,2,0,0,1,4,2,5,6,3,6,9,1,3,6,3,5,3,5,4,9,3,2,5,3,4,10,5,4,3,4,3,5,4,4,4,8,5,6,1,8,7,7,5,8,3,5,4,5,7,4,9,5,6,4,4,6,3,7,9,4,10,8,7,10,5,5,4,3,5,3,9,9,2,5,9,2,7,6,5,6,3,6,9,5,7,4,3,2,3,5,2,4,2,3,1,1,2,1,1,0
"N00000482",225,1,5,0,0,1,1,3,5,0,0,0,4,2,3,4,2,5,4,1,0,0,2,2,1,2,5,3,0,2,1,0,1,2,1,1,5,3,2,4,1,7,2,4,5,2,4,1,1,5,3,4,3,4,3,3,1,2,3,3,3,5,2,2,6,3,4,1,3,3,0,6,1,2,2,5,2,1,0,0,0,3,8,4,3,1,2,3,1,1,3,1,2,0,1,2,0,0,0,0,0,0
"N00000483",285,2,2,0,0,1,2,4,1,0,3,2,5,5,4,4,5,2,5,6,6,4,1,2,1,3,5,1,3,4,4,2,2,1,1,1,1,5,1,2,1,4,6,3,1,4,4,1,4,4,5,5,3,6,5,4,3,8,2,9,8,11,12,2,7,2,5,3,7,2,1,5,8,3,3,2,2,2,2,0,1,0,2,0,1,3,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0
"N00000484",330,6,3,0,0,4,4,7,1,1,5,2,6,5,8,3,4,2,6,7,2,6,4,6,9,4,6,4,3,5,4,5,2,7,8,4,3,5,5,6,3,3,4,7,6,5,5,2,3,3,4,0,6,3,3,2,2,3,4,5,3,2,7,7,1,7,6,7,1,3,5,2,8,2,2,1,2,2,0,0,4,2,2,2,1,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0
"N00000485",241,2,1,0,0,2,2,2,3,1,5,5,1,2,5,6,1,1,4,2,6,6,3,7,4,3,5,4,6,1,2,2,1,3,2,4,3,1,1,0,4,1,4,2,2,2,2,4,4,1,1,2,4,0,4,2,8,6,1,4,3,6,5,1,4,1,2,1,6,2,3,1,3,7,3,0,2,6,3,1,2,0,1,2,0,0,0,2,0,0,2,3,0,0,1,0,0,1,0,0,0,0
"N00000486",372,3,4,0,0,8,8,6,12,10,9,11,9,7,3,5,8,3,0,4,3,7,3,4,2,6,2,6,2,5,0,2,4,5,7,10,5,2,13,5,16,7,7,8,5,4,9,3,13,6,3,5,11,6,8,2,1,4,4,1,0,2,0,3,1,4,0,3,2,6,0,0,0,0,0,1,2,0,1,0,4,0,0,1,0,1,1,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0
"N00000487",290,0,8,0,0,5,3,2,1,5,3,2,1,4,3,2,3,2,5,4,2,0,3,1,5,3,3,2,5,5,2,6,7,1,8,3,5,6,6,5,13,6,7,6,7,6,1,7,2,5,0,2,3,3,7,1,6,4,3,1,2,2,2,1,3,1,6,1,5,2,3,1,3,3,3,0,5,3,3,3,5,2,3,0,2,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0
"N00000488",409,0,7,0,0,4,9,11,6,9,5,7,7,8,4,10,5,4,5,6,5,8,5,6,2,4,1,10,4,3,1,4,2,5,2,7,8,5,3,9,4,11,7,12,10,6,10,4,7,12,8,9,4,4,3,5,1,8,4,7,2,5,4,3,6,0,5,1,5,6,1,1,3,2,4,0,3,1,1,1,6,1,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0
"N00000489",282,2,6,0,0,2,4,1,8,2,4,3,3,4,2,0,3,2,4,2,2,2,3,3,4,3,2,3,5,4,3,3,4,2,6,5,6,12,5,10,6,5,5,6,3,6,7,7,2,4,1,4,3,4,5,5,0,3,4,1,3,2,6,0,2,3,1,3,1,4,2,5,0,2,2,1,1,1,0,2,6,1,2,2,1,0,2,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0
"N00000490",515,8,9,0,0,11,4,5,6,5,4,6,6,5,9,3,3,6,6,4,4,8,4,7,13,14,14,17,14,6,9,13,10,9,15,12,12,10,6,10,11,5,6,5,6,4,4,13,9,2,9,1,5,5,6,3,1,5,7,7,5,7,4,3,4,5,2,1,4,7,1,4,2,5,2,1,3,0,0,1,14,2,1,0,1,3,2,0,1,1,3,3,0,0,0,1,0,1,0,0,0,0
"N00000491",525,14,11,0,0,8,2,4,14,5,8,7,7,4,15,5,3,3,7,4,8,6,5,8,9,9,4,16,7,3,4,9,12,8,17,14,11,11,14,7,9,8,6,9,14,6,6,14,3,3,7,2,3,11,6,1,5,9,11,5,2,0,1,4,2,2,4,5,3,6,1,3,2,3,2,4,1,2,2,0,8,0,0,0,1,2,2,2,1,0,2,11,1,1,1,1,0,0,1,1,0,0
"N00000492",414,10,5,0,0,5,3,5,4,2,3,4,3,3,5,3,6,5,3,11,13,10,17,13,7,8,6,8,8,11,5,4,8,6,7,6,2,6,4,3,2,5,8,7,0,4,3,2,0,1,4,7,4,2,4,5,5,11,5,8,5,10,5,3,5,4,3,2,2,6,7,0,0,2,2,3,0,4,4,5,6,0,2,4,2,1,2,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0
"N00000493",331,3,3,0,0,1,8,5,5,4,4,4,4,3,3,2,2,1,0,4,4,3,3,3,3,0,0,3,3,1,3,3,2,1,2,7,2,4,8,6,6,8,3,7,3,5,1,1,1,2,2,3,2,5,3,8,6,3,1,4,9,3,2,5,7,8,4,11,8,4,10,3,8,3,5,8,6,4,6,0,4,4,1,2,2,0,2,1,0,2,0,5,1,0,0,0,0,0,1,1,0,0
"N00000494",825,11,9,0,0,14,8,13,10,7,13,12,7,11,12,13,5,8,6,14,13,10,13,13,9,6,8,4,10,8,11,15,12,11,11,12,9,9,16,12,15,12,6,14,11,7,7,7,16,17,10,10,15,12,11,13,8,8,8,11,10,7,11,12,9,12,6,10,8,7,5,5,6,7,5,8,10,4,3,11,6,4,3,2,4,10,7,6,6,4,0,9,2,0,0,1,1,0,1,0,0,0
"N00000495",336,5,3,0,0,2,2,0,5,2,5,3,2,2,4,0,2,3,6,3,6,2,3,2,6,4,3,4,4,7,3,3,4,1,4,6,4,4,2,4,2,3,1,5,5,3,12,2,1,2,1,4,7,5,6,4,7,3,1,4,7,6,8,11,2,8,7,10,5,3,6,1,2,5,9,4,2,3,4,2,5,2,5,1,1,4,3,0,2,1,0,3,1,0,0,0,0,0,0,0,0,0
"N00000496",837,19,15,0,0,13,14,11,10,9,9,9,7,12,18,7,9,5,5,13,10,15,14,7,11,13,13,19,14,14,19,17,16,13,25,26,23,20,15,13,17,22,15,12,10,12,8,16,8,9,10,5,11,11,2,13,4,5,12,5,3,4,2,4,6,8,3,2,5,12,2,2,4,3,2,0,3,1,1,1,19,6,4,2,1,1,1,1,2,2,0,21,0,0,0,0,0,0,0,0,0,0
"N00000497",837,16,11,0,0,7,12,15,10,10,6,8,12,5,15,8,6,11,12,14,10,11,14,22,19,16,17,27,16,14,14,18,12,14,14,11,17,19,17,16,10,17,18,14,6,8,14,10,8,6,7,8,9,7,5,5,1,8,21,2,9,3,5,2,7,12,10,8,5,5,10,5,6,6,4,9,7,7,4,3,12,2,2,0,0,0,1,0,0,0,2,10,1,0,0,0,0,0,0,0,0,0
"N00000498",337,0,1,0,0,5,3,3,2,3,3,3,5,3,2,1,3,0,4,3,3,2,5,2,2,2,7,4,4,1,0,5,7,2,4,2,5,4,3,1,5,7,5,3,5,11,3,4,9,4,3,2,2,4,3,2,6,4,4,2,7,8,5,3,5,5,3,8,10,4,5,1,6,5,5,12,3,3,4,5,2,3,0,2,1,2,2,0,2,2,3,2,1,2,2,2,1,2,0,1,0,1
"N00000499",296,5,2,0,0,5,1,1,1,0,2,1,0,2,2,1,5,1,3,6,8,8,3,8,4,6,5,4,8,3,3,2,3,3,7,6,7,2,5,1,1,4,3,1,5,4,4,7,0,5,3,3,0,4,2,3,6,1,4,7,11,5,5,4,6,5,2,4,3,4,4,5,5,3,1,2,2,3,3,3,0,2,2,3,1,0,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0
"N00000500",503,3,3,0,0,4,3,7,5,5,2,12,6,3,5,6,5,7,3,7,8,5,5,11,5,7,6,4,5,3,3,6,5,3,5,9,7,4,5,8,9,8,7,2,7,5,4,6,8,10,5,7,8,3,9,10,2,6,5,7,8,7,6,7,5,4,8,7,1,4,3,4,9,10,5,6,8,11,11,3,5,6,7,3,5,4,1,1,1,3,4,3,2,0,1,0,0,0,0,1,0,1
"N00000501",300,2,2,0,0,1,4,4,5,4,2,4,1,6,5,6,2,3,5,2,2,6,3,4,1,4,3,5,5,5,4,10,4,1,3,3,3,6,5,2,3,1,6,3,7,3,5,1,7,8,2,1,7,2,10,3,6,3,4,1,9,5,2,2,2,3,3,1,2,3,3,1,4,4,3,3,3,1,2,4,3,1,2,2,0,1,3,1,1,0,0,4,0,2,0,0,0,0,0,0,0,0
"N00000502",196,2,3,0,0,4,3,0,1,2,2,2,1,1,4,3,5,4,8,5,2,5,4,4,1,7,1,3,3,2,1,1,3,0,5,3,2,2,6,3,4,2,2,4,0,2,2,5,3,2,2,4,1,3,2,1,0,2,4,4,2,3,1,3,0,1,0,1,3,3,2,2,1,1,0,0,1,1,0,0,8,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"N00000503",395,7,7,0,0,4,3,8,7,9,9,11,8,13,11,7,9,6,4,6,4,2,6,2,11,8,3,4,6,4,4,5,9,7,8,9,4,7,7,3,2,7,3,6,6,4,5,8,3,4,8,7,2,2,4,1,2,2,12,4,0,2,4,3,2,4,2,1,3,10,2,1,1,0,1,2,0,0,1,1,9,0,1,2,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0
