"Geography_Code","NM_1531_1_0","NM_1531_1_1","NM_1531_1_10","NM_1531_1_100","NM_1531_1_101","NM_1531_1_11","NM_1531_1_12","NM_1531_1_13","NM_1531_1_14","NM_1531_1_15","NM_1531_1_16","NM_1531_1_17","NM_1531_1_18","NM_1531_1_19","NM_1531_1_2","NM_1531_1_20","NM_1531_1_21","NM_1531_1_22","NM_1531_1_23","NM_1531_1_24","NM_1531_1_25","NM_1531_1_26","NM_1531_1_27","NM_1531_1_28","NM_1531_1_29","NM_1531_1_3","NM_1531_1_30","NM_1531_1_31","NM_1531_1_32","NM_1531_1_33","NM_1531_1_34","NM_1531_1_35","NM_1531_1_36","NM_1531_1_37","NM_1531_1_38","NM_1531_1_39","NM_1531_1_4","NM_1531_1_40","NM_1531_1_41","NM_1531_1_42","NM_1531_1_43","NM_1531_1_44","NM_1531_1_45","NM_1531_1_46","NM_1531_1_47","NM_1531_1_48","NM_1531_1_49","NM_1531_1_5","NM_1531_1_50","NM_1531_1_51","NM_1531_1_52","NM_1531_1_53","NM_1531_1_54","NM_1531_1_55","NM_1531_1_56","NM_1531_1_57","NM_1531_1_58","NM_1531_1_59","NM_1531_1_6","NM_1531_1_60","NM_1531_1_61","NM_1531_1_62","NM_1531_1_63","NM_1531_1_64","NM_1531_1_65","NM_1531_1_66","NM_1531_1_67","NM_1531_1_68","NM_1531_1_69","NM_1531_1_7","NM_1531_1_70","NM_1531_1_71","NM_1531_1_72","NM_1531_1_73","NM_1531_1_74","NM_1531_1_75","NM_1531_1_76","NM_1531_1_77","NM_1531_1_78","NM_1531_1_79","NM_1531_1_8","NM_1531_1_80","NM_1531_1_81","NM_1531_1_82","NM_1531_1_83","NM_1531_1_84","NM_1531_1_85","NM_1531_1_86","NM_1531_1_87","NM_1531_1_88","NM_1531_1_89","NM_1531_1_9","NM_1531_1_90","NM_1531_1_91","NM_1531_1_92","NM_1531_1_93","NM_1531_1_94","NM_1531_1_95","NM_1531_1_96","NM_1531_1_97","NM_1531_1_98","NM_1531_1_99"
"N00003973",345,2,2,0,0,5,5,5,6,4,3,4,5,4,3,5,9,8,1,5,3,8,2,1,5,3,2,1,2,3,5,0,2,3,1,4,4,3,4,1,7,8,5,3,3,1,10,1,9,5,3,3,7,5,4,7,6,4,4,7,5,3,7,4,5,9,6,3,4,4,3,1,2,5,3,1,5,5,5,1,6,6,1,3,2,2,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0
"N00003974",633,6,13,0,0,7,16,12,9,12,6,11,11,8,12,13,12,5,15,18,5,8,8,6,8,7,4,7,10,11,10,4,8,6,4,8,6,10,14,8,11,11,14,10,12,10,14,8,20,17,13,14,10,8,9,8,10,7,6,6,2,4,4,1,2,2,3,4,0,14,2,3,3,0,1,0,0,0,0,2,8,1,1,0,1,1,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
"N00003975",372,7,1,0,0,4,4,8,7,8,5,6,7,1,3,7,7,7,5,7,6,6,3,4,3,5,3,8,2,1,2,2,5,2,7,1,6,8,4,5,4,9,8,6,4,8,8,3,6,7,6,7,7,4,5,7,3,4,11,1,3,3,4,7,7,1,4,5,4,3,3,2,1,1,3,1,2,2,4,0,3,1,1,1,1,1,0,1,0,0,1,5,1,1,0,0,0,0,0,0,0,0
"N00003976",347,8,9,0,0,7,7,4,6,4,5,5,9,5,6,2,3,7,3,4,1,5,5,3,2,5,5,3,2,8,3,2,3,4,6,5,4,5,12,7,5,4,4,7,4,6,4,7,3,8,6,8,9,6,7,5,2,3,7,2,2,4,3,1,4,3,4,3,3,2,6,0,1,0,2,2,0,0,1,0,3,0,2,2,1,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0
"N00003977",284,2,3,0,0,4,5,2,5,6,5,7,8,3,0,4,11,6,2,3,7,2,3,2,0,3,4,1,1,0,2,1,2,3,3,2,0,1,6,3,5,4,9,4,10,7,2,0,4,6,6,2,8,2,4,5,4,1,3,1,2,6,2,8,0,6,6,5,3,2,4,3,3,2,3,2,2,1,1,0,5,4,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"N00003978",370,7,6,0,0,3,5,4,8,5,3,5,8,3,6,5,6,3,4,4,5,5,6,4,3,5,6,7,6,9,8,5,3,5,7,6,4,4,4,8,3,4,5,6,6,3,3,4,6,3,4,3,2,3,2,5,5,1,5,8,10,4,2,7,8,1,3,2,3,7,5,0,0,3,0,3,3,1,0,1,6,4,1,2,3,2,1,1,2,2,1,4,0,0,0,0,1,1,0,0,0,0
"N00003979",349,6,4,0,0,3,2,5,6,2,6,3,8,4,5,9,4,6,3,2,2,3,6,0,4,3,5,7,7,2,3,6,5,1,4,4,9,4,4,6,3,2,1,3,5,10,8,3,8,6,3,3,5,3,5,3,3,1,4,5,4,7,2,3,3,5,4,4,3,4,3,3,4,1,5,3,5,0,5,6,2,5,2,3,2,1,2,1,0,1,1,5,0,1,1,0,0,1,0,0,0,0
"N00003980",378,2,4,0,0,3,2,4,3,10,2,5,3,6,0,4,3,6,4,8,4,4,7,2,5,2,5,2,4,1,1,3,2,0,2,6,3,5,4,2,5,2,1,3,7,11,6,2,6,7,5,8,4,4,2,6,2,5,2,5,4,3,10,7,8,5,4,6,7,2,10,3,12,4,10,6,12,8,4,2,5,5,0,0,4,0,3,0,0,0,1,4,2,0,0,1,0,0,0,0,0,0
"N00003981",270,3,6,0,0,3,1,4,3,1,4,4,7,1,1,3,4,3,1,1,1,1,1,4,3,0,6,3,3,4,3,4,2,5,2,5,4,4,2,3,4,7,4,3,6,3,3,3,4,4,5,5,5,1,2,1,3,3,6,4,6,0,3,1,1,2,2,1,1,3,2,2,6,3,6,4,4,5,2,2,2,3,4,1,4,1,2,3,1,2,1,3,0,0,0,0,0,0,0,0,1,0
"N00003982",211,4,3,0,0,2,1,2,1,0,2,1,1,1,2,2,2,2,7,3,2,5,3,3,4,0,6,4,4,6,3,1,4,2,3,4,5,6,7,2,5,3,6,2,1,4,2,3,2,6,1,6,4,1,1,3,2,2,3,1,3,2,5,2,3,3,1,0,2,1,0,0,1,2,0,2,0,1,1,0,2,1,3,1,1,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"N00003983",265,2,4,0,0,3,3,1,3,7,3,2,1,4,3,4,2,7,4,6,5,2,7,7,5,8,4,4,2,3,1,3,2,1,2,4,2,6,2,2,3,1,6,6,4,4,7,2,4,3,11,14,4,4,2,2,2,4,0,1,1,1,2,1,0,2,0,1,2,5,2,1,2,0,1,1,1,4,1,2,5,2,1,1,1,0,3,1,2,0,0,3,0,0,0,0,1,0,0,0,0,0
"N00003984",363,4,6,0,0,3,8,5,1,4,2,3,10,6,2,5,7,3,5,7,7,5,10,11,6,2,4,8,3,4,6,4,5,1,3,2,10,7,3,3,5,9,1,5,4,4,5,5,5,4,4,0,8,2,2,5,0,2,4,2,2,1,2,2,5,1,3,3,6,9,1,4,3,2,3,1,3,1,5,4,1,2,1,2,1,3,1,2,3,3,5,4,2,6,1,2,0,0,0,2,0,0
"N00003985",298,5,7,0,0,2,6,4,4,5,4,1,7,2,5,6,4,7,7,7,4,5,4,4,6,6,4,7,2,1,3,1,2,2,1,4,8,3,3,3,2,9,6,9,3,6,4,1,2,7,4,7,1,2,4,1,0,5,1,1,2,3,3,5,2,0,1,0,2,7,0,1,4,1,4,3,1,2,2,3,4,1,2,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,0,0,0,0
"N00003986",247,2,2,0,0,4,2,4,2,0,1,3,1,1,6,2,2,2,4,9,2,6,4,1,5,3,4,0,5,5,3,1,4,2,4,4,6,1,1,3,1,8,2,4,3,1,5,4,0,1,3,2,1,5,4,2,3,4,4,2,2,6,2,2,0,1,1,2,1,1,2,2,3,7,3,1,1,4,3,4,6,0,2,4,3,2,2,3,4,1,0,1,1,0,0,0,0,0,0,0,0,0
"N00003987",304,6,4,0,0,5,7,5,3,7,3,3,7,7,11,2,6,2,4,3,6,8,5,4,4,3,2,0,8,6,2,3,3,4,5,4,4,2,3,1,2,2,1,4,6,3,1,6,6,3,1,4,1,2,6,1,5,1,10,3,3,2,3,2,3,2,3,5,0,8,2,1,1,2,5,1,3,0,2,1,4,2,3,1,3,2,2,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0
"N00003988",288,1,3,0,0,3,2,0,2,2,2,3,5,1,5,2,4,4,6,6,6,1,5,6,4,5,5,3,5,3,1,0,1,0,1,4,5,6,3,5,2,6,3,3,3,4,4,5,5,4,2,3,2,3,1,4,3,5,6,4,5,6,3,4,1,0,2,5,3,8,8,6,4,1,2,4,4,2,1,0,6,2,2,2,5,3,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"N00003989",163,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,3,4,7,2,3,2,1,2,3,3,6,2,3,5,3,2,1,2,3,4,2,2,2,1,6,7,2,2,5,1,0,6,0,2,0,5,1,2,1,3,1,0,2,1,0,1,3,0,0,5,1,1,0,2,2,2,1,2,0,2,2,0,3,0,4,0,1,1,1,1,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0
"N00003990",420,8,5,0,0,3,4,7,6,6,5,5,4,6,5,2,6,2,5,4,4,11,7,11,7,2,4,6,3,6,10,12,3,3,2,3,3,5,3,7,11,6,4,8,6,7,4,2,5,6,4,6,7,1,10,9,9,1,5,7,8,6,2,6,9,8,4,5,5,5,7,4,1,4,1,2,6,1,0,2,3,2,2,1,1,1,4,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0
"N00003991",295,4,1,0,0,5,3,5,5,0,2,5,1,3,5,1,6,3,4,4,2,8,5,7,4,6,6,4,3,4,5,1,2,5,4,5,2,3,4,3,5,5,2,1,6,5,4,4,5,6,6,3,4,5,2,2,8,1,1,2,5,4,2,3,3,3,2,1,3,5,5,1,3,4,2,1,1,3,1,1,5,1,2,1,2,1,2,0,1,0,3,3,0,0,1,3,0,0,0,0,0,0
"N00003992",379,5,7,0,0,5,2,10,7,1,3,3,1,3,2,4,4,4,5,8,4,3,2,2,1,10,5,4,6,3,4,3,3,10,3,5,4,3,2,10,5,6,7,10,8,8,2,7,7,7,2,4,2,8,4,2,6,3,9,3,3,4,5,6,5,5,8,8,3,4,6,1,2,6,4,1,4,1,2,1,7,3,2,2,2,1,2,0,1,1,1,4,1,1,0,0,1,0,0,0,0,0
"N00003993",393,4,4,0,0,3,4,3,7,5,1,5,5,12,5,4,2,3,3,4,2,4,8,7,6,7,5,4,4,5,5,5,2,4,4,8,4,8,4,6,7,7,7,4,4,7,7,3,5,4,8,3,6,7,8,9,4,3,4,4,6,7,6,6,6,4,3,6,4,3,1,3,2,8,3,6,1,0,2,4,4,1,0,2,3,3,1,3,2,0,0,2,0,2,1,0,0,0,1,0,0,0
"N00003994",353,3,6,0,0,4,5,4,8,5,4,11,6,8,5,9,3,3,2,1,0,2,5,1,2,2,1,2,5,0,1,4,4,3,3,5,2,12,6,6,9,9,5,14,10,8,7,6,9,11,10,4,5,2,6,2,3,7,4,6,6,4,3,1,4,3,2,5,5,8,0,2,0,2,4,4,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"N00003995",395,3,2,0,0,6,3,5,7,4,7,10,5,6,7,4,3,3,4,4,2,8,3,1,1,2,7,2,2,2,3,1,0,3,4,8,7,8,4,10,4,7,14,5,9,7,9,5,19,4,11,5,7,5,3,4,4,4,4,7,7,5,9,5,4,4,5,1,3,5,3,0,3,1,2,2,4,3,4,2,2,2,0,3,1,2,2,1,0,2,0,8,0,0,1,0,0,0,0,1,0,0
"N00003996",340,7,4,0,0,5,1,8,3,5,4,0,3,2,3,3,2,2,2,4,4,7,3,5,4,3,4,7,7,4,5,6,10,7,6,5,7,4,5,7,7,4,7,2,4,4,5,3,2,6,5,2,9,2,1,5,3,6,5,3,4,7,1,6,1,4,3,4,5,2,2,2,5,2,3,1,3,2,1,1,5,2,2,4,0,1,1,1,4,1,0,5,2,0,0,0,0,0,0,0,0,0
"N00003997",364,4,8,0,0,7,4,10,4,3,8,7,1,6,2,4,1,3,3,4,2,1,5,4,4,1,1,3,3,3,1,6,3,3,4,0,5,4,6,6,14,3,13,6,5,6,9,7,2,3,6,6,5,9,5,8,3,4,3,4,11,3,4,5,6,5,3,4,5,7,4,2,3,5,4,2,1,3,1,4,3,1,1,1,1,0,1,1,1,1,0,5,0,0,1,0,0,0,0,0,0,0
"N00003998",347,8,5,0,0,6,7,3,8,1,8,4,10,4,8,3,5,2,2,6,4,3,9,4,2,4,8,3,6,9,3,6,4,5,4,1,8,9,6,8,9,6,6,4,10,3,6,1,5,6,11,8,4,5,5,4,2,2,3,3,1,6,3,2,3,4,2,0,3,3,0,1,0,1,1,0,0,0,3,0,5,0,0,3,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0
"N00003999",388,11,6,0,0,3,2,5,9,2,5,4,6,2,11,4,3,2,3,3,1,3,0,8,5,5,3,9,10,11,9,8,10,10,10,12,9,15,4,9,5,8,5,6,11,1,4,11,4,5,3,10,3,2,0,3,7,1,12,2,5,1,1,2,2,0,1,2,2,9,2,1,1,1,1,1,0,1,1,2,10,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"N00004000",311,7,0,0,0,4,3,3,3,3,2,3,2,1,5,2,3,4,5,4,6,5,3,7,6,4,5,6,7,6,5,2,4,5,4,1,5,4,3,0,0,6,8,3,8,5,5,8,2,2,4,5,2,1,3,3,1,1,3,1,2,3,2,4,5,1,2,4,6,5,2,3,1,1,4,1,3,1,2,2,7,5,0,2,2,3,3,4,1,3,1,7,1,3,1,0,1,0,0,0,0,0
"N00004001",332,1,3,0,0,6,4,4,4,9,5,10,8,5,7,8,4,8,1,10,4,8,4,8,1,3,2,8,5,2,5,3,5,6,4,3,6,4,3,6,6,5,4,5,4,5,7,10,1,3,5,3,3,5,6,5,6,4,4,3,1,0,2,1,1,2,1,1,4,7,2,0,3,0,2,1,0,0,2,2,7,1,2,3,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"N00004002",275,1,1,0,0,2,2,1,3,2,1,3,4,1,3,3,6,5,2,4,5,5,5,10,4,4,2,3,3,2,1,6,1,2,1,3,2,2,3,0,1,5,6,1,2,4,7,1,3,6,5,4,3,3,4,0,4,4,5,4,1,3,2,3,1,2,2,0,4,0,0,1,5,7,5,5,5,6,2,7,1,3,3,1,4,6,7,5,1,0,0,0,1,0,0,2,0,0,0,0,0,0
"N00004003",414,8,6,0,0,10,4,4,6,5,5,5,6,5,7,2,8,6,3,6,12,6,8,9,8,13,10,2,8,2,7,3,13,7,2,6,5,7,4,8,6,5,6,6,3,6,3,7,4,3,5,7,7,3,3,3,6,3,9,1,4,0,3,3,1,3,4,5,5,6,7,0,3,3,2,3,2,4,2,0,4,2,5,1,3,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"N00004004",234,0,3,0,0,3,5,2,7,2,2,3,4,4,4,7,3,5,2,4,4,3,6,4,6,2,3,1,5,1,3,4,3,0,2,3,4,2,6,5,5,3,3,2,5,1,6,4,6,3,0,2,3,7,6,1,4,3,1,1,2,0,2,5,3,3,3,2,0,3,1,1,2,0,1,1,1,0,1,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"N00004005",203,2,1,0,2,1,3,0,2,0,0,0,6,1,1,2,0,0,4,2,4,1,1,2,2,3,5,2,4,0,2,2,1,2,1,3,4,3,3,3,2,1,2,2,5,2,4,1,2,1,1,4,5,7,4,0,4,1,2,0,0,3,3,1,1,0,1,2,3,1,1,1,3,3,4,3,1,2,1,3,3,1,2,1,5,1,5,4,0,4,0,3,4,2,2,1,0,1,1,0,1,0
"N00004006",224,2,1,0,0,1,7,3,2,2,3,0,4,4,3,2,1,3,1,3,2,2,6,5,3,2,3,5,5,2,1,5,3,3,2,3,2,2,8,0,3,1,3,3,1,3,3,0,2,4,3,3,5,1,3,5,2,8,2,2,4,4,1,2,4,0,2,1,3,3,1,2,3,0,0,2,1,3,2,0,3,3,1,1,2,0,0,4,1,0,1,5,1,0,1,0,0,0,0,0,0,0
"N00004007",269,8,2,0,0,2,4,3,11,3,5,6,5,9,5,6,2,5,1,5,7,4,5,2,6,7,1,7,8,2,5,3,4,2,0,6,4,7,5,5,1,2,0,3,1,5,2,5,4,3,4,2,2,6,2,3,2,2,4,3,1,0,2,0,2,2,1,1,3,3,1,0,2,1,0,1,3,1,0,0,6,0,2,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,0,0,0,0
"N00004008",474,7,8,0,0,2,4,4,3,8,7,6,8,11,5,5,4,6,5,7,3,8,7,4,8,4,4,5,4,6,9,6,7,8,6,6,5,8,2,5,3,5,4,8,3,9,8,12,3,6,9,3,2,3,5,11,4,6,8,7,3,4,9,3,1,2,1,2,1,11,2,7,8,1,1,2,3,2,3,4,3,4,3,7,0,6,9,7,4,2,2,3,4,4,1,3,3,2,1,1,0,1
"N00004009",326,4,2,0,0,6,6,3,6,2,5,1,7,3,11,4,5,3,4,6,4,6,8,1,1,10,4,2,5,7,8,1,6,4,7,6,3,6,2,5,6,9,5,4,5,7,5,5,2,5,3,3,2,2,3,2,4,4,4,0,3,5,4,2,4,0,1,0,2,6,0,2,2,3,3,3,2,2,3,0,5,4,6,0,1,0,1,0,2,1,0,4,0,1,0,0,0,0,0,0,0,0
"N00004010",379,10,6,0,0,5,6,4,4,5,4,5,3,11,4,3,3,3,4,4,5,5,11,12,10,4,7,8,6,4,2,4,8,3,4,5,7,6,6,4,6,5,5,7,10,4,3,6,3,3,6,5,5,3,5,4,2,7,3,4,2,3,6,6,3,3,5,6,4,3,3,1,7,4,4,0,2,0,3,2,4,1,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"N00004011",482,13,9,0,0,5,8,9,5,10,5,6,4,5,8,6,1,6,2,4,5,8,14,6,4,17,6,9,8,9,6,12,13,9,14,4,7,9,7,12,6,6,7,6,6,6,4,7,7,6,7,7,3,2,6,2,2,4,12,1,1,0,2,3,0,1,5,4,3,6,0,1,4,7,4,4,5,5,5,2,8,1,2,4,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"N00004012",315,3,3,0,0,6,3,1,10,5,3,4,3,2,4,3,2,2,2,3,3,1,5,2,2,2,3,0,7,2,2,3,1,3,3,5,1,3,7,3,4,2,5,3,5,6,4,1,3,6,5,2,3,1,7,6,3,8,2,4,5,9,5,7,3,8,5,4,8,3,3,5,8,5,5,2,2,1,3,4,5,1,2,1,0,3,1,1,3,1,1,3,0,1,0,0,0,0,0,0,0,0
"N00004013",331,5,4,0,0,3,3,7,9,7,3,8,4,4,3,2,6,7,4,5,8,6,3,4,6,6,3,1,2,3,5,4,5,2,2,3,7,6,3,4,4,4,9,7,3,8,6,3,10,8,6,10,2,3,3,1,2,4,1,3,2,3,6,0,4,2,3,3,4,4,4,4,1,1,2,0,0,4,0,0,6,1,1,1,1,2,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0
"N00004014",335,2,1,0,0,6,3,5,4,4,5,5,6,8,0,4,5,8,4,11,2,6,3,0,1,2,2,3,4,3,2,2,3,2,3,5,1,1,2,8,4,5,6,4,3,9,11,2,14,7,7,3,9,6,6,9,5,12,0,6,7,6,7,3,3,3,6,3,4,1,1,3,2,2,1,0,2,3,1,3,1,1,1,1,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"N00004015",299,3,1,0,0,10,3,4,7,5,3,5,3,7,5,2,3,3,8,5,6,3,4,4,2,1,5,2,5,4,0,5,6,3,4,6,3,3,3,5,5,5,2,4,3,3,9,3,5,7,8,5,6,5,3,7,5,3,7,1,2,1,2,4,3,3,0,5,2,2,1,2,3,2,2,1,2,4,0,1,2,0,0,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"N00004016",375,6,2,0,0,3,4,8,6,10,3,3,4,4,2,3,4,8,2,4,4,5,10,3,5,4,5,8,6,3,7,2,6,6,4,6,2,1,4,2,11,8,7,4,8,3,3,5,0,10,4,3,8,4,3,3,6,5,3,9,5,2,10,2,5,9,10,9,1,2,1,3,5,3,4,1,4,3,4,0,3,0,1,2,1,0,0,1,0,1,1,5,0,0,1,0,0,0,0,0,0,0
"N00004017",305,4,3,1,0,4,2,3,2,2,6,3,4,5,4,2,1,3,10,5,3,4,3,2,4,2,3,3,2,3,2,3,2,1,2,4,3,6,6,2,9,4,6,5,6,6,3,3,2,2,4,3,9,3,3,0,2,4,4,1,3,1,1,2,5,2,3,2,2,4,4,2,3,2,2,5,4,3,2,1,4,5,6,0,3,3,5,5,5,3,0,1,0,2,0,1,3,2,0,0,1,0
"N00004018",296,3,2,0,0,2,6,2,4,5,5,3,4,3,8,4,3,3,8,4,4,3,2,5,3,3,6,4,4,2,8,1,3,4,3,0,5,6,1,1,3,4,5,3,7,4,6,1,4,5,5,4,7,5,2,2,0,4,4,3,4,4,4,1,4,4,6,4,2,3,4,3,2,6,2,2,1,3,2,1,5,1,1,2,0,2,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"N00004019",310,2,3,0,0,1,0,1,3,2,3,5,5,6,6,2,7,5,8,5,5,4,6,2,5,5,6,7,6,6,7,7,0,3,4,2,5,6,4,2,3,4,3,13,1,3,3,3,7,1,5,4,8,11,3,4,0,1,4,2,3,0,5,1,1,2,1,0,0,5,1,3,5,8,0,4,5,1,3,6,2,3,3,3,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0
"N00004020",425,6,10,0,0,9,7,3,6,12,9,5,8,8,3,7,8,4,8,5,3,5,8,5,5,7,5,8,7,4,10,7,5,0,4,3,11,13,5,6,12,3,3,6,4,6,3,8,7,6,7,6,7,3,6,5,1,3,8,4,10,5,3,3,3,3,0,0,2,9,2,4,0,3,3,1,1,4,4,1,9,0,0,2,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"N00004021",332,9,4,0,0,2,2,5,3,1,1,2,3,1,5,2,5,2,9,8,4,6,2,1,5,7,8,5,4,7,3,5,6,7,3,10,2,2,4,3,6,4,3,2,3,5,4,11,4,4,1,7,2,0,3,3,4,4,6,3,4,3,1,5,4,3,3,4,2,8,1,0,1,1,6,4,3,2,2,1,6,2,0,4,2,5,3,2,2,0,2,4,0,2,3,0,0,0,0,0,0,0
"N00004022",294,2,3,1,0,2,1,3,1,1,4,3,4,4,8,6,5,4,3,8,6,8,6,6,7,5,3,7,7,8,4,2,6,4,5,7,4,0,6,3,3,3,3,1,5,6,1,4,2,2,2,3,3,4,1,4,3,2,3,3,1,0,3,1,2,5,4,2,2,2,3,3,3,1,1,0,4,2,3,1,6,2,2,0,1,2,5,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0
"N00004023",247,3,3,0,0,1,5,2,1,2,4,2,3,2,4,2,5,2,2,3,1,2,8,5,2,2,4,6,1,8,6,6,3,2,4,2,4,2,5,7,4,2,3,5,1,7,2,6,4,2,2,5,3,3,4,0,1,6,3,5,3,1,1,0,1,5,5,1,1,3,3,3,1,0,1,0,1,2,0,1,3,2,4,3,3,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0
"N00004024",307,2,3,0,0,2,4,2,4,6,7,4,10,1,8,1,4,10,6,7,7,3,4,5,7,6,7,1,6,3,7,8,5,6,5,5,10,2,8,1,4,6,4,5,8,5,3,3,2,6,3,2,1,2,1,2,1,1,6,1,1,3,5,6,5,1,3,0,4,2,1,1,2,1,0,0,2,0,1,2,3,1,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"N00004025",449,5,2,0,0,4,3,7,3,2,4,8,7,3,8,3,1,1,3,3,8,3,7,5,7,1,7,6,3,9,4,7,4,9,8,2,3,8,6,4,7,6,5,12,8,5,4,3,4,3,4,3,4,2,8,3,5,3,1,5,3,3,8,6,2,9,7,4,1,7,5,6,5,5,5,9,3,7,3,7,6,4,9,6,6,3,5,4,3,4,2,3,4,4,5,2,1,0,0,0,0,0
"N00004026",327,5,3,0,0,4,4,4,4,3,5,2,3,3,0,3,4,0,8,5,2,2,7,2,2,3,5,1,6,1,4,6,4,5,0,1,3,5,4,5,8,3,4,3,3,7,5,2,3,4,7,4,10,6,4,4,1,4,4,4,5,3,3,3,9,10,10,4,8,1,6,4,3,4,3,3,3,4,1,2,3,2,1,2,1,2,2,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0
"N00004027",305,2,3,0,0,1,3,2,4,6,3,5,4,1,3,3,3,5,2,2,2,2,2,4,1,2,1,2,3,1,8,3,1,5,3,4,2,5,2,5,4,1,5,5,8,3,2,5,3,2,5,4,7,6,2,4,2,2,4,7,1,7,9,7,5,6,8,10,2,2,3,8,10,4,3,5,2,4,0,3,2,2,3,2,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"N00004028",307,5,5,0,0,3,5,6,4,3,4,5,5,6,2,5,4,3,4,4,5,3,3,2,3,4,3,3,5,2,1,1,4,6,6,5,2,5,3,5,5,6,3,3,7,3,6,3,4,3,2,4,3,4,5,3,5,2,2,4,2,4,6,3,3,1,5,1,2,5,5,4,5,3,5,1,4,2,0,0,4,4,2,2,4,2,1,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0
"N00004029",283,2,0,0,0,1,2,3,2,3,1,4,3,1,1,2,6,3,1,2,4,5,2,2,4,2,1,0,1,4,1,2,4,3,1,2,1,3,1,1,4,6,2,2,3,6,5,1,5,3,1,4,3,3,0,2,5,9,1,4,7,11,5,7,11,6,2,9,7,1,7,6,4,7,8,3,1,7,1,2,4,3,0,4,1,0,2,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0
"N00004030",281,2,2,0,0,0,2,2,3,3,2,3,3,3,7,4,2,1,1,3,4,2,2,2,5,5,2,9,6,3,7,3,5,6,3,2,4,2,7,0,9,2,2,0,7,4,3,7,5,3,1,3,5,2,2,3,5,6,2,7,4,5,2,7,4,5,2,5,4,1,2,3,2,5,1,0,3,3,2,3,2,1,1,4,1,2,1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0
"N00004031",261,8,5,0,0,4,2,0,2,1,2,4,5,1,2,1,3,2,4,4,4,4,2,7,2,2,7,4,4,5,7,7,7,2,1,4,0,7,3,4,6,2,3,0,0,3,3,4,3,5,9,2,3,2,2,4,2,5,4,5,1,5,6,3,4,2,3,2,3,2,0,2,2,1,1,4,0,2,1,0,4,0,1,2,1,2,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0
"N00004032",233,1,1,0,0,3,4,3,3,3,1,2,4,5,1,3,2,2,1,3,3,1,6,2,7,7,2,2,3,2,4,2,2,3,3,2,5,2,6,1,2,2,2,6,6,5,0,0,3,4,1,2,5,3,1,3,3,2,3,2,2,5,5,2,3,1,1,1,0,3,1,0,2,1,0,3,2,1,1,1,1,1,4,3,2,3,0,3,2,3,2,3,2,2,2,1,0,1,1,0,0,0
"N00004033",269,7,1,0,0,3,3,7,2,5,4,5,3,8,5,5,2,4,7,6,2,6,5,8,2,7,6,2,6,3,3,5,3,4,2,4,5,5,5,2,3,2,7,2,4,4,4,2,3,2,1,2,3,1,3,2,1,5,0,0,0,3,4,1,2,8,1,1,1,4,2,0,0,5,1,0,3,3,1,5,2,1,2,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
