"Geography_Code","NM_1521_1_0","NM_1521_1_1","NM_1521_1_10","NM_1521_1_11","NM_1521_1_12","NM_1521_1_13","NM_1521_1_2","NM_1521_1_3","NM_1521_1_4","NM_1521_1_5","NM_1521_1_6","NM_1521_1_7","NM_1521_1_8","NM_1521_1_9"
"N00002420",357,20,31,15,16,33,4,16,65,30,71,23,37,47
"N00002421",282,16,18,12,6,31,4,12,48,25,66,8,32,38
"N00002422",361,26,33,20,13,34,5,21,62,37,48,29,53,39
"N00002423",155,0,21,14,7,17,0,0,22,18,5,15,27,30
"N00002424",243,12,32,18,14,29,1,11,49,32,18,8,31,32
"N00002425",225,7,33,22,11,11,1,6,38,32,12,14,45,33
"N00002426",263,11,27,18,9,33,2,9,45,38,8,18,52,31
"N00002427",276,3,51,36,15,31,0,3,28,20,13,21,50,59
"N00002428",240,7,26,12,14,25,1,6,27,22,13,14,49,57
"N00002429",244,3,47,31,16,13,0,3,24,21,8,16,52,60
"N00002430",235,2,52,34,18,29,0,2,21,19,7,9,47,49
"N00002431",709,10,171,125,46,92,5,5,66,48,39,42,127,114
"N00002432",195,5,53,43,10,16,0,5,13,16,5,14,33,40
"N00002433",301,14,39,22,17,50,3,11,38,35,14,24,42,45
"N00002434",166,2,48,36,12,19,2,0,9,9,6,12,27,34
"N00002435",206,2,42,32,10,16,0,2,19,18,11,19,30,49
"N00002436",301,9,42,34,8,43,2,7,37,32,20,22,43,53
"N00002437",208,14,14,8,6,29,2,12,44,19,18,19,30,21
"N00002438",275,8,34,23,11,19,2,6,41,25,15,24,50,59
"N00002439",242,6,35,22,13,23,1,5,20,23,7,18,49,61
"N00002440",237,9,31,23,8,20,2,7,26,13,18,15,55,50
"N00002441",173,2,39,26,13,8,1,1,16,14,9,9,39,37
"N00002442",215,5,43,36,7,22,2,3,20,15,14,15,37,44
"N00002443",255,10,36,25,11,28,1,9,38,28,12,11,48,44
"N00002444",590,39,56,40,16,52,8,31,89,87,26,46,102,93
"N00002445",212,37,10,8,2,14,4,33,66,25,22,9,15,14
"N00002446",189,4,24,13,11,5,0,4,24,26,8,13,43,42
"N00002447",229,5,39,30,9,18,3,2,15,22,7,11,63,49
"N00002448",225,3,30,24,6,20,0,3,25,24,8,15,51,49
"N00002449",216,17,23,19,4,19,1,16,47,19,15,15,34,27
"N00002450",202,11,11,7,4,10,3,8,28,25,16,16,45,40
"N00002451",449,9,92,72,20,47,1,8,38,34,17,24,94,94
"N00002452",232,7,22,13,9,22,1,6,28,25,17,17,52,42
"N00002453",267,13,18,13,5,30,3,10,40,28,24,21,51,42
"N00002454",251,19,26,24,2,22,5,14,43,29,14,20,37,41
"N00002455",294,33,5,5,0,30,7,26,77,51,24,20,40,14
"N00002456",297,35,9,7,2,31,9,26,73,36,31,22,32,28
"N00002457",385,19,12,5,7,29,2,17,87,60,28,33,71,46
"N00002458",223,4,31,22,9,13,1,3,18,30,31,21,27,48
"N00002459",579,35,46,38,8,51,4,31,108,65,83,32,83,76
"N00002460",307,25,23,17,6,32,4,21,63,37,36,24,39,28
"N00002461",399,23,29,20,9,44,6,17,70,50,51,26,64,42
"N00002462",374,13,35,24,11,34,3,10,57,36,60,35,49,55
"N00002463",318,19,39,27,12,41,8,11,49,30,42,24,33,41
"N00002464",296,15,18,13,5,27,2,13,69,21,51,16,40,39
"N00002465",551,6,141,114,27,117,1,5,34,27,12,18,82,114
"N00002466",223,4,44,31,13,34,0,4,12,14,7,16,51,41
"N00002467",226,5,45,37,8,37,0,5,22,20,8,15,33,41
"N00002468",239,9,43,25,18,20,0,9,31,26,18,15,45,32
"N00002469",452,11,78,54,24,47,4,7,48,50,22,30,91,75
"N00002470",280,2,43,30,13,30,0,2,27,20,15,20,69,54
"N00002471",234,7,57,41,16,27,0,7,13,20,7,12,52,39
"N00002472",312,5,77,63,14,39,1,4,17,23,12,19,55,65
"N00002473",256,1,65,45,20,38,0,1,11,22,2,9,58,50
"N00002474",250,2,55,36,19,37,0,2,27,20,13,15,44,37
"N00002475",271,5,56,43,13,33,0,5,24,24,11,12,44,62
"N00002476",271,4,60,40,20,32,1,3,21,27,9,15,47,56
"N00002477",213,2,32,22,10,25,0,2,23,18,13,12,46,42
"N00002478",361,8,56,44,12,67,2,6,33,35,20,23,69,50
"N00002479",371,50,15,9,6,53,10,40,83,39,29,23,50,29
"N00002480",485,38,35,22,13,53,10,28,96,48,56,19,70,70
"N00002481",221,4,50,44,6,45,0,4,15,14,5,16,32,40
"N00002482",214,2,52,42,10,23,2,0,17,20,11,11,44,34
"N00002483",241,4,67,55,12,21,1,3,24,17,6,17,50,35
"N00002484",232,4,61,44,17,32,2,2,20,22,10,11,44,28
"N00002485",203,4,48,36,12,32,1,3,21,12,4,10,46,26
"N00002486",311,3,68,53,15,51,2,1,38,28,19,15,51,38
"N00002487",334,11,21,13,8,52,3,8,53,38,30,24,59,46
"N00002488",895,30,102,74,28,160,7,23,162,77,69,61,143,91
"N00002489",607,71,31,21,10,65,14,57,160,97,36,35,65,47
"N00002490",269,21,19,13,6,26,3,18,49,34,29,22,40,29
"N00002491",244,5,47,36,11,31,3,2,23,17,9,17,47,48
"N00002492",202,3,52,37,15,29,2,1,12,16,8,2,40,40
"N00002493",240,2,45,32,13,14,1,1,18,19,8,13,57,64
"N00002494",192,4,38,29,9,36,1,3,10,17,5,11,32,39
"N00002495",414,13,57,40,17,46,2,11,60,42,23,28,86,59
"N00002496",272,4,46,29,17,29,2,2,23,13,17,27,56,57
"N00002497",394,11,64,45,19,54,1,10,44,39,25,22,56,79
"N00002498",815,30,115,91,24,109,10,20,119,76,47,41,150,128
"N00002499",480,29,31,21,10,54,10,19,100,50,35,35,74,72
"N00002500",382,22,27,14,13,47,4,18,72,47,31,25,59,52
"N00002501",1150,146,51,31,20,165,31,115,341,117,96,44,120,70
"N00002502",371,39,23,17,6,28,10,29,94,41,30,37,47,32
"N00002503",185,41,8,6,2,16,9,32,64,19,16,6,11,4
"N00002504",160,13,16,9,7,8,2,11,19,15,5,12,41,31
"N00002505",197,6,16,12,4,17,2,4,38,25,9,13,43,30
"N00002506",219,7,33,16,17,20,0,7,28,21,11,11,49,39
"N00002507",211,4,26,19,7,34,1,3,21,23,3,20,33,47
"N00002508",151,5,26,11,15,8,1,4,23,10,8,12,27,32
"N00002509",172,2,20,11,9,8,0,2,20,19,8,13,36,46
"N00002510",346,17,58,42,16,29,3,14,52,37,20,28,62,43
"N00002511",129,5,30,22,8,9,0,5,17,12,1,9,23,23
"N00002512",535,34,65,43,22,34,7,27,84,65,36,36,87,94
"N00002513",249,36,6,4,2,36,14,22,57,27,26,12,30,19
"N00002514",300,31,12,9,3,41,8,23,83,44,31,15,30,13
"N00002515",215,16,14,12,2,21,5,11,40,25,32,14,28,25
"N00002516",281,38,9,4,5,34,10,28,64,33,41,19,28,15
"N00002517",232,20,18,15,3,19,4,16,58,35,27,14,27,14
"N00002518",498,55,30,19,11,63,14,41,100,76,36,40,49,49
"N00002519",238,16,26,13,13,23,6,10,38,26,23,14,46,26
"N00002520",582,55,20,10,10,67,13,42,150,81,55,42,68,44
"N00002521",929,69,91,66,25,82,11,58,172,87,60,66,155,147
"N00002522",217,5,34,25,9,23,0,5,26,21,6,14,42,46
"N00002523",245,8,25,18,7,23,2,6,35,23,13,23,51,44
"N00002524",301,11,43,27,16,35,2,9,43,33,15,29,48,44
"N00002525",1278,125,56,31,25,133,25,100,281,174,134,91,178,106
"N00002526",762,125,58,48,10,55,20,105,218,90,58,34,78,46
"N00002527",309,75,7,4,3,42,15,60,94,33,20,7,23,8
"N00002528",236,21,11,4,7,41,5,16,50,29,9,14,38,23
"N00002529",331,31,23,15,8,47,3,28,59,51,27,21,42,30
"N00002530",279,16,15,9,6,40,5,11,75,35,24,8,37,29
"N00002531",394,19,17,11,6,63,9,10,82,62,26,32,56,37
"N00002532",281,15,18,9,9,37,4,11,63,44,25,15,43,21
"N00002533",651,31,85,58,27,57,6,25,104,79,36,50,91,118
"N00002534",329,19,47,36,11,27,3,16,50,39,16,28,54,49
"N00002535",384,26,16,5,11,62,6,20,96,50,30,31,42,31
"N00002536",435,36,20,15,5,29,9,27,62,72,59,32,61,64
"N00002537",1189,43,129,93,36,122,13,30,164,121,132,86,166,226
"N00002538",512,52,39,25,14,60,12,40,111,57,61,25,69,38
"N00002539",201,1,22,16,6,20,0,1,27,20,4,12,48,47
"N00002540",1365,128,116,97,19,145,24,104,293,183,109,82,190,119
"N00002541",996,61,47,31,16,68,14,47,226,162,54,91,164,123
"N00002542",250,22,7,3,4,30,4,18,52,38,19,21,32,29
"N00002543",206,7,23,14,9,15,0,7,38,39,7,16,32,29
"N00002544",488,38,25,15,10,33,6,32,121,67,34,42,74,54
"N00002545",224,10,19,10,9,20,3,7,38,35,12,23,42,25
"N00002546",199,11,12,8,4,16,1,10,38,23,12,21,35,31
"N00002547",728,39,37,25,12,58,11,28,131,130,33,76,127,97
"N00002548",428,9,55,36,19,27,2,7,64,48,21,42,76,86
"N00002549",162,8,4,3,1,8,3,5,40,28,6,9,33,26
"N00002550",210,14,27,17,10,12,3,11,39,33,11,24,35,15
"N00002551",237,8,21,10,11,21,3,5,45,34,15,17,43,33
"N00002552",209,4,28,19,9,13,4,0,21,24,6,20,47,46
"N00002553",171,7,8,3,5,8,2,5,32,27,8,17,36,28
"N00002554",280,18,17,9,8,29,4,14,50,46,15,20,50,35
"N00002555",275,9,17,11,6,27,3,6,40,34,23,24,57,44
"N00002556",236,6,18,7,11,19,2,4,16,25,23,28,49,52
"N00002557",264,8,12,11,1,19,4,4,46,42,16,20,47,54
"N00002558",227,10,16,11,5,16,1,9,33,27,9,27,39,50
"N00002559",191,1,18,12,6,15,0,1,18,14,18,18,50,39
"N00002560",360,64,9,6,3,49,15,49,95,41,43,9,30,20
"N00002561",236,27,11,7,4,15,5,22,73,34,23,11,28,14
"N00002562",252,35,7,4,3,31,4,31,71,30,19,14,27,18
"N00002563",274,21,6,4,2,41,5,16,81,28,24,14,34,25
"N00002564",204,12,12,8,4,13,2,10,31,38,18,18,31,31
"N00002565",221,5,32,24,8,26,0,5,37,30,15,14,34,28
"N00002566",236,21,23,13,10,20,5,16,57,36,21,12,23,23
"N00002567",248,20,18,14,4,44,3,17,48,33,18,15,27,25
"N00002568",229,9,11,8,3,23,1,8,46,35,16,24,37,28
"N00002569",230,21,14,10,4,19,3,18,71,26,22,15,26,16
"N00002570",170,10,14,10,4,14,3,7,39,26,11,14,22,20
"N00002571",291,26,13,8,5,33,6,20,80,41,15,17,43,23
"N00002572",263,29,10,6,4,21,7,22,81,43,19,15,36,9
"N00002573",224,7,38,21,17,16,1,6,33,30,8,14,45,33
"N00002574",234,8,30,17,13,22,1,7,27,26,7,21,50,43
"N00002575",228,4,43,26,17,31,0,4,21,14,12,17,51,35
"N00002576",643,51,110,62,48,69,7,44,116,67,36,45,84,65
"N00002577",433,20,57,32,25,65,2,18,76,49,18,29,64,55
"N00002578",240,5,41,20,21,27,0,5,20,26,10,23,46,42
"N00002579",284,4,82,55,27,40,2,2,26,16,11,14,37,54
"N00002580",228,11,27,18,9,22,2,9,44,30,14,17,28,35
"N00002581",257,22,18,9,9,19,6,16,49,33,19,22,42,33
"N00002582",1033,14,234,178,56,145,2,12,77,66,36,72,169,220
"N00002583",217,5,39,30,9,23,2,3,19,19,9,11,51,41
"N00002584",255,4,45,28,17,37,1,3,19,30,8,15,53,44
"N00002585",186,6,32,25,7,18,0,6,20,19,5,16,35,35
"N00002586",249,2,49,31,18,24,0,2,18,28,10,15,57,46
"N00002587",541,13,107,80,27,61,3,10,40,49,24,38,111,98
"N00002588",203,0,32,27,5,19,0,0,20,23,4,15,43,47
"N00002589",229,9,30,22,8,35,1,8,19,23,10,7,42,54
"N00002590",1029,45,174,120,54,146,10,35,128,83,65,49,185,154
"N00002591",821,56,103,73,30,114,16,40,137,97,54,57,114,89
"N00002592",364,44,11,5,6,53,9,35,90,55,27,20,43,21
"N00002593",220,7,20,15,5,26,2,5,52,30,20,18,32,15
"N00002594",240,5,47,31,16,31,2,3,27,19,7,18,46,40
"N00002595",300,10,57,43,14,44,0,10,36,28,7,17,54,47
"N00002596",325,14,18,7,11,37,2,12,73,51,12,31,47,42
"N00002597",253,14,26,11,15,39,3,11,43,31,23,12,32,33
"N00002598",194,2,34,25,9,23,0,2,16,16,10,12,35,46
"N00002599",318,18,26,15,11,35,5,13,62,39,17,29,53,39
"N00002600",230,14,12,8,4,42,4,10,44,33,21,12,24,28
"N00002601",285,19,20,14,6,34,9,10,65,36,29,21,39,22
"N00002602",277,23,20,13,7,38,3,20,61,32,25,17,39,22
"N00002603",717,25,153,93,60,114,2,23,74,61,36,44,101,109
"N00002604",284,14,40,20,20,79,1,13,45,28,15,13,25,25
"N00002605",221,17,52,36,16,19,0,17,21,22,6,21,30,33
"N00002606",278,4,62,40,22,29,0,4,26,24,15,19,45,54
"N00002607",138,3,29,21,8,10,2,1,14,16,3,10,19,34
"N00002608",209,23,15,6,9,37,2,21,39,26,9,19,23,18
"N00002609",766,29,7,4,3,520,3,26,86,42,25,13,22,22
"N00002610",243,8,20,13,7,63,1,7,30,25,12,19,35,31
"N00002611",109,6,15,7,8,8,0,6,16,11,7,8,27,11
"N00002612",242,18,30,21,9,47,1,17,32,38,20,8,25,24
"N00002613",548,22,86,50,36,48,2,20,72,57,22,35,94,112
"N00002614",295,7,77,54,23,29,0,7,27,32,14,19,48,42
"N00002615",229,6,26,17,9,28,1,5,29,30,6,15,46,43
"N00002616",265,9,45,30,15,21,3,6,27,29,9,13,54,58
"N00002617",306,11,41,23,18,27,1,10,50,34,14,26,52,51
"N00002618",162,4,28,24,4,19,0,4,20,12,8,8,35,28
"N00002619",502,23,85,48,37,36,2,21,75,44,36,45,76,82
"N00002620",374,13,53,32,21,24,1,12,64,37,24,34,76,49
"N00002621",149,2,14,9,5,5,2,0,21,27,6,11,39,24
"N00002622",236,13,34,24,10,19,3,10,34,31,16,13,38,38
"N00002623",199,5,14,11,3,12,3,2,28,19,8,21,48,44
"N00002624",198,9,36,20,16,16,2,7,39,22,10,8,20,38
"N00002625",250,6,43,23,20,25,2,4,26,15,16,22,44,53
"N00002626",596,58,51,34,17,77,9,49,107,58,50,28,96,71
"N00002627",214,4,47,37,10,13,1,3,17,22,5,10,49,47
"N00002628",707,58,114,79,35,83,7,51,79,75,59,36,99,104
"N00002629",169,1,43,33,10,13,0,1,16,16,8,9,25,38
"N00002630",197,7,58,38,20,20,1,6,9,10,14,11,40,28
"N00002631",238,5,38,30,8,26,2,3,33,18,15,21,32,50
"N00002632",275,16,35,26,9,25,3,13,32,23,26,17,60,41
"N00002633",307,19,32,17,15,24,2,17,52,40,38,15,51,36
"N00002634",235,22,7,5,2,25,7,15,68,24,30,15,25,19
"N00002635",243,4,21,14,7,16,2,2,27,17,36,25,50,47
"N00002636",302,9,40,30,10,30,4,5,41,38,40,17,43,44
"N00002637",365,19,17,12,5,28,3,16,89,38,61,16,55,42
"N00002638",335,15,19,12,7,24,2,13,68,36,63,21,47,42
"N00002639",225,7,28,18,10,11,3,4,42,23,27,12,38,37
"N00002640",268,14,10,10,0,20,3,11,86,43,28,8,32,27
"N00002641",263,22,9,5,4,24,6,16,71,42,23,16,35,21
"N00002642",340,31,6,4,2,38,4,27,115,54,26,15,41,14
"N00002643",310,32,5,2,3,27,7,25,103,52,31,14,31,15
"N00002644",235,5,38,28,10,16,2,3,29,22,15,18,47,45
"N00002645",228,8,21,13,8,16,1,7,56,29,16,17,28,37
"N00002646",250,12,11,7,4,16,5,7,33,35,32,15,50,46
"N00002647",557,27,18,9,9,35,6,21,118,79,63,43,86,88
"N00002648",152,13,15,8,7,10,4,9,28,27,14,7,24,14
"N00002649",346,19,44,41,3,26,4,15,60,41,38,29,46,43
"N00002650",233,3,25,9,16,18,1,2,21,21,18,20,57,50
"N00002651",326,28,7,5,2,22,5,23,86,58,28,23,46,28
"N00002652",215,5,22,9,13,16,1,4,20,16,20,17,51,48
"N00002653",311,19,18,9,9,18,2,17,76,46,29,17,49,39
"N00002654",237,12,34,25,9,18,2,10,35,45,12,18,38,25
"N00002655",225,5,35,21,14,20,2,3,25,20,14,18,44,44
"N00002656",472,23,50,34,16,34,4,19,88,53,51,29,83,61
"N00002657",257,6,20,15,5,29,2,4,38,26,18,21,54,45
"N00002658",291,10,41,31,10,27,1,9,36,32,20,18,53,54
"N00002659",234,3,41,29,12,27,0,3,23,19,12,15,39,55
"N00002660",286,16,11,4,7,30,2,14,62,44,33,26,44,20
"N00002661",362,14,39,31,8,25,3,11,31,51,34,25,79,64
"N00002662",271,14,19,9,10,18,5,9,48,36,25,33,41,37
"N00002663",244,8,14,6,8,20,1,7,48,38,26,19,37,34
"N00002664",218,6,23,16,7,15,1,5,20,29,25,9,50,41
"N00002665",215,13,5,3,2,14,1,12,28,31,27,19,36,42
"N00002666",200,17,8,6,2,16,4,13,36,35,28,10,26,24
"N00002667",571,17,70,44,26,52,4,13,75,49,55,51,91,111
"N00002668",217,10,11,10,1,25,1,9,45,19,29,15,34,29
"N00002669",376,24,21,13,8,23,11,13,67,60,72,25,33,51
"N00002670",1256,75,84,63,21,142,15,60,243,131,163,68,193,157
"N00002671",1000,37,64,44,20,117,8,29,212,146,98,70,144,112
"N00002672",223,1,45,33,12,23,1,0,31,13,15,7,55,33
"N00002673",914,27,97,77,20,78,4,23,173,109,91,60,144,135
"N00002674",216,3,25,21,4,20,0,3,29,13,13,14,39,60
"N00002675",289,23,10,8,2,30,3,20,66,42,37,13,42,26
"N00002676",545,31,29,17,12,44,2,29,102,74,66,42,87,70
"N00002677",310,24,10,7,3,35,5,19,63,40,60,16,31,31
"N00002678",273,17,11,9,2,29,4,13,56,31,38,16,43,32
"N00002679",373,21,26,17,9,36,4,17,82,52,29,30,45,52
"N00002680",319,43,9,7,2,44,6,37,80,28,46,13,38,18
"N00002681",308,39,12,7,5,21,10,29,76,29,63,18,26,24
"N00002682",332,36,7,7,0,43,8,28,83,54,36,18,36,19
"N00002683",293,24,2,2,0,32,4,20,59,36,66,18,30,26
"N00002684",328,43,11,7,4,23,6,37,96,36,49,15,31,24
"N00002685",287,23,2,0,2,34,4,19,58,53,64,16,25,12
"N00002686",255,33,8,5,3,17,8,25,71,25,45,13,27,16
"N00002687",220,19,14,3,11,18,2,17,31,28,40,8,29,33
"N00002688",265,28,6,4,2,22,4,24,49,36,59,12,27,26
"N00002689",222,6,19,10,9,14,2,4,18,24,13,32,39,57
"N00002690",175,19,25,23,2,15,2,17,31,18,19,11,20,17
"N00002691",238,15,14,10,4,25,4,11,64,23,25,16,35,21
"N00002692",211,23,11,6,5,15,6,17,60,16,26,16,24,20
"N00002693",213,8,34,26,8,20,2,6,45,20,18,20,24,24
"N00002694",242,18,6,3,3,22,2,16,76,38,16,15,25,26
"N00002695",312,34,13,6,7,44,7,27,74,37,38,24,28,20
"N00002696",223,19,7,4,3,26,3,16,49,31,26,23,26,16
"N00002697",263,25,21,11,10,25,5,20,59,29,26,20,33,25
"N00002698",392,44,20,15,5,28,6,38,130,45,39,28,40,18
"N00002699",261,6,19,15,4,17,3,3,37,34,26,18,44,60
"N00002700",395,17,26,12,14,39,1,16,68,63,49,26,65,42
"N00002701",383,31,19,9,10,42,8,23,71,41,73,26,44,36
"N00002702",267,12,19,15,4,29,4,8,43,39,29,22,38,36
"N00002703",447,42,9,5,4,49,7,35,100,47,79,26,52,43
"N00002704",389,43,14,8,6,53,13,30,98,48,59,14,31,29
"N00002705",333,22,15,9,6,48,4,18,64,43,48,22,38,33
"N00002706",317,18,15,9,6,21,5,13,69,42,59,21,38,34
"N00002707",402,28,12,6,6,33,5,23,116,53,68,18,42,32
"N00002708",184,3,26,20,6,15,2,1,25,11,16,16,26,46
"N00002709",344,34,9,5,4,27,4,30,88,38,50,25,42,31
"N00002710",314,11,26,21,5,19,1,10,59,40,26,19,57,57
"N00002711",532,55,46,27,19,38,8,47,116,56,61,35,75,50
"N00002712",265,14,17,5,12,25,2,12,34,25,66,22,23,39
"N00002713",298,20,14,11,3,19,1,19,60,43,44,17,40,41
"N00002714",354,56,13,9,4,38,10,46,71,40,64,16,28,28
"N00002715",308,29,4,2,2,24,8,21,71,28,63,21,34,34
"N00002716",254,31,11,9,2,24,6,25,48,39,34,16,29,22
"N00002717",398,24,18,15,3,43,5,19,72,42,84,30,49,36
"N00002718",330,27,4,3,1,31,8,19,85,57,36,19,43,28
"N00002719",250,26,9,7,2,16,7,19,62,35,48,8,19,27
"N00002720",242,13,24,19,5,18,1,12,37,34,33,15,41,27
"N00002721",258,19,20,15,5,26,3,16,49,20,40,22,34,28
"N00002722",302,33,12,7,5,35,5,28,69,39,53,14,27,20
"N00002723",289,14,33,21,12,36,2,12,54,24,33,15,42,38
"N00002724",185,12,16,12,4,19,2,10,26,26,14,14,31,27
"N00002725",296,14,8,3,5,25,3,11,61,43,61,13,39,32
"N00002726",984,49,73,47,26,63,30,19,224,239,81,47,124,84
"N00002727",300,10,13,9,4,39,4,6,46,52,45,24,42,29
"N00002728",716,51,40,21,19,58,14,37,147,119,65,51,100,85
"N00002729",204,4,20,11,9,14,3,1,15,17,16,22,52,44
"N00002730",197,5,19,6,13,14,4,1,24,27,16,13,32,47
"N00002731",199,10,23,10,13,15,2,8,20,27,13,16,48,27
"N00002732",219,9,20,12,8,15,1,8,26,29,19,25,39,37
"N00002733",295,24,15,6,9,16,11,13,66,51,31,19,39,34
"N00002734",298,33,7,6,1,33,7,26,85,46,34,14,34,12
"N00002735",277,40,11,8,3,24,7,33,67,39,53,10,21,12
"N00002736",268,24,7,5,2,27,3,21,49,30,61,16,28,26
"N00002737",251,33,5,3,2,20,10,23,48,40,47,14,25,19
"N00002738",348,31,9,6,3,42,1,30,79,46,52,17,38,34
"N00002739",307,34,13,8,5,36,8,26,65,43,56,15,25,20
"N00002740",266,18,12,7,5,19,2,16,63,31,44,12,38,29
"N00002741",321,38,14,12,2,29,5,33,83,42,40,21,31,23
"N00002742",287,9,37,21,16,28,5,4,39,34,32,20,51,37
"N00002743",251,12,18,15,3,18,1,11,54,30,42,17,38,22
"N00002744",199,0,31,28,3,16,0,0,17,17,15,21,51,31
"N00002745",237,4,34,23,11,26,0,4,20,18,12,24,51,48
"N00002746",225,3,20,12,8,16,0,3,43,39,20,21,34,29
"N00002747",173,14,8,8,0,9,2,12,34,20,24,16,29,19
"N00002748",244,15,20,8,12,19,2,13,38,25,55,14,39,19
"N00002749",249,14,32,21,11,23,3,11,52,23,24,18,39,24
"N00002750",196,14,23,16,7,9,4,10,29,21,12,11,43,34
"N00002751",234,5,42,23,19,18,2,3,37,27,11,13,39,42
"N00002752",215,22,9,7,2,13,4,18,50,30,25,10,31,25
"N00002753",388,49,17,9,8,48,7,42,111,42,38,17,44,22
"N00002754",309,36,11,8,3,39,5,31,86,41,31,13,33,19
"N00002755",376,46,41,39,2,39,16,30,99,43,40,15,34,19
"N00002756",235,34,6,4,2,15,12,22,70,48,10,11,32,9
"N00002757",346,37,14,5,9,28,6,31,89,44,26,23,51,34
"N00002758",186,5,14,10,4,12,1,4,36,29,14,21,29,26
"N00002759",231,17,10,5,5,21,2,15,58,35,15,17,33,25
"N00002760",231,26,9,5,4,31,1,25,58,34,18,19,23,13
"N00002761",729,104,16,6,10,74,22,82,210,117,68,43,55,42
"N00002762",264,42,10,4,6,24,6,36,88,37,24,12,15,12
"N00002763",283,26,11,10,1,32,5,21,64,40,51,7,26,26
"N00002764",325,31,11,6,5,30,6,25,76,39,58,19,25,36
"N00002765",272,22,18,14,4,25,6,16,50,39,50,22,28,18
"N00002766",354,23,12,10,2,23,2,21,84,41,76,27,36,32
"N00002767",269,20,16,10,6,24,4,16,57,29,46,15,29,33
"N00002768",266,9,24,21,3,22,1,8,43,35,36,23,40,34
"N00002769",352,32,15,10,5,36,5,27,77,42,70,16,34,30
"N00002770",355,21,13,9,4,45,4,17,74,45,75,19,39,24
"N00002771",194,3,20,15,5,16,0,3,29,16,15,22,37,36
"N00002772",210,13,12,7,5,19,1,12,42,33,40,15,22,14
"N00002773",132,3,15,9,6,9,0,3,20,14,13,9,25,24
"N00002774",454,61,13,9,4,48,16,45,119,58,72,24,35,24
"N00002775",334,34,14,12,2,32,2,32,82,42,50,16,42,22
"N00002776",207,8,11,8,3,20,2,6,58,27,22,18,22,21
"N00002777",170,8,26,15,11,24,2,6,13,8,15,16,29,31
"N00002778",187,12,26,12,14,6,2,10,29,15,18,21,34,26
"N00002779",346,28,18,11,7,25,10,18,75,39,71,26,39,25
"N00002780",260,25,15,11,4,16,5,20,63,26,37,22,26,30
"N00002781",296,37,11,8,3,21,7,30,82,39,48,16,24,18
"N00002782",362,35,14,10,4,39,4,31,87,46,59,24,28,30
"N00002783",316,26,9,8,1,40,6,20,71,39,48,12,43,28
"N00002784",388,20,10,6,4,47,4,16,72,48,80,17,51,43
"N00002785",412,30,41,24,17,38,7,23,60,40,87,18,55,43
"N00002786",379,29,23,13,10,48,1,28,62,42,70,20,45,40
"N00002787",336,15,26,14,12,40,1,14,44,22,71,20,47,51
"N00002788",293,31,16,12,4,34,4,27,46,23,47,15,50,31
"N00002789",374,26,41,35,6,33,4,22,66,39,55,17,50,47
"N00002790",361,24,13,8,5,30,2,22,74,41,42,30,55,52
"N00002791",305,33,10,5,5,33,8,25,78,31,47,17,30,26
"N00002792",343,16,17,13,4,37,2,14,58,32,81,22,42,38
"N00002793",330,14,44,39,5,35,4,10,51,20,42,25,49,50
"N00002794",373,30,26,24,2,37,11,19,54,33,66,21,48,58
"N00002795",365,14,31,24,7,42,6,8,50,32,56,32,56,52
"N00002796",374,17,40,35,5,30,1,16,46,35,64,23,55,64
"N00002797",403,34,14,12,2,43,6,28,69,41,85,27,46,44
"N00002798",306,21,15,10,5,36,6,15,58,27,50,20,39,40
"N00002799",236,7,23,13,10,20,2,5,28,24,33,14,46,41
"N00002800",306,15,22,16,6,28,1,14,64,35,46,25,35,36
"N00002801",366,20,18,16,2,49,6,14,72,33,53,27,46,48
"N00002802",332,17,13,9,4,30,5,12,51,36,54,26,56,49
"N00002803",353,19,22,17,5,25,3,16,67,30,47,22,49,72
"N00002804",267,10,29,24,5,17,4,6,35,21,35,13,46,61
"N00002805",269,13,23,17,6,22,4,9,26,26,32,12,62,53
"N00002806",350,25,20,14,6,31,6,19,57,46,53,32,51,35
"N00002807",279,26,15,13,2,29,6,20,43,27,58,13,38,30
"N00002808",357,29,32,27,5,24,4,25,65,35,59,24,44,45
"N00002809",330,20,17,15,2,41,1,19,65,41,56,23,37,30
"N00002810",252,14,30,28,2,25,2,12,43,18,27,22,28,45
"N00002811",241,17,20,17,3,17,6,11,48,23,32,6,32,46
"N00002812",282,17,24,19,5,31,3,14,36,19,43,23,41,48
"N00002813",301,9,39,29,10,24,1,8,37,27,47,22,45,51
"N00002814",336,19,46,41,5,24,3,16,39,23,17,28,74,66
"N00002815",228,4,42,35,7,11,0,4,18,14,9,12,51,67
"N00002816",274,11,25,15,10,22,4,7,33,24,18,30,49,62
"N00002817",450,18,45,29,16,41,3,15,63,26,35,31,106,85
"N00002818",349,4,50,37,13,16,0,4,29,18,15,25,89,103
"N00002819",340,4,51,43,8,29,2,2,26,24,18,23,77,88
"N00002820",429,31,28,20,8,25,8,23,70,36,86,38,55,60
"N00002821",329,26,11,5,6,32,4,22,54,40,75,19,37,35
"N00002822",287,14,27,19,8,35,2,12,41,30,26,22,43,49
"N00002823",310,14,28,18,10,23,6,8,35,27,40,24,66,53
"N00002824",257,15,23,16,7,14,1,14,30,26,45,19,46,39
"N00002825",462,32,25,20,5,47,0,32,80,51,85,27,61,54
"N00002826",296,26,14,11,3,14,5,21,51,35,70,17,37,32
