"Geography_Code","NM_1553_1_0","NM_1553_1_1","NM_1553_1_2","NM_1553_1_3","NM_1553_1_4","NM_1553_1_5","NM_1553_1_6","NM_1553_1_7","NM_1553_1_8"
"N00004036",117,45,28,22,17,4,1,0,0
"N00004037",138,53,36,27,13,6,2,1,0
"N00004038",123,46,44,22,6,3,0,1,1
"N00004039",124,44,38,15,20,3,3,1,0
"N00004040",121,31,46,15,18,9,1,0,1
"N00004041",130,45,43,18,16,5,1,1,1
"N00004042",220,36,88,34,44,12,6,0,0
"N00004043",129,24,36,30,26,12,0,1,0
"N00004044",133,47,49,12,18,5,2,0,0
"N00004045",147,38,55,26,20,7,1,0,0
"N00004046",125,41,38,20,16,9,1,0,0
"N00004047",333,25,85,64,113,37,8,0,1
"N00004048",151,12,44,29,45,19,2,0,0
"N00004049",177,27,61,30,43,15,1,0,0
"N00004050",351,71,104,59,73,36,3,2,3
"N00004051",306,24,81,67,80,43,8,2,1
"N00004052",132,29,52,18,22,11,0,0,0
"N00004053",121,25,46,27,13,10,0,0,0
"N00004054",183,43,61,28,30,15,4,1,1
"N00004055",104,35,35,17,12,4,0,0,1
"N00004056",138,20,30,27,41,18,2,0,0
"N00004057",134,20,46,24,26,14,4,0,0
"N00004058",447,80,146,72,95,45,8,1,0
"N00004059",544,103,193,94,98,43,8,3,2
"N00004060",459,99,142,100,66,37,14,1,0
"N00004061",195,17,49,38,59,22,6,3,1
"N00004062",143,7,27,41,37,25,6,0,0
"N00004063",306,47,107,68,59,19,6,0,0
"N00004064",200,17,59,45,57,18,4,0,0
"N00004065",124,68,30,14,8,2,2,0,0
"N00004066",125,48,47,19,9,2,0,0,0
"N00004067",116,41,33,22,15,4,1,0,0
"N00004068",127,42,35,26,21,3,0,0,0
"N00004069",109,35,32,24,12,4,2,0,0
"N00004070",110,47,36,17,7,3,0,0,0
"N00004071",135,59,33,22,15,5,1,0,0
"N00004072",119,24,31,30,18,8,6,0,2
"N00004073",373,73,97,75,79,37,10,1,1
"N00004074",143,48,43,20,21,9,2,0,0
"N00004075",147,23,42,32,30,16,4,0,0
"N00004076",128,35,39,19,26,9,0,0,0
"N00004077",131,18,51,25,29,5,1,0,2
"N00004078",132,38,45,21,23,4,1,0,0
"N00004079",133,43,52,19,17,2,0,0,0
"N00004080",129,36,45,26,12,8,1,0,1
"N00004081",129,42,33,32,17,3,2,0,0
"N00004082",165,55,46,34,24,5,1,0,0
"N00004083",134,40,49,24,11,7,2,1,0
"N00004084",136,40,55,15,11,12,3,0,0
"N00004085",396,139,130,64,45,14,1,3,0
"N00004086",126,64,32,20,7,3,0,0,0
"N00004087",231,45,75,46,39,19,7,0,0
"N00004088",149,40,45,30,24,10,0,0,0
"N00004089",121,34,37,17,23,8,2,0,0
"N00004090",152,37,46,32,25,11,1,0,0
"N00004091",144,40,57,16,17,11,3,0,0
"N00004092",132,38,64,14,12,3,1,0,0
"N00004093",211,105,74,18,10,4,0,0,0
"N00004094",228,68,65,44,31,14,3,3,0
"N00004095",123,43,28,28,15,6,3,0,0
"N00004096",119,55,26,21,11,4,2,0,0
"N00004097",202,40,74,37,32,7,8,3,1
"N00004098",138,68,31,19,14,3,1,2,0
"N00004099",269,94,110,40,18,6,0,0,1
"N00004100",156,73,38,20,16,8,1,0,0
"N00004101",124,64,45,8,6,1,0,0,0
"N00004102",155,43,61,33,13,2,1,1,1
"N00004103",113,67,29,12,4,1,0,0,0
"N00004104",91,43,24,7,10,4,2,1,0
"N00004105",153,119,30,2,2,0,0,0,0
"N00004106",137,87,33,6,10,0,1,0,0
"N00004107",111,48,42,11,8,2,0,0,0
"N00004108",127,49,38,26,8,3,3,0,0
"N00004109",126,55,36,15,15,4,0,1,0
"N00004110",134,40,44,24,18,7,1,0,0
"N00004111",133,19,60,26,19,7,1,1,0
"N00004112",142,11,55,29,32,13,2,0,0
"N00004113",224,25,69,49,55,23,3,0,0
"N00004114",117,26,37,25,18,8,3,0,0
"N00004115",127,12,35,21,45,11,1,1,1
"N00004116",215,23,35,58,67,23,7,2,0
"N00004117",149,7,30,34,47,28,3,0,0
"N00004118",122,25,46,31,12,6,2,0,0
"N00004119",127,23,48,28,19,8,0,1,0
"N00004120",100,33,32,21,10,1,2,1,0
"N00004121",129,13,44,31,30,10,1,0,0
"N00004122",130,14,38,34,33,11,0,0,0
"N00004123",152,48,60,21,15,6,2,0,0
"N00004124",132,38,49,20,16,6,3,0,0
"N00004125",142,38,50,24,23,4,1,0,2
"N00004126",125,46,30,25,14,8,0,1,1
"N00004127",131,40,38,22,15,14,2,0,0
"N00004128",144,40,40,24,26,10,3,0,1
"N00004129",119,18,56,14,21,8,2,0,0
"N00004130",121,35,40,20,17,7,2,0,0
"N00004131",127,35,50,20,18,2,2,0,0
"N00004132",129,28,53,14,21,10,3,0,0
"N00004133",122,25,45,19,26,6,1,0,0
"N00004134",120,22,43,28,18,4,2,3,0
"N00004135",132,30,44,21,23,12,2,0,0
"N00004136",146,11,61,33,36,4,1,0,0
"N00004137",140,21,58,23,27,6,4,0,1
"N00004138",141,32,50,25,25,9,0,0,0
"N00004139",262,50,94,50,49,14,4,0,1
"N00004140",149,19,52,35,35,6,2,0,0
"N00004141",129,45,40,18,19,3,3,0,1
"N00004142",123,29,43,29,17,5,0,0,0
"N00004143",124,24,47,20,19,12,1,1,0
"N00004144",238,72,65,42,38,16,5,0,0
"N00004145",121,27,44,21,21,6,1,1,0
"N00004146",130,20,40,31,28,11,0,0,0
"N00004147",126,20,44,25,23,9,3,2,0
"N00004148",117,74,32,3,4,3,1,0,0
"N00004149",124,23,67,21,10,2,1,0,0
"N00004150",241,91,89,27,26,8,0,0,0
"N00004151",130,39,58,17,13,3,0,0,0
"N00004152",123,57,39,11,13,1,2,0,0
"N00004153",142,23,62,32,18,5,2,0,0
"N00004154",110,31,42,16,15,6,0,0,0
"N00004155",143,60,42,21,18,1,1,0,0
"N00004156",108,38,36,22,7,4,0,0,1
"N00004157",187,35,73,38,30,8,3,0,0
"N00004158",178,38,79,30,24,6,1,0,0
"N00004159",66,34,12,12,5,2,1,0,0
"N00004160",94,41,20,19,7,6,1,0,0
"N00004161",119,35,33,25,13,8,4,1,0
"N00004162",111,58,26,19,5,3,0,0,0
"N00004163",136,18,44,31,31,7,5,0,0
"N00004164",136,15,40,23,47,11,0,0,0
"N00004165",142,21,28,40,40,11,2,0,0
"N00004166",122,47,41,18,12,3,1,0,0
"N00004167",189,83,59,25,14,3,3,2,0
"N00004168",118,70,27,11,4,5,1,0,0
"N00004169",128,27,52,21,22,5,1,0,0
"N00004170",127,41,39,22,18,7,0,0,0
"N00004171",131,13,83,16,14,4,1,0,0
"N00004172",123,45,49,14,13,2,0,0,0
"N00004173",124,42,48,21,8,4,1,0,0
"N00004174",112,33,38,12,19,8,2,0,0
"N00004175",108,27,31,19,22,8,1,0,0
"N00004176",220,113,68,13,16,7,2,1,0
"N00004177",86,51,16,8,6,5,0,0,0
"N00004178",119,27,37,20,27,7,1,0,0
"N00004179",160,62,53,17,18,8,1,1,0
"N00004180",112,22,50,17,16,6,1,0,0
"N00004181",104,25,34,18,17,8,2,0,0
"N00004182",132,32,48,17,19,11,4,1,0
"N00004183",83,68,15,0,0,0,0,0,0
"N00004184",114,31,44,21,13,4,1,0,0
"N00004185",327,102,139,36,39,8,3,0,0
"N00004186",141,53,41,24,18,4,1,0,0
"N00004187",175,79,63,12,13,7,1,0,0
"N00004188",125,43,33,25,17,5,2,0,0
"N00004189",114,47,47,13,5,0,2,0,0
"N00004190",215,82,72,34,18,9,0,0,0
"N00004191",261,89,75,42,44,9,2,0,0
"N00004192",134,44,45,27,11,6,1,0,0
"N00004193",122,41,37,13,20,10,1,0,0
"N00004194",109,29,48,14,13,4,0,1,0
"N00004195",115,31,36,25,17,6,0,0,0
"N00004196",338,44,93,70,94,31,5,0,1
"N00004197",112,43,29,25,9,5,0,0,1
"N00004198",111,48,25,18,11,4,4,1,0
"N00004199",293,62,96,48,63,19,4,1,0
"N00004200",123,14,30,24,33,17,3,2,0
"N00004201",123,29,33,24,30,6,0,0,1
"N00004202",139,31,51,26,25,5,1,0,0
"N00004203",119,23,36,25,25,8,2,0,0
"N00004204",128,27,51,25,17,6,2,0,0
"N00004205",118,30,43,22,14,8,0,1,0
"N00004206",123,42,34,26,12,7,2,0,0
"N00004207",133,34,46,21,21,9,2,0,0
"N00004208",190,51,54,42,26,10,4,3,0
"N00004209",231,39,79,37,56,12,4,3,1
"N00004210",148,50,59,20,14,5,0,0,0
"N00004211",296,73,125,58,26,11,3,0,0
"N00004212",756,181,239,139,140,41,10,2,4
"N00004213",149,45,68,16,15,2,1,0,2
"N00004214",145,70,40,16,15,3,0,1,0
"N00004215",119,22,37,24,25,10,1,0,0
"N00004216",210,83,78,24,18,6,0,1,0
"N00004217",129,54,46,19,7,2,1,0,0
"N00004218",115,31,41,26,13,3,1,0,0
"N00004219",124,26,46,21,22,6,3,0,0
"N00004220",122,30,50,14,16,10,2,0,0
"N00004221",129,27,52,19,22,6,2,1,0
"N00004222",136,27,60,20,17,12,0,0,0
"N00004223",107,27,36,20,18,6,0,0,0
"N00004224",127,33,55,12,14,11,2,0,0
"N00004225",116,31,45,19,15,4,2,0,0
"N00004226",141,37,64,13,19,7,0,1,0
"N00004227",114,21,56,20,14,2,1,0,0
"N00004228",306,73,129,38,46,17,3,0,0
"N00004229",137,42,46,18,19,10,2,0,0
"N00004230",120,26,53,18,16,6,1,0,0
"N00004231",126,28,55,18,14,8,3,0,0
"N00004232",117,34,54,17,9,2,0,1,0
"N00004233",138,38,56,21,17,5,1,0,0
"N00004234",118,35,47,15,18,2,1,0,0
"N00004235",113,18,52,15,17,7,4,0,0
"N00004236",113,21,44,16,13,15,3,1,0
"N00004237",114,31,44,12,15,10,1,1,0
"N00004238",134,37,35,28,20,10,3,1,0
"N00004239",117,36,43,13,19,2,3,1,0
"N00004240",118,26,43,22,15,8,3,1,0
"N00004241",116,29,41,25,17,4,0,0,0
"N00004242",130,24,62,14,19,6,4,1,0
"N00004243",127,40,41,33,8,4,1,0,0
"N00004244",93,48,21,15,5,2,1,1,0
"N00004245",177,72,70,21,12,1,1,0,0
"N00004246",130,34,45,24,15,8,3,0,1
"N00004247",131,27,56,23,21,1,3,0,0
"N00004248",134,67,43,15,8,0,1,0,0
"N00004249",144,72,46,14,8,4,0,0,0
"N00004250",117,50,29,23,13,1,0,0,1
"N00004251",139,71,32,18,13,4,1,0,0
"N00004252",121,23,52,18,21,5,2,0,0
"N00004253",121,25,53,18,19,5,0,1,0
"N00004254",118,26,50,18,17,6,1,0,0
"N00004255",105,34,45,11,13,2,0,0,0
"N00004256",402,111,205,31,40,14,1,0,0
"N00004257",128,57,54,10,4,3,0,0,0
"N00004258",151,64,50,21,4,9,1,2,0
"N00004259",108,49,38,11,9,1,0,0,0
"N00004260",138,31,63,22,20,1,1,0,0
"N00004261",125,62,39,10,8,5,1,0,0
"N00004262",123,48,30,32,9,3,0,0,1
"N00004263",117,60,27,18,9,3,0,0,0
"N00004264",300,155,91,33,14,4,2,0,1
"N00004265",98,35,29,16,10,7,1,0,0
"N00004266",129,35,40,21,22,8,3,0,0
"N00004267",257,92,83,42,26,11,2,1,0
"N00004268",136,44,41,24,15,10,0,1,1
"N00004269",140,52,44,18,14,7,4,0,1
"N00004270",149,54,55,17,19,2,2,0,0
"N00004271",138,56,43,26,7,3,2,1,0
"N00004272",116,43,36,17,14,6,0,0,0
"N00004273",253,167,54,13,15,4,0,0,0
"N00004274",129,43,46,18,13,3,3,2,1
"N00004275",143,69,40,16,12,4,2,0,0
"N00004276",179,52,57,20,27,16,5,2,0
"N00004277",120,27,43,21,17,12,0,0,0
"N00004278",121,42,40,17,15,4,3,0,0
"N00004279",137,41,48,20,13,14,1,0,0
"N00004280",127,43,33,15,20,14,1,1,0
"N00004281",168,38,59,32,25,12,2,0,0
"N00004282",154,107,29,12,2,4,0,0,0
"N00004283",133,30,48,19,25,9,2,0,0
"N00004284",150,32,61,28,20,8,1,0,0
"N00004285",118,25,42,18,14,16,3,0,0
"N00004286",119,24,41,20,22,9,3,0,0
"N00004287",253,75,78,49,28,15,6,2,0
"N00004288",112,59,22,16,8,5,2,0,0
"N00004289",111,47,33,21,6,4,0,0,0
"N00004290",269,117,74,43,24,9,2,0,0
"N00004291",164,58,57,29,16,4,0,0,0
"N00004292",91,37,25,11,7,10,1,0,0
"N00004293",134,71,41,9,9,4,0,0,0
"N00004294",229,16,59,57,72,23,2,0,0
"N00004295",130,38,64,13,10,4,1,0,0
"N00004296",136,43,52,15,20,4,1,0,1
"N00004297",147,50,51,21,17,7,0,1,0
"N00004298",134,15,55,20,20,19,4,1,0
"N00004299",196,55,65,29,30,15,2,0,0
"N00004300",110,58,45,3,3,0,1,0,0
"N00004301",150,36,64,19,15,15,1,0,0
"N00004302",173,44,75,21,22,7,4,0,0
"N00004303",103,21,34,21,20,4,3,0,0
"N00004304",121,21,52,23,12,12,1,0,0
"N00004305",103,17,46,20,16,4,0,0,0
"N00004306",207,97,66,22,17,4,0,1,0
"N00004307",132,63,35,17,15,2,0,0,0
"N00004308",119,46,32,22,10,8,1,0,0
"N00004309",118,37,61,9,8,2,0,1,0
"N00004310",107,26,48,14,16,3,0,0,0
"N00004311",122,57,46,11,7,1,0,0,0
"N00004312",123,30,42,25,17,7,2,0,0
"N00004313",118,49,31,20,15,2,0,1,0
"N00004314",304,125,101,46,24,8,0,0,0
"N00004315",110,38,35,24,7,4,2,0,0
"N00004316",115,28,36,25,20,6,0,0,0
"N00004317",127,39,47,28,13,0,0,0,0
"N00004318",107,29,38,16,17,7,0,0,0
"N00004319",127,41,43,21,15,7,0,0,0
"N00004320",198,100,55,25,13,5,0,0,0
"N00004321",255,49,94,59,33,16,4,0,0
"N00004322",136,29,54,30,20,1,2,0,0
"N00004323",149,31,57,36,18,5,2,0,0
"N00004324",131,64,42,8,13,2,1,1,0
"N00004325",127,44,45,20,13,5,0,0,0
"N00004326",136,42,58,22,10,2,1,1,0
"N00004327",131,45,49,24,8,3,2,0,0
"N00004328",119,25,48,22,19,4,0,1,0
"N00004329",117,35,40,21,17,1,1,0,2
"N00004330",115,22,44,26,14,8,1,0,0
"N00004331",126,34,43,25,16,8,0,0,0
"N00004332",133,47,36,23,17,9,1,0,0
"N00004333",133,60,42,15,13,2,1,0,0
"N00004334",111,51,30,11,13,4,0,1,1
"N00004335",126,78,18,19,7,3,1,0,0
"N00004336",122,28,40,22,23,6,0,2,1
"N00004337",113,51,20,19,14,9,0,0,0
"N00004338",120,28,33,13,20,12,9,3,2
"N00004339",178,31,44,32,41,21,8,1,0
"N00004340",145,22,44,27,25,15,10,2,0
"N00004341",146,33,35,20,32,16,8,2,0
"N00004342",272,81,75,37,42,17,12,6,2
"N00004343",100,22,26,22,21,9,0,0,0
"N00004344",112,44,33,17,10,8,0,0,0
"N00004345",143,43,45,23,23,6,2,0,1
"N00004346",148,47,35,25,29,6,2,4,0
"N00004347",159,32,49,24,30,15,7,0,2
"N00004348",107,49,36,11,6,4,0,0,1
"N00004349",114,38,40,20,6,10,0,0,0
"N00004350",369,87,80,63,69,49,17,2,2
"N00004351",157,21,34,29,31,24,11,3,4
"N00004352",181,22,45,26,45,31,6,3,3
"N00004353",152,25,34,26,32,22,10,2,1
"N00004354",132,32,31,21,25,12,8,2,1
"N00004355",148,35,63,26,12,9,2,0,1
"N00004356",115,37,36,23,10,6,3,0,0
"N00004357",520,119,137,96,95,51,18,3,1
"N00004358",123,34,39,20,25,4,1,0,0
"N00004359",364,70,102,68,66,36,18,3,1
"N00004360",211,67,78,25,21,13,4,2,1
"N00004361",272,145,71,30,16,8,1,1,0
"N00004362",262,69,95,38,42,9,7,2,0
"N00004363",148,28,35,25,28,14,16,0,2
"N00004364",135,25,37,13,28,24,8,0,0
"N00004365",185,37,47,36,30,25,7,2,1
"N00004366",123,49,33,24,10,2,4,1,0
"N00004367",267,95,68,34,32,19,10,6,3
"N00004368",155,23,37,27,39,18,9,0,2
"N00004369",129,21,34,18,31,15,9,1,0
"N00004370",190,42,40,34,28,23,13,8,2
"N00004371",144,26,35,30,30,9,9,3,2
"N00004372",140,24,28,16,27,26,16,1,2
"N00004373",154,33,34,18,30,23,12,4,0
"N00004374",150,32,30,25,25,30,7,0,1
"N00004375",338,109,97,43,50,18,20,1,0
"N00004376",145,34,23,31,25,22,6,3,1
"N00004377",156,40,34,20,31,17,11,2,1
"N00004378",119,69,25,15,4,5,1,0,0
"N00004379",117,40,34,23,12,6,2,0,0
"N00004380",121,24,45,22,20,10,0,0,0
"N00004381",129,40,46,16,23,4,0,0,0
"N00004382",176,64,52,38,19,3,0,0,0
"N00004383",138,65,37,14,17,4,1,0,0
"N00004384",116,40,40,19,11,6,0,0,0
"N00004385",98,21,25,21,22,6,2,1,0
"N00004386",139,20,43,14,28,27,6,1,0
"N00004387",134,28,45,26,25,8,2,0,0
"N00004388",144,25,51,19,21,17,6,2,3
"N00004389",145,21,34,21,29,24,14,1,1
"N00004390",143,30,32,21,33,14,11,2,0
"N00004391",157,32,41,15,28,23,15,3,0
"N00004392",136,41,36,21,21,12,4,0,1
"N00004393",143,56,44,21,9,9,2,2,0
"N00004394",106,48,33,14,6,5,0,0,0
"N00004395",122,63,31,13,9,4,2,0,0
"N00004396",156,33,42,26,31,18,5,1,0
"N00004397",145,60,39,13,12,11,9,0,1
"N00004398",173,35,35,35,31,21,14,0,2
"N00004399",178,18,43,28,46,23,14,4,2
"N00004400",168,29,54,23,31,21,7,2,1
"N00004401",268,61,75,48,43,24,15,1,1
"N00004402",423,97,125,82,68,38,12,1,0
"N00004403",119,21,30,24,27,9,8,0,0
"N00004404",293,80,98,57,39,10,7,2,0
"N00004405",283,117,70,44,28,12,10,1,1
"N00004406",169,63,32,26,29,14,5,0,0
"N00004407",120,25,35,14,29,12,4,1,0
"N00004408",125,28,41,33,11,8,4,0,0
"N00004409",145,32,32,26,23,19,9,1,3
"N00004410",255,78,63,45,40,18,10,1,0
"N00004411",171,37,48,28,34,21,3,0,0
"N00004412",162,42,48,22,28,16,6,0,0
"N00004413",121,68,30,15,4,3,1,0,0
"N00004414",79,33,31,7,6,0,0,2,0
"N00004415",447,183,92,80,53,22,10,4,3
"N00004416",242,70,65,39,42,16,7,3,0
"N00004417",166,30,45,22,39,18,10,2,0
"N00004418",170,32,43,31,28,25,8,3,0
"N00004419",153,36,31,23,27,25,9,2,0
"N00004420",168,30,43,25,33,23,12,1,1
"N00004421",141,36,45,24,15,14,4,2,1
"N00004422",156,35,27,33,26,15,15,4,1
"N00004423",136,22,34,15,19,26,15,5,0
"N00004424",143,33,40,23,25,14,8,0,0
"N00004425",161,30,31,30,32,27,9,2,0
"N00004426",150,23,43,27,22,17,13,3,2
"N00004427",145,52,30,12,21,18,9,3,0
"N00004428",134,29,35,23,17,23,6,1,0
"N00004429",158,27,32,20,35,25,13,4,2
"N00004430",152,27,24,24,26,31,12,3,5
"N00004431",157,33,32,23,30,20,14,5,0
"N00004432",97,76,13,5,2,1,0,0,0
"N00004433",262,81,89,44,27,17,2,2,0
"N00004434",210,106,52,28,16,7,1,0,0
"N00004435",138,37,50,19,17,12,3,0,0
"N00004436",124,25,38,17,17,14,8,4,1
"N00004437",118,39,26,18,14,13,6,1,1
"N00004438",157,28,32,18,26,30,18,3,2
"N00004439",176,39,38,22,32,26,14,3,2
"N00004440",146,18,27,23,35,22,14,5,2
"N00004441",173,41,34,20,35,27,13,0,3
"N00004442",162,29,28,27,39,21,12,2,4
"N00004443",185,29,45,29,29,35,14,2,2
"N00004444",131,43,33,27,10,11,6,1,0
"N00004445",140,38,27,23,26,16,10,0,0
"N00004446",176,44,53,37,27,11,4,0,0
"N00004447",148,45,44,28,16,12,3,0,0
"N00004448",171,32,51,32,36,10,7,2,1
"N00004449",160,34,55,20,32,12,5,0,2
"N00004450",146,33,49,23,25,12,2,0,2
"N00004451",193,33,36,35,43,26,15,5,0
"N00004452",129,36,48,26,12,5,1,0,1
"N00004453",125,27,42,28,17,7,4,0,0
"N00004454",120,33,35,28,11,9,4,0,0
"N00004455",124,38,29,34,15,2,4,1,1
"N00004456",128,38,39,30,14,6,1,0,0
"N00004457",125,22,57,27,13,5,1,0,0
"N00004458",128,43,43,13,10,14,3,2,0
"N00004459",334,124,79,47,42,27,9,4,2
"N00004460",118,51,35,17,7,6,1,1,0
"N00004461",161,47,53,26,19,10,4,2,0
"N00004462",143,67,28,27,14,4,2,1,0
"N00004463",159,38,44,24,18,23,8,4,0
"N00004464",146,41,38,28,25,11,3,0,0
"N00004465",154,30,46,23,28,18,8,1,0
"N00004466",151,39,38,32,21,12,6,2,1
"N00004467",141,31,33,22,29,15,7,2,2
"N00004468",160,30,31,28,38,23,8,1,1
"N00004469",138,41,31,23,24,9,6,3,1
"N00004470",132,50,35,20,16,11,0,0,0
"N00004471",144,45,30,23,23,11,11,1,0
"N00004472",244,51,51,43,54,25,14,4,2
"N00004473",111,23,20,17,25,14,7,1,4
"N00004474",410,183,107,50,43,18,8,0,1
"N00004475",130,63,30,19,10,2,5,1,0
"N00004476",119,40,40,21,11,3,4,0,0
"N00004477",127,32,47,16,22,6,4,0,0
"N00004478",193,47,43,33,38,18,11,2,1
"N00004479",175,26,44,36,38,24,7,0,0
"N00004480",169,33,51,32,33,13,6,1,0
"N00004481",199,44,50,33,47,18,6,0,1
"N00004482",131,54,29,20,15,10,3,0,0
"N00004483",143,43,36,27,15,16,5,1,0
"N00004484",220,46,69,40,35,18,8,3,1
"N00004485",143,42,32,19,23,14,9,4,0
"N00004486",152,70,37,24,9,4,4,3,1
"N00004487",143,36,31,14,24,20,15,3,0
"N00004488",143,32,34,20,25,17,12,2,1
"N00004489",133,44,27,22,24,10,5,1,0
"N00004490",185,43,46,40,31,19,5,1,0
"N00004491",147,49,42,25,17,11,1,1,1
"N00004492",129,33,43,19,18,12,4,0,0
"N00004493",153,33,50,23,33,11,3,0,0
"N00004494",137,59,33,18,18,6,2,1,0
"N00004495",130,35,42,24,9,10,8,2,0
"N00004496",331,77,91,63,59,34,7,0,0
"N00004497",177,77,43,29,16,8,2,2,0
"N00004498",539,114,142,109,100,54,15,3,2
"N00004499",111,61,33,7,5,2,2,1,0
"N00004500",104,69,16,14,2,0,2,0,1
"N00004501",138,30,30,17,24,19,15,2,1
"N00004502",106,24,27,8,24,13,6,3,1
"N00004503",123,21,27,14,28,19,12,1,1
"N00004504",115,53,22,9,20,7,3,0,1
"N00004505",134,25,34,24,23,16,8,4,0
"N00004506",129,30,34,23,22,13,7,0,0
"N00004507",123,41,38,20,17,3,3,1,0
"N00004508",260,65,82,52,31,20,8,2,0
"N00004509",112,39,27,20,12,12,1,0,1
"N00004510",128,34,48,16,15,10,3,0,2
"N00004511",100,38,26,20,9,4,2,1,0
"N00004512",145,25,48,26,29,11,3,0,3
"N00004513",148,34,43,17,28,16,6,0,4
"N00004514",204,32,57,39,37,29,9,1,0
"N00004515",132,22,38,22,29,15,3,2,1
"N00004516",137,23,50,21,22,11,8,2,0
"N00004517",132,27,33,16,27,17,8,4,0
"N00004518",126,44,43,18,10,6,3,2,0
"N00004519",118,23,35,28,11,11,8,1,1
"N00004520",366,49,96,74,88,40,17,1,1
"N00004521",133,42,42,26,14,7,2,0,0
"N00004522",115,20,34,19,24,14,3,0,1
"N00004523",129,22,37,22,29,14,5,0,0
"N00004524",111,37,37,16,12,8,1,0,0
"N00004525",139,22,46,26,31,12,2,0,0
"N00004526",142,26,38,19,39,16,3,1,0
"N00004527",125,32,35,23,17,10,7,1,0
"N00004528",147,23,35,22,36,18,9,1,3
"N00004529",106,18,40,15,20,9,4,0,0
"N00004530",133,32,41,23,18,12,7,0,0
"N00004531",151,34,46,23,35,10,3,0,0
"N00004532",138,24,40,26,29,13,6,0,0
"N00004533",116,30,33,23,16,12,2,0,0
"N00004534",410,78,95,91,83,46,15,1,1
"N00004535",319,89,90,49,47,29,15,0,0
"N00004536",124,57,27,19,15,4,1,0,1
"N00004537",121,65,25,20,9,1,1,0,0
