"Geography_Code","NM_1553_1_0","NM_1553_1_1","NM_1553_1_2","NM_1553_1_3","NM_1553_1_4","NM_1553_1_5","NM_1553_1_6","NM_1553_1_7","NM_1553_1_8"
"N00002299",149,41,44,29,21,12,2,0,0
"N00002300",318,66,117,60,48,24,2,1,0
"N00002301",242,44,80,51,37,18,8,4,0
"N00002302",221,26,72,38,62,17,3,2,1
"N00002303",158,25,46,38,31,16,2,0,0
"N00002304",88,25,32,7,16,5,2,1,0
"N00002305",311,71,109,57,50,14,10,0,0
"N00002306",524,110,148,111,109,33,10,1,2
"N00002307",134,26,39,25,28,12,2,1,1
"N00002308",124,29,34,22,32,5,1,1,0
"N00002309",101,36,27,23,11,3,1,0,0
"N00002310",103,34,40,13,15,1,0,0,0
"N00002311",119,30,44,23,15,5,1,1,0
"N00002312",137,46,44,27,10,9,0,0,1
"N00002313",140,46,52,24,10,8,0,0,0
"N00002314",121,38,38,26,14,4,1,0,0
"N00002315",145,37,61,18,15,13,1,0,0
"N00002316",116,42,41,12,21,0,0,0,0
"N00002317",118,24,41,21,25,7,0,0,0
"N00002318",169,45,78,27,14,5,0,0,0
"N00002319",260,55,82,42,56,21,4,0,0
"N00002320",131,36,51,25,12,4,3,0,0
"N00002321",117,29,44,14,21,7,2,0,0
"N00002322",125,28,54,18,16,6,3,0,0
"N00002323",132,25,57,22,18,8,1,0,1
"N00002324",106,18,39,17,24,5,1,0,2
"N00002325",173,30,63,45,21,10,2,1,1
"N00002326",130,35,53,18,13,7,3,1,0
"N00002327",460,67,147,99,105,34,7,1,0
"N00002328",130,25,38,25,27,12,2,1,0
"N00002329",135,49,38,16,21,8,2,1,0
"N00002330",215,30,71,46,41,21,3,2,1
"N00002331",199,29,58,41,37,23,7,2,2
"N00002332",159,51,57,22,20,5,4,0,0
"N00002333",149,38,42,23,31,10,5,0,0
"N00002334",125,24,41,25,20,9,3,3,0
"N00002335",202,43,69,33,33,16,8,0,0
"N00002336",132,42,40,19,18,8,4,1,0
"N00002337",139,36,40,28,24,8,2,1,0
"N00002338",109,32,40,13,12,8,4,0,0
"N00002339",116,29,33,26,20,5,3,0,0
"N00002340",114,29,35,17,22,9,2,0,0
"N00002341",100,29,33,21,10,4,3,0,0
"N00002342",115,40,27,19,19,7,1,1,1
"N00002343",117,19,34,17,26,18,3,0,0
"N00002344",182,72,52,38,13,6,1,0,0
"N00002345",153,80,36,14,15,4,2,2,0
"N00002346",114,45,40,18,3,4,4,0,0
"N00002347",280,72,105,46,35,14,8,0,0
"N00002348",169,81,38,28,14,7,1,0,0
"N00002349",113,39,39,20,9,4,1,0,1
"N00002350",96,41,35,11,9,0,0,0,0
"N00002351",418,61,101,81,83,69,16,5,2
"N00002352",137,59,41,14,12,7,2,2,0
"N00002353",647,109,197,145,118,56,20,2,0
"N00002354",151,49,39,21,24,16,2,0,0
"N00002355",112,36,31,19,14,7,3,2,0
"N00002356",140,21,40,32,30,11,5,1,0
"N00002357",146,65,25,18,20,10,7,1,0
"N00002358",110,42,38,11,14,3,0,2,0
"N00002359",118,51,31,15,13,3,5,0,0
"N00002360",115,47,37,18,7,5,1,0,0
"N00002361",116,29,42,16,17,7,4,1,0
"N00002362",113,47,28,20,14,2,1,1,0
"N00002363",108,41,35,16,11,3,1,1,0
"N00002364",118,64,30,13,9,0,1,1,0
"N00002365",121,35,40,21,17,7,1,0,0
"N00002366",118,41,36,16,15,9,1,0,0
"N00002367",164,51,46,37,21,8,1,0,0
"N00002368",141,21,34,33,31,12,7,1,2
"N00002369",289,67,94,64,39,15,8,2,0
"N00002370",128,19,37,22,31,11,7,1,0
"N00002371",146,20,43,20,34,15,12,2,0
"N00002372",211,26,67,54,36,23,4,0,1
"N00002373",139,29,41,24,18,13,9,3,2
"N00002374",126,40,42,22,10,3,8,1,0
"N00002375",132,29,33,20,24,18,7,0,1
"N00002376",148,24,48,22,30,15,8,1,0
"N00002377",169,37,57,33,28,13,1,0,0
"N00002378",306,80,108,47,50,16,4,0,1
"N00002379",251,57,78,46,43,21,5,0,1
"N00002380",133,46,42,26,6,12,1,0,0
"N00002381",149,30,58,17,32,11,1,0,0
"N00002382",181,40,62,36,32,8,3,0,0
"N00002383",150,16,44,30,43,14,3,0,0
"N00002384",144,31,48,25,28,10,1,1,0
"N00002385",108,24,39,16,19,8,2,0,0
"N00002386",127,52,38,23,8,2,2,2,0
"N00002387",266,152,66,32,12,3,1,0,0
"N00002388",92,38,21,19,9,4,1,0,0
"N00002389",134,46,42,17,19,6,4,0,0
"N00002390",142,60,43,18,14,6,0,1,0
"N00002391",136,25,39,28,15,20,8,1,0
"N00002392",116,17,34,24,19,17,4,1,0
"N00002393",197,26,42,33,50,35,8,3,0
"N00002394",154,52,48,19,21,10,4,0,0
"N00002395",126,16,26,28,31,15,9,1,0
"N00002396",132,45,47,23,10,5,1,0,1
"N00002397",147,51,48,23,15,4,5,1,0
"N00002398",137,33,40,30,16,11,6,0,1
"N00002399",117,44,30,21,15,4,2,1,0
"N00002400",70,15,30,11,9,3,1,0,1
"N00002401",555,105,181,113,106,32,15,3,0
"N00002402",96,23,38,16,12,6,0,0,1
"N00002403",176,52,69,28,13,10,4,0,0
"N00002404",339,78,111,57,60,27,6,0,0
"N00002405",128,30,40,24,22,10,2,0,0
"N00002406",109,17,39,24,15,8,5,1,0
"N00002407",112,33,42,17,8,9,3,0,0
"N00002408",129,30,45,21,17,12,3,1,0
"N00002409",131,43,30,28,20,8,2,0,0
"N00002410",117,37,33,19,17,9,2,0,0
"N00002411",107,15,24,24,24,14,5,0,1
"N00002412",110,7,22,28,28,13,9,2,1
"N00002413",123,16,29,29,22,18,4,3,2
"N00002414",103,23,28,25,15,8,3,1,0
"N00002415",103,24,28,24,16,7,3,1,0
"N00002416",180,45,44,20,43,20,6,2,0
"N00002417",120,29,20,26,24,14,7,0,0
"N00002418",169,30,34,29,25,30,15,3,3
"N00002419",230,44,67,53,32,23,7,3,1
"N00002420",163,29,39,32,30,19,9,5,0
"N00002421",131,25,26,24,26,17,9,1,3
"N00002422",162,36,34,34,32,16,5,3,2
"N00002423",115,62,34,5,8,4,2,0,0
"N00002424",129,39,40,19,14,8,7,2,0
"N00002425",127,42,42,16,14,12,1,0,0
"N00002426",132,43,30,23,20,11,4,1,0
"N00002427",127,35,26,29,18,10,8,1,0
"N00002428",125,34,35,29,12,8,4,2,1
"N00002429",135,47,42,22,16,5,3,0,0
"N00002430",131,43,35,24,16,10,2,1,0
"N00002431",423,166,109,56,42,32,8,9,1
"N00002432",119,64,27,7,12,5,2,2,0
"N00002433",135,30,35,28,24,14,1,3,0
"N00002434",102,33,19,22,14,11,3,0,0
"N00002435",152,90,27,18,11,5,0,0,1
"N00002436",154,42,39,26,25,16,4,1,1
"N00002437",88,13,19,21,12,12,9,1,1
"N00002438",127,35,34,19,17,15,2,3,2
"N00002439",120,32,33,27,13,9,4,2,0
"N00002440",110,21,34,25,16,8,4,2,0
"N00002441",112,48,31,15,10,7,1,0,0
"N00002442",110,24,35,19,18,10,3,1,0
"N00002443",128,31,33,34,21,6,1,1,1
"N00002444",372,146,103,63,39,13,7,0,1
"N00002445",147,51,56,22,13,4,1,0,0
"N00002446",133,58,44,20,8,2,1,0,0
"N00002447",153,60,44,24,20,4,1,0,0
"N00002448",131,46,32,31,13,7,1,1,0
"N00002449",134,46,49,15,20,4,0,0,0
"N00002450",131,53,37,17,15,5,4,0,0
"N00002451",284,119,65,49,35,14,1,0,1
"N00002452",121,37,33,19,16,13,3,0,0
"N00002453",157,67,33,20,21,11,3,2,0
"N00002454",200,118,48,16,9,4,4,1,0
"N00002455",128,19,37,25,24,19,4,0,0
"N00002456",146,31,52,26,22,12,1,2,0
"N00002457",202,38,77,38,27,14,5,2,1
"N00002458",134,49,39,26,12,4,2,2,0
"N00002459",296,69,83,47,51,31,11,3,1
"N00002460",154,23,47,29,28,20,6,1,0
"N00002461",180,28,40,32,37,25,12,4,2
"N00002462",178,41,43,24,33,20,15,1,1
"N00002463",136,29,24,26,25,18,12,2,0
"N00002464",142,28,34,35,24,12,9,0,0
"N00002465",270,44,65,59,50,25,19,5,3
"N00002466",110,33,28,15,14,12,5,2,1
"N00002467",115,30,39,14,16,10,3,2,1
"N00002468",116,38,34,17,15,10,1,1,0
"N00002469",232,60,63,47,32,18,10,1,1
"N00002470",144,35,42,30,14,10,12,1,0
"N00002471",118,26,39,21,12,13,7,0,0
"N00002472",167,32,41,50,24,8,8,3,1
"N00002473",125,39,29,15,28,8,5,1,0
"N00002474",135,31,40,21,23,16,1,3,0
"N00002475",164,53,52,23,25,7,3,1,0
"N00002476",146,36,46,22,28,8,3,1,2
"N00002477",115,25,37,22,16,10,3,1,1
"N00002478",191,37,52,39,32,15,7,6,3
"N00002479",140,10,30,33,35,23,6,3,0
"N00002480",216,27,66,42,45,26,8,1,1
"N00002481",127,40,31,22,19,7,5,3,0
"N00002482",118,34,31,19,17,12,3,1,1
"N00002483",125,28,44,25,12,11,1,1,3
"N00002484",129,40,34,23,20,8,3,1,0
"N00002485",103,27,29,17,12,10,6,1,1
"N00002486",153,31,39,33,28,11,8,2,1
"N00002487",142,21,31,26,34,20,8,1,1
"N00002488",417,61,101,79,87,57,25,3,4
"N00002489",263,36,71,55,50,35,12,4,0
"N00002490",138,23,44,35,18,11,6,0,1
"N00002491",138,44,41,26,11,9,5,1,1
"N00002492",114,26,32,24,20,8,1,3,0
"N00002493",136,51,36,23,11,11,1,2,1
"N00002494",105,29,30,18,16,10,2,0,0
"N00002495",208,36,65,42,36,16,13,0,0
"N00002496",121,21,35,21,25,11,6,1,1
"N00002497",222,48,68,37,40,18,10,0,1
"N00002498",431,75,136,75,80,36,22,6,1
"N00002499",239,57,67,29,37,27,21,1,0
"N00002500",179,21,31,44,46,22,13,1,1
"N00002501",523,70,89,92,148,86,36,0,2
"N00002502",173,30,41,34,38,19,8,2,1
"N00002503",106,32,33,17,16,5,2,1,0
"N00002504",136,76,33,7,8,10,2,0,0
"N00002505",129,61,33,21,8,4,2,0,0
"N00002506",128,53,34,23,8,4,3,0,3
"N00002507",114,20,44,23,14,9,2,2,0
"N00002508",102,58,26,12,4,2,0,0,0
"N00002509",151,89,46,8,6,0,1,0,1
"N00002510",216,81,53,28,42,9,2,0,1
"N00002511",94,47,33,8,2,3,1,0,0
"N00002512",311,114,95,43,40,13,6,0,0
"N00002513",116,22,37,18,30,7,2,0,0
"N00002514",122,16,20,23,44,15,4,0,0
"N00002515",107,22,42,17,19,5,2,0,0
"N00002516",125,18,39,22,28,13,3,2,0
"N00002517",133,35,40,17,30,6,5,0,0
"N00002518",251,49,74,46,48,22,8,3,1
"N00002519",131,33,41,24,21,8,3,1,0
"N00002520",274,44,53,53,70,39,9,6,0
"N00002521",505,127,136,92,96,39,11,1,3
"N00002522",122,44,35,10,17,9,7,0,0
"N00002523",123,26,36,23,26,7,4,0,1
"N00002524",163,44,54,25,21,11,7,0,1
"N00002525",634,125,183,119,124,54,21,6,2
"N00002526",381,79,121,73,61,35,9,1,2
"N00002527",151,23,58,23,16,24,7,0,0
"N00002528",95,12,23,17,26,15,2,0,0
"N00002529",124,17,26,34,17,15,10,2,3
"N00002530",120,17,23,22,35,11,9,2,1
"N00002531",152,15,41,33,35,19,7,2,0
"N00002532",119,16,35,27,23,11,5,1,1
"N00002533",408,157,121,51,48,24,5,1,1
"N00002534",191,67,58,29,30,4,1,0,2
"N00002535",138,13,35,39,29,9,10,2,1
"N00002536",209,44,53,45,34,23,4,2,4
"N00002537",575,124,150,119,98,55,21,6,2
"N00002538",238,37,65,50,54,25,6,0,1
"N00002539",115,39,29,27,14,5,1,0,0
"N00002540",629,115,146,117,142,81,23,3,2
"N00002541",522,142,187,100,59,25,8,1,0
"N00002542",112,23,33,20,19,9,4,2,2
"N00002543",115,39,32,24,15,1,3,1,0
"N00002544",279,107,71,36,45,14,5,0,1
"N00002545",127,32,43,19,22,8,3,0,0
"N00002546",114,46,32,14,11,8,2,1,0
"N00002547",437,127,138,83,63,21,4,1,0
"N00002548",279,115,91,40,22,7,3,0,1
"N00002549",114,43,40,16,9,5,1,0,0
"N00002550",117,36,37,24,13,7,0,0,0
"N00002551",146,45,56,17,13,10,1,2,2
"N00002552",117,38,35,19,14,9,1,1,0
"N00002553",125,50,44,19,9,1,2,0,0
"N00002554",134,26,34,39,22,7,4,2,0
"N00002555",128,25,33,28,31,10,1,0,0
"N00002556",122,33,37,14,26,5,7,0,0
"N00002557",130,27,41,25,24,12,1,0,0
"N00002558",115,26,32,25,20,11,0,1,0
"N00002559",116,32,33,26,16,4,4,1,0
"N00002560",152,16,48,29,34,18,4,2,1
"N00002561",120,22,40,29,22,5,2,0,0
"N00002562",128,33,35,19,22,15,4,0,0
"N00002563",131,25,40,25,27,9,4,1,0
"N00002564",112,28,45,19,11,7,2,0,0
"N00002565",116,49,25,15,15,6,4,1,1
"N00002566",122,30,45,20,17,8,1,0,1
"N00002567",120,23,35,28,16,12,4,2,0
"N00002568",119,33,37,22,12,9,5,1,0
"N00002569",121,29,43,26,11,5,5,2,0
"N00002570",120,55,30,10,12,10,2,0,1
"N00002571",126,28,39,24,23,6,4,2,0
"N00002572",129,28,43,23,20,10,3,1,1
"N00002573",136,51,48,18,10,6,1,1,1
"N00002574",122,32,41,25,15,6,2,1,0
"N00002575",126,46,30,18,18,8,5,1,0
"N00002576",320,113,103,44,33,14,8,2,3
"N00002577",241,92,76,33,18,17,2,1,2
"N00002578",129,45,39,20,14,7,3,1,0
"N00002579",131,25,35,20,27,13,5,5,1
"N00002580",113,30,32,18,17,8,7,0,1
"N00002581",129,30,44,26,15,12,1,0,1
"N00002582",519,102,161,106,77,43,18,5,7
"N00002583",113,23,28,24,21,10,7,0,0
"N00002584",127,31,30,23,29,11,2,1,0
"N00002585",108,39,25,19,12,11,1,1,0
"N00002586",126,27,34,27,22,11,4,1,0
"N00002587",288,62,72,57,55,24,13,3,2
"N00002588",110,21,37,21,13,15,1,2,0
"N00002589",106,14,32,24,20,11,4,0,1
"N00002590",528,102,135,113,95,56,16,5,6
"N00002591",396,49,105,91,77,41,21,8,4
"N00002592",149,15,28,41,38,18,7,2,0
"N00002593",137,71,23,15,10,11,6,1,0
"N00002594",127,31,35,20,16,13,8,3,1
"N00002595",139,27,43,26,21,13,6,2,1
"N00002596",120,18,27,34,18,11,9,2,1
"N00002597",107,15,26,25,17,15,9,0,0
"N00002598",104,31,29,16,20,6,1,0,1
"N00002599",127,21,40,20,23,7,11,2,3
"N00002600",101,19,25,23,23,8,3,0,0
"N00002601",124,19,38,27,18,17,4,1,0
"N00002602",107,15,33,16,21,12,8,1,1
"N00002603",443,259,96,29,23,23,6,2,5
"N00002604",138,57,39,16,13,4,4,3,2
"N00002605",162,103,37,12,7,2,1,0,0
"N00002606",195,111,38,22,16,5,1,2,0
"N00002607",107,71,17,9,8,1,1,0,0
"N00002608",137,64,48,14,6,5,0,0,0
"N00002609",123,23,54,22,17,6,0,1,0
"N00002610",122,55,27,17,10,4,8,1,0
"N00002611",64,26,24,4,4,3,3,0,0
"N00002612",123,39,30,27,15,5,5,2,0
"N00002613",391,249,75,27,20,14,3,1,2
"N00002614",153,58,46,23,11,9,4,2,0
"N00002615",112,34,26,25,16,6,2,2,1
"N00002616",169,75,48,23,14,8,1,0,0
"N00002617",164,59,40,24,22,14,5,0,0
"N00002618",106,50,24,14,12,4,1,1,0
"N00002619",311,141,99,41,19,8,2,0,1
"N00002620",241,86,64,46,35,7,1,2,0
"N00002621",119,62,31,16,6,4,0,0,0
"N00002622",145,65,40,14,12,8,3,3,0
"N00002623",115,41,35,16,16,5,2,0,0
"N00002624",127,66,25,16,17,1,2,0,0
"N00002625",138,39,46,26,16,7,4,0,0
"N00002626",294,50,79,51,66,31,11,3,3
"N00002627",150,75,37,14,16,4,1,3,0
"N00002628",398,155,104,55,50,20,8,4,2
"N00002629",122,54,34,26,3,2,2,0,1
"N00002630",108,27,30,19,16,10,5,0,1
"N00002631",125,40,33,19,21,5,4,1,2
"N00002632",148,31,37,33,31,10,6,0,0
"N00002633",177,75,48,21,15,11,4,1,2
"N00002634",122,23,59,15,8,12,4,0,1
"N00002635",137,45,40,19,22,9,2,0,0
"N00002636",138,30,36,28,24,11,8,0,1
"N00002637",170,32,48,30,31,21,6,1,1
"N00002638",165,36,44,24,35,14,9,1,2
"N00002639",144,67,30,22,15,6,2,2,0
"N00002640",133,34,40,30,13,11,4,0,1
"N00002641",132,24,42,28,26,7,5,0,0
"N00002642",172,38,50,31,30,21,2,0,0
"N00002643",131,16,44,24,28,12,5,2,0
"N00002644",134,36,47,22,15,10,4,0,0
"N00002645",134,46,38,22,16,8,3,1,0
"N00002646",173,74,54,21,19,3,1,0,1
"N00002647",299,83,79,49,66,20,1,0,1
"N00002648",94,36,30,13,10,4,0,1,0
"N00002649",145,21,50,33,30,8,2,0,1
"N00002650",124,42,30,20,22,6,3,1,0
"N00002651",167,29,52,27,37,17,4,0,1
"N00002652",131,40,43,28,15,3,2,0,0
"N00002653",184,49,72,29,18,12,4,0,0
"N00002654",109,36,29,15,21,4,1,2,1
"N00002655",155,89,31,19,9,6,1,0,0
"N00002656",261,55,65,61,55,21,4,0,0
"N00002657",146,44,45,24,15,10,5,1,2
"N00002658",169,41,56,34,24,10,2,1,1
"N00002659",151,49,50,22,17,8,4,0,1
"N00002660",164,46,54,29,18,13,4,0,0
"N00002661",232,95,71,30,21,12,2,1,0
"N00002662",185,81,42,33,17,8,2,0,2
"N00002663",127,23,46,18,32,6,1,1,0
"N00002664",144,69,27,26,17,2,2,1,0
"N00002665",114,26,42,26,14,3,3,0,0
"N00002666",109,31,37,16,16,8,1,0,0
"N00002667",334,116,95,60,37,14,10,2,0
"N00002668",116,37,21,22,17,11,7,1,0
"N00002669",187,55,44,22,30,21,12,2,1
"N00002670",600,117,133,116,124,80,17,9,4
"N00002671",466,70,124,123,94,41,12,2,0
"N00002672",129,42,33,21,15,11,5,0,2
"N00002673",536,203,137,78,71,33,11,1,2
"N00002674",115,39,26,21,14,11,4,0,0
"N00002675",131,21,37,29,26,11,6,0,1
"N00002676",283,71,95,55,36,19,6,1,0
"N00002677",152,27,48,35,31,10,1,0,0
"N00002678",139,33,40,32,20,9,3,0,2
"N00002679",199,47,63,32,25,29,2,0,1
"N00002680",138,23,37,25,26,16,6,2,3
"N00002681",154,31,42,33,26,14,8,0,0
"N00002682",160,23,56,31,26,19,5,0,0
"N00002683",136,23,40,23,31,15,4,0,0
"N00002684",165,33,49,37,33,8,4,0,1
"N00002685",126,20,32,24,27,18,4,1,0
"N00002686",130,27,47,23,20,11,2,0,0
"N00002687",120,29,36,23,26,4,2,0,0
"N00002688",129,31,37,23,22,11,5,0,0
"N00002689",126,36,41,22,14,10,3,0,0
"N00002690",97,39,28,10,11,7,1,1,0
"N00002691",125,29,44,12,30,8,2,0,0
"N00002692",133,46,54,18,9,4,2,0,0
"N00002693",190,125,41,13,6,3,2,0,0
"N00002694",124,28,50,17,20,3,6,0,0
"N00002695",145,18,40,24,32,20,8,3,0
"N00002696",129,34,44,25,15,7,4,0,0
"N00002697",139,37,42,19,26,9,3,2,1
"N00002698",208,50,75,29,29,19,4,2,0
"N00002699",136,30,51,26,13,9,5,2,0
"N00002700",191,31,62,41,42,9,4,2,0
"N00002701",174,27,52,28,32,23,10,1,1
"N00002702",136,31,43,24,18,12,6,2,0
"N00002703",189,25,50,33,40,26,8,5,2
"N00002704",173,32,35,28,34,31,11,1,1
"N00002705",150,26,33,20,42,19,6,1,3
"N00002706",148,25,43,28,26,20,5,0,1
"N00002707",192,35,65,27,31,20,9,3,2
"N00002708",118,45,33,23,6,7,3,1,0
"N00002709",185,44,70,28,26,11,3,2,1
"N00002710",177,57,52,35,20,8,4,0,1
"N00002711",327,112,103,45,42,13,8,2,2
"N00002712",129,37,24,22,18,20,6,2,0
"N00002713",143,22,42,23,37,13,6,0,0
"N00002714",155,26,44,29,42,11,1,2,0
"N00002715",150,25,54,24,23,18,5,1,0
"N00002716",136,32,40,32,23,6,3,0,0
"N00002717",181,35,45,25,33,28,11,4,0
"N00002718",173,31,61,31,31,12,6,1,0
"N00002719",126,26,43,29,14,9,3,1,1
"N00002720",128,38,30,21,20,13,4,2,0
"N00002721",126,32,36,16,19,9,10,2,2
"N00002722",137,27,37,9,24,27,13,0,0
"N00002723",154,34,49,34,19,13,4,0,1
"N00002724",107,44,27,20,10,4,2,0,0
"N00002725",139,24,35,27,26,14,9,2,2
"N00002726",414,92,122,76,72,43,5,2,2
"N00002727",129,16,44,27,21,13,6,1,1
"N00002728",411,127,119,70,56,31,6,1,1
"N00002729",122,42,34,20,12,9,5,0,0
"N00002730",125,45,38,23,14,5,0,0,0
"N00002731",126,43,41,26,10,4,0,2,0
"N00002732",121,40,28,23,14,13,2,1,0
"N00002733",196,80,62,29,16,8,1,0,0
"N00002734",156,29,43,19,39,21,5,0,0
"N00002735",137,24,41,21,29,14,7,0,1
"N00002736",126,18,52,18,18,12,7,1,0
"N00002737",128,30,41,31,18,5,3,0,0
"N00002738",148,27,40,22,29,18,7,5,0
"N00002739",138,21,47,23,29,11,6,1,0
"N00002740",136,28,39,20,33,12,3,1,0
"N00002741",159,24,58,30,25,13,7,0,2
"N00002742",148,45,41,20,26,10,5,0,1
"N00002743",159,56,51,22,17,9,3,1,0
"N00002744",121,53,24,25,10,5,3,0,1
"N00002745",136,44,42,24,13,8,4,0,1
"N00002746",115,26,31,26,19,11,2,0,0
"N00002747",121,45,45,14,8,5,3,0,1
"N00002748",128,30,37,22,23,9,5,2,0
"N00002749",138,39,52,16,20,6,4,0,1
"N00002750",119,45,29,28,13,3,0,1,0
"N00002751",154,81,36,18,10,4,1,4,0
"N00002752",123,39,36,29,11,7,1,0,0
"N00002753",181,34,47,39,38,16,6,0,1
"N00002754",140,25,42,23,26,17,6,1,0
"N00002755",168,32,49,25,34,13,7,7,1
"N00002756",131,31,51,25,15,8,0,1,0
"N00002757",203,67,55,31,38,11,1,0,0
"N00002758",115,40,38,17,15,3,2,0,0
"N00002759",125,36,25,22,27,13,2,0,0
"N00002760",112,22,37,17,22,13,1,0,0
"N00002761",380,94,127,75,56,24,4,0,0
"N00002762",132,17,56,24,16,16,2,1,0
"N00002763",138,24,55,14,27,11,7,0,0
"N00002764",160,37,56,20,25,16,4,2,0
"N00002765",148,50,43,19,16,11,8,1,0
"N00002766",162,25,41,37,26,23,8,2,0
"N00002767",135,27,40,18,26,16,5,3,0
"N00002768",146,47,43,25,19,11,1,0,0
"N00002769",173,36,53,31,28,15,9,1,0
"N00002770",149,26,35,33,26,17,7,3,2
"N00002771",124,49,37,19,9,7,2,0,1
"N00002772",140,57,43,16,15,8,1,0,0
"N00002773",107,53,20,17,13,3,1,0,0
"N00002774",220,39,70,40,38,18,9,4,2
"N00002775",186,49,60,30,22,19,6,0,0
"N00002776",124,37,43,19,15,8,2,0,0
"N00002777",100,37,23,15,18,5,2,0,0
"N00002778",150,83,44,17,4,2,0,0,0
"N00002779",165,38,33,32,26,27,6,3,0
"N00002780",165,60,62,24,9,8,2,0,0
"N00002781",168,47,65,22,21,6,5,2,0
"N00002782",174,28,53,31,36,18,7,1,0
"N00002783",144,39,33,29,25,10,8,0,0
"N00002784",187,37,50,36,34,17,13,0,0
"N00002785",222,66,57,29,35,20,13,2,0
"N00002786",154,33,28,24,33,17,14,3,2
"N00002787",137,23,29,18,28,22,13,3,1
"N00002788",132,29,43,21,18,16,3,1,1
"N00002789",193,52,56,34,31,14,3,2,1
"N00002790",163,30,47,30,20,25,6,4,1
"N00002791",158,38,48,30,21,15,6,0,0
"N00002792",147,23,38,16,32,26,10,2,0
"N00002793",164,42,47,26,21,18,8,1,1
"N00002794",165,33,41,26,35,15,9,5,1
"N00002795",159,33,30,24,27,20,15,8,2
"N00002796",174,36,37,19,33,29,16,2,2
"N00002797",159,24,32,25,30,29,10,9,0
"N00002798",133,22,42,21,15,17,14,1,1
"N00002799",122,43,30,15,14,16,4,0,0
"N00002800",134,27,38,22,19,11,14,2,1
"N00002801",155,33,34,20,39,15,7,5,2
"N00002802",143,26,35,19,31,21,8,2,1
"N00002803",174,38,42,35,33,14,7,5,0
"N00002804",153,43,43,34,19,10,3,1,0
"N00002805",161,52,50,29,16,7,3,4,0
"N00002806",157,24,41,24,32,28,7,1,0
"N00002807",126,23,22,27,30,14,8,1,1
"N00002808",166,33,35,32,35,17,10,3,1
"N00002809",155,34,32,24,25,23,15,1,1
"N00002810",129,48,30,17,15,16,3,0,0
"N00002811",132,36,33,29,23,7,4,0,0
"N00002812",135,30,37,19,24,14,10,0,1
"N00002813",160,35,49,30,23,14,5,1,3
"N00002814",168,39,47,34,25,15,7,1,0
"N00002815",133,50,28,25,13,10,5,2,0
"N00002816",151,51,43,27,16,10,3,0,1
"N00002817",213,44,48,43,34,40,3,0,1
"N00002818",190,65,50,32,20,15,7,1,0
"N00002819",166,36,52,36,22,12,5,2,1
"N00002820",187,26,46,36,36,29,8,4,2
"N00002821",148,29,35,24,27,22,9,2,0
"N00002822",136,29,38,22,25,14,5,2,1
"N00002823",137,30,45,22,24,8,5,2,1
"N00002824",129,31,34,23,14,18,6,2,1
"N00002825",204,33,49,38,35,32,13,3,1
"N00002826",141,31,42,18,26,13,9,2,0
"N00002827",140,39,33,32,23,11,2,0,0
"N00002828",144,48,41,24,19,8,3,0,1
"N00002829",144,27,33,23,22,20,13,3,3
"N00002830",136,25,36,16,20,19,11,7,2
"N00002831",149,32,28,29,26,16,16,1,1
"N00002832",132,23,30,29,27,15,6,2,0
"N00002833",146,34,41,29,29,8,4,1,0
"N00002834",170,23,30,30,35,37,11,3,1
"N00002835",156,26,34,25,31,25,12,3,0
"N00002836",149,35,34,22,27,19,12,0,0
"N00002837",134,38,44,19,18,13,1,1,0
"N00002838",149,34,37,23,22,21,7,1,4
"N00002839",127,37,28,25,10,12,10,3,2
"N00002840",468,110,111,76,76,53,28,9,5
"N00002841",160,24,40,25,34,22,14,0,1
"N00002842",206,34,53,42,40,27,9,1,0
"N00002843",123,26,25,23,17,18,12,2,0
"N00002844",126,23,31,22,24,15,11,0,0
"N00002845",143,57,41,19,16,6,4,0,0
"N00002846",197,37,50,44,33,22,8,1,2
"N00002847",208,37,52,35,41,27,13,3,0
"N00002848",444,109,103,87,72,43,25,4,1
"N00002849",98,38,27,15,12,4,2,0,0
"N00002850",130,46,42,19,13,6,3,1,0
"N00002851",154,48,41,26,17,12,6,3,1
"N00002852",130,47,39,17,13,6,7,1,0
"N00002853",354,71,90,62,73,40,16,1,1
"N00002854",160,20,48,44,22,19,6,1,0
"N00002855",169,39,57,27,28,15,3,0,0
"N00002856",132,44,38,24,13,8,5,0,0
"N00002857",184,42,43,38,37,14,9,1,0
"N00002858",145,26,40,26,27,12,12,1,1
"N00002859",206,45,70,36,32,19,4,0,0
"N00002860",138,42,28,25,24,15,4,0,0
"N00002861",135,37,33,20,26,10,8,1,0
"N00002862",109,28,36,25,8,9,2,1,0
"N00002863",121,30,28,28,21,10,3,1,0
"N00002864",122,23,34,27,23,10,2,3,0
"N00002865",189,28,51,23,33,24,23,4,3
"N00002866",166,29,55,27,28,15,9,3,0
"N00002867",195,38,63,24,36,16,13,5,0
"N00002868",172,46,50,18,23,20,10,4,1
"N00002869",144,41,31,26,26,11,4,3,2
"N00002870",205,39,61,39,34,22,8,1,1
"N00002871",282,58,59,53,61,31,14,6,0
"N00002872",133,46,34,24,23,1,5,0,0
"N00002873",126,41,47,9,15,8,6,0,0
"N00002874",124,47,25,27,13,7,5,0,0
"N00002875",420,119,133,49,67,37,9,6,0
"N00002876",197,43,63,31,40,12,7,1,0
"N00002877",131,47,37,25,12,7,3,0,0
