"Geography_Code","NM_1538_1_0","NM_1538_1_1","NM_1538_1_10","NM_1538_1_11","NM_1538_1_12","NM_1538_1_13","NM_1538_1_14","NM_1538_1_15","NM_1538_1_16","NM_1538_1_17","NM_1538_1_18","NM_1538_1_19","NM_1538_1_2","NM_1538_1_20","NM_1538_1_21","NM_1538_1_22","NM_1538_1_23","NM_1538_1_24","NM_1538_1_25","NM_1538_1_26","NM_1538_1_3","NM_1538_1_4","NM_1538_1_5","NM_1538_1_6","NM_1538_1_7","NM_1538_1_8","NM_1538_1_9"
"N00003948",123,16,14,1,6,4,2,0,0,15,6,1,11,8,5,2,1,0,0,2,5,102,16,64,19,14,17
"N00003949",120,24,7,0,10,4,3,3,0,19,6,6,6,7,1,1,0,0,0,0,18,95,8,58,20,9,22
"N00003950",113,18,19,0,9,2,3,4,0,16,9,5,7,2,6,2,2,0,0,2,11,89,10,54,10,9,16
"N00003951",109,21,6,0,8,4,1,2,1,17,8,4,11,5,5,0,1,0,3,1,10,83,19,39,14,10,9
"N00003952",114,35,14,0,6,3,1,2,0,5,2,0,22,3,4,1,1,0,1,1,13,75,16,48,15,7,12
"N00003953",111,23,10,0,5,2,1,2,0,16,2,4,15,10,7,1,0,0,2,4,8,81,18,42,12,9,11
"N00003954",116,48,5,0,3,1,1,1,0,8,2,1,39,5,3,0,0,0,0,3,9,65,16,38,20,4,9
"N00003955",114,25,8,0,7,3,1,2,1,20,4,5,15,11,1,0,0,0,0,1,10,88,18,43,18,8,9
"N00003956",117,22,13,0,4,2,0,2,0,19,8,4,8,7,3,1,0,0,0,2,14,92,7,62,20,12,17
"N00003957",108,41,4,0,7,5,1,0,1,31,14,11,14,6,4,1,1,0,0,2,27,63,5,20,9,2,5
"N00003958",240,91,16,0,11,3,3,5,0,66,23,24,49,19,7,2,3,0,1,1,42,142,9,56,19,11,10
"N00003959",119,37,10,0,8,3,1,3,1,14,5,3,23,6,6,1,2,0,0,3,14,76,22,32,8,5,9
"N00003960",129,46,8,0,7,4,1,1,1,12,3,2,23,7,3,0,0,0,0,3,23,80,22,39,17,3,11
"N00003961",130,31,14,0,2,2,0,0,0,5,0,2,20,3,1,0,0,0,0,1,11,98,41,50,22,4,10
"N00003962",261,46,44,0,10,5,3,2,0,15,4,4,34,7,12,2,1,0,4,5,12,203,39,139,42,20,33
"N00003963",124,21,9,0,3,3,0,0,0,9,2,2,13,5,5,2,0,0,1,2,8,98,32,54,20,9,16
"N00003964",135,26,14,1,14,4,3,7,0,29,8,9,14,12,7,1,1,0,1,4,12,102,8,50,15,9,12
"N00003965",154,36,11,0,9,7,1,1,0,19,7,2,8,10,10,2,3,0,0,5,28,108,7,73,25,17,20
"N00003966",135,44,10,0,11,5,1,5,0,29,8,10,17,11,4,1,1,0,2,0,27,87,6,41,14,10,7
"N00003967",110,3,19,0,7,3,2,2,0,4,1,1,1,2,4,2,1,0,0,1,2,103,2,90,8,17,46
"N00003968",119,38,15,0,5,1,2,2,0,20,6,6,19,8,3,1,0,0,0,2,19,78,7,46,12,9,10
"N00003969",120,42,9,0,4,2,0,2,0,10,2,3,31,5,3,1,0,0,1,1,11,75,15,46,20,7,10
"N00003970",139,34,7,0,11,7,0,3,1,28,9,9,22,10,9,2,0,0,1,6,12,96,17,40,10,11,12
"N00003971",123,26,11,0,6,4,1,1,0,27,9,10,15,8,4,1,0,0,0,3,11,93,11,49,15,5,18
"N00003972",141,42,10,0,9,3,2,1,3,26,11,9,22,6,7,3,0,0,2,2,20,92,16,41,12,10,9
"N00003973",124,19,20,0,4,1,3,0,0,15,2,5,14,8,4,1,0,0,2,1,5,101,14,68,19,12,17
"N00003974",198,19,32,0,14,8,3,2,1,29,12,7,3,10,13,5,2,0,0,6,16,166,7,116,20,18,46
"N00003975",130,23,17,0,10,3,3,3,1,20,5,6,12,9,9,5,3,0,0,1,11,98,9,59,13,10,19
"N00003976",126,26,7,0,4,2,0,2,0,23,6,9,6,8,11,1,5,0,0,5,20,89,10,52,12,12,21
"N00003977",107,26,15,0,4,2,1,1,0,11,5,3,8,3,3,0,1,0,1,1,18,78,14,49,10,12,12
"N00003978",139,35,15,0,13,8,3,2,0,11,4,5,17,2,7,1,3,0,0,3,18,97,8,65,20,12,18
"N00003979",137,30,19,0,8,4,1,3,0,26,12,7,15,7,3,1,0,0,0,2,15,104,19,51,9,10,13
"N00003980",145,25,24,0,4,0,3,1,0,13,2,4,16,7,5,2,0,0,1,2,9,115,33,65,18,8,15
"N00003981",115,35,12,0,3,1,0,2,0,20,3,4,13,13,4,2,2,0,0,0,22,76,17,36,8,5,11
"N00003982",117,55,4,0,8,6,2,0,0,19,9,2,16,8,5,2,0,0,0,3,39,57,4,26,10,8,4
"N00003983",118,36,6,0,6,4,1,0,1,35,11,6,12,18,10,2,4,0,1,3,24,72,5,26,7,8,5
"N00003984",133,31,7,0,16,10,4,2,0,30,10,10,13,10,10,1,1,0,1,7,18,92,11,35,8,9,11
"N00003985",120,35,10,0,9,4,2,2,1,32,11,13,12,8,15,4,3,0,1,7,23,70,5,24,7,1,6
"N00003986",123,53,4,0,12,3,4,3,2,27,9,8,28,10,5,0,1,0,0,4,25,65,10,16,7,3,2
"N00003987",123,26,4,0,4,2,2,0,0,51,21,18,17,12,7,0,3,0,0,4,9,90,9,26,12,4,6
"N00003988",130,40,9,0,6,4,1,1,0,36,10,11,22,15,6,1,0,0,0,5,18,84,13,29,8,5,7
"N00003989",121,84,0,0,4,3,1,0,0,16,7,0,24,9,4,0,0,0,0,4,60,33,6,7,6,1,0
"N00003990",177,43,17,0,13,9,3,1,0,15,7,2,21,6,5,1,0,0,0,4,22,129,14,87,27,22,21
"N00003991",140,48,9,0,9,3,3,2,1,32,16,5,20,11,7,0,1,0,0,6,28,85,6,38,16,6,7
"N00003992",154,44,11,0,6,5,0,1,0,10,1,2,17,7,12,1,3,0,0,8,27,98,17,65,17,8,29
"N00003993",158,31,17,0,10,10,0,0,0,11,5,2,13,4,10,2,3,0,1,4,18,117,15,81,29,16,19
"N00003994",123,11,5,0,9,6,3,0,0,5,2,2,4,1,3,0,1,0,0,2,7,109,9,86,27,28,26
"N00003995",140,28,16,0,10,4,5,1,0,5,0,1,17,4,11,2,2,0,0,7,11,101,5,81,26,15,24
"N00003996",147,42,9,0,10,5,2,3,0,16,6,5,23,5,15,1,1,0,1,12,19,90,9,55,22,8,16
"N00003997",128,22,18,0,2,1,1,0,0,9,0,1,7,8,6,0,0,0,3,3,15,100,11,78,17,8,35
"N00003998",127,25,16,0,12,4,7,1,0,17,7,6,7,4,4,1,2,0,0,1,18,98,4,65,12,15,22
"N00003999",139,24,3,1,5,3,1,1,0,16,6,6,4,4,2,0,0,0,0,2,20,113,6,85,24,25,33
"N00004000",152,58,10,0,8,2,5,1,0,42,19,10,36,13,7,0,1,0,0,6,22,87,7,30,11,4,5
"N00004001",125,21,7,0,9,4,2,3,0,40,20,11,8,9,8,3,0,0,0,5,13,96,8,39,11,8,13
"N00004002",160,88,8,0,7,4,1,2,0,21,12,2,49,7,7,3,0,0,0,4,39,65,15,22,8,3,3
"N00004003",184,62,9,0,19,11,4,3,1,44,22,13,25,9,13,0,4,0,0,9,37,109,9,37,6,11,11
"N00004004",114,45,5,0,7,5,1,1,0,35,13,8,14,14,5,3,0,0,0,2,31,64,2,20,7,3,5
"N00004005",95,52,5,0,1,1,0,0,0,13,7,3,19,3,4,2,0,0,0,2,33,39,5,20,8,2,5
"N00004006",110,50,8,0,7,1,3,1,2,14,6,6,18,2,5,2,1,0,0,2,32,55,5,29,12,2,7
"N00004007",103,24,7,0,5,0,3,1,1,40,12,15,8,13,8,1,5,0,0,2,16,71,3,23,7,4,5
"N00004008",146,23,14,0,10,3,2,4,1,36,12,11,8,13,8,1,2,0,0,5,15,115,12,57,15,12,16
"N00004009",126,32,7,0,6,5,0,0,1,28,7,9,14,12,6,1,1,0,0,4,18,88,9,45,8,9,21
"N00004010",144,39,15,0,11,7,3,0,1,13,2,4,17,7,7,4,1,0,0,2,22,98,10,64,10,16,23
"N00004011",183,38,11,0,16,10,2,4,0,40,13,18,15,9,6,2,1,0,0,3,23,139,15,68,13,15,29
"N00004012",124,24,19,0,3,1,0,1,1,10,1,4,16,5,9,1,4,0,0,4,8,91,20,58,20,6,13
"N00004013",118,18,11,0,5,4,0,1,0,26,6,10,8,10,10,3,3,0,1,3,10,90,5,54,14,12,17
"N00004014",124,16,22,0,4,2,2,0,0,10,3,0,7,7,1,0,0,0,0,1,9,107,12,81,26,19,14
"N00004015",113,25,15,0,6,3,2,1,0,17,6,7,8,4,3,0,2,0,0,1,17,85,7,55,14,12,14
"N00004016",151,38,18,0,5,2,1,2,0,20,9,7,13,4,10,1,1,0,0,8,25,103,15,63,18,13,14
"N00004017",108,26,9,0,10,7,2,1,0,15,5,3,15,7,9,4,1,0,0,4,11,73,11,37,7,7,14
"N00004018",123,37,14,0,8,4,3,1,0,14,6,5,21,3,3,0,1,0,1,1,16,83,10,51,14,10,13
"N00004019",118,18,12,0,7,5,0,1,1,19,7,3,7,9,5,0,0,1,0,4,11,95,15,54,18,11,13
"N00004020",143,23,15,0,15,6,6,2,1,33,10,18,10,5,8,2,2,0,0,4,13,112,9,55,14,9,17
"N00004021",129,28,14,0,7,6,1,0,0,25,6,5,15,14,6,1,1,0,0,4,13,95,13,50,12,4,20
"N00004022",151,59,6,0,14,9,2,2,1,37,20,5,25,12,13,3,1,0,0,9,34,79,7,21,8,3,4
"N00004023",119,49,7,0,11,5,4,2,0,22,11,4,14,7,5,1,1,0,0,3,35,65,6,26,7,5,7
"N00004024",126,33,6,0,10,6,1,3,0,28,13,10,4,5,9,1,1,0,0,7,29,84,4,42,16,10,10
"N00004025",243,112,13,0,16,9,7,0,0,31,15,10,76,6,13,3,1,0,1,8,36,118,20,51,20,13,5
"N00004026",126,24,18,0,7,2,2,3,0,8,0,3,12,5,7,2,1,0,2,2,12,95,22,58,19,10,11
"N00004027",130,39,11,0,7,2,2,2,1,12,2,4,23,6,4,2,0,0,0,2,16,87,18,50,21,5,13
"N00004028",118,22,12,0,6,4,0,2,0,23,6,6,15,11,6,1,0,0,0,5,7,90,15,46,11,8,15
"N00004029",123,31,16,0,5,4,1,0,0,6,2,1,15,3,3,1,1,0,1,0,16,89,22,56,26,6,8
"N00004030",129,35,8,0,12,11,1,0,0,19,10,5,20,4,8,1,2,0,1,4,15,86,13,42,21,4,9
"N00004031",127,52,7,0,7,5,1,1,0,23,9,7,11,7,8,2,2,0,0,4,41,67,5,32,17,3,5
"N00004032",115,59,6,0,6,4,1,1,0,10,5,2,36,3,5,0,2,0,0,3,23,51,3,32,9,9,8
"N00004033",123,46,9,0,7,1,1,3,2,29,16,10,18,3,4,0,0,0,1,3,28,73,5,32,9,9,5
"N00004034",119,47,5,0,12,7,1,2,2,20,10,1,24,9,5,2,0,0,2,1,23,67,6,29,11,5,8
"N00004035",128,38,12,0,5,1,2,1,1,13,4,1,24,8,6,1,1,0,1,3,14,84,29,37,11,5,9
"N00004036",117,45,6,0,6,2,2,2,0,16,8,5,15,3,7,1,0,0,1,5,30,65,2,41,10,10,15
"N00004037",138,53,7,0,8,2,4,2,0,22,7,8,21,7,10,1,2,0,1,6,32,75,7,38,13,7,11
"N00004038",123,46,12,0,11,8,0,3,0,14,7,3,22,4,5,1,0,0,2,2,24,72,18,29,6,7,4
"N00004039",124,44,10,0,4,1,2,1,0,12,3,3,20,6,5,3,0,0,0,2,24,75,19,40,12,7,11
"N00004040",121,31,9,0,6,4,0,2,0,8,1,0,23,7,4,2,1,0,0,1,8,86,15,57,19,16,13
"N00004041",130,45,9,0,1,0,0,1,0,13,5,2,24,6,3,2,1,0,0,0,21,82,27,41,7,8,17
"N00004042",220,36,23,0,8,4,2,2,0,22,5,6,19,11,5,0,2,0,0,3,17,179,35,114,36,22,33
"N00004043",129,24,10,0,6,1,2,3,0,12,2,6,12,4,6,2,1,0,0,3,12,99,12,69,17,17,25
"N00004044",133,47,6,0,2,2,0,0,0,10,4,1,32,5,7,3,0,0,1,3,15,79,20,47,17,9,15
"N00004045",147,38,9,0,8,5,2,1,0,22,5,5,16,12,7,2,1,0,1,3,22,102,19,53,15,15,14
"N00004046",125,41,7,0,8,4,3,1,0,15,7,1,26,7,11,2,2,1,0,6,15,73,14,36,7,12,10
"N00004047",333,25,24,1,16,6,2,8,0,26,11,8,1,7,9,3,1,0,0,5,24,299,13,243,50,59,110
"N00004048",151,12,15,0,10,6,2,2,0,16,1,11,3,4,5,0,1,0,0,4,9,134,6,102,28,18,41
"N00004049",177,27,13,0,8,5,2,1,0,9,6,2,14,1,6,0,1,0,0,5,13,144,18,109,32,18,46
"N00004050",351,71,28,0,15,10,2,2,1,23,5,8,36,10,16,4,4,2,1,5,35,264,24,202,57,31,86
"N00004051",306,24,45,0,5,4,0,1,0,20,4,6,13,10,8,2,1,1,0,4,11,274,21,228,46,44,93
"N00004052",132,29,14,0,3,2,0,1,0,3,0,1,17,2,4,1,0,0,0,3,12,99,19,74,29,14,17
"N00004053",121,25,16,0,5,4,0,1,0,14,5,3,15,6,8,1,0,0,3,4,10,88,7,62,20,13,13
"N00004054",183,43,14,0,13,6,3,1,3,20,10,3,12,7,8,3,1,0,0,4,31,132,16,83,24,13,32
"N00004055",104,35,7,0,5,4,0,1,0,13,2,5,20,6,8,1,2,0,1,4,15,61,7,36,17,4,8
"N00004056",138,20,14,0,5,0,2,2,1,8,2,2,8,4,10,1,6,0,2,1,12,108,7,88,19,21,34
"N00004057",134,20,17,0,5,2,1,0,2,11,4,1,11,6,5,3,1,0,0,1,9,109,16,77,19,14,27
"N00004058",447,80,20,0,34,19,7,7,1,53,18,21,17,14,29,4,6,0,1,18,63,338,22,229,70,47,92
"N00004059",544,103,19,0,84,62,13,7,2,57,33,17,10,7,30,8,8,0,1,13,93,411,9,261,79,59,104
"N00004060",459,99,23,1,57,32,14,11,0,76,32,28,1,16,35,2,7,0,0,26,98,325,5,186,49,47,67
"N00004061",195,17,12,0,7,7,0,0,0,32,7,21,0,4,10,3,4,0,1,2,17,168,5,124,26,33,53
"N00004062",143,7,27,0,4,0,2,1,1,8,2,0,3,6,13,5,1,0,2,5,4,123,3,108,19,23,39
"N00004063",306,47,34,0,13,8,3,1,1,38,12,12,13,14,10,2,2,0,2,4,34,249,25,173,51,40,48
"N00004064",200,17,32,0,5,3,1,1,0,22,7,10,6,5,5,1,3,0,0,1,11,178,9,142,38,23,49
"N00004065",124,68,5,0,3,2,1,0,0,23,11,10,22,2,7,0,1,0,3,3,46,49,5,18,8,2,3
"N00004066",125,48,6,0,11,7,2,1,1,15,3,9,20,3,5,1,0,0,0,4,28,72,14,32,19,2,5
"N00004067",116,41,4,0,14,5,5,4,0,31,11,13,8,7,3,1,1,0,1,0,33,72,10,17,4,4,5
"N00004068",127,42,9,0,8,1,4,3,0,26,8,10,14,8,8,1,1,0,0,6,28,77,7,36,14,3,10
"N00004069",109,35,4,0,11,4,4,1,2,28,8,11,14,9,6,1,1,0,0,4,21,68,8,21,7,5,5
"N00004070",110,47,10,0,6,5,0,1,0,11,5,5,20,1,8,2,1,0,0,5,27,55,8,30,15,5,0
"N00004071",135,59,4,0,6,2,2,2,0,38,15,14,15,9,5,3,1,0,0,1,44,71,5,22,5,5,8
"N00004072",119,24,8,0,7,2,3,2,0,27,5,16,10,6,14,5,5,0,0,4,14,81,4,43,15,6,14
"N00004073",373,73,23,1,39,25,7,7,0,48,17,25,10,6,25,2,4,2,0,17,63,275,2,185,39,41,82
"N00004074",143,48,5,0,10,4,2,4,0,20,7,7,15,6,5,0,0,0,0,5,33,90,7,53,15,9,24
"N00004075",147,23,24,1,5,4,0,0,1,10,5,3,13,2,6,3,1,0,0,2,10,118,12,90,22,23,21
"N00004076",128,35,12,0,8,6,0,2,0,25,11,7,19,7,8,0,1,0,0,7,16,85,5,47,9,12,14
"N00004077",131,18,16,0,11,8,1,1,1,14,5,3,4,6,7,1,4,0,2,0,14,106,11,70,24,10,20
"N00004078",132,38,6,1,6,2,1,3,0,25,6,8,19,11,5,1,1,0,1,2,19,89,9,48,17,12,13
"N00004079",133,43,11,0,8,5,2,0,1,25,13,6,14,6,4,2,0,1,0,1,29,86,12,41,17,7,6
"N00004080",129,36,6,0,8,5,0,3,0,41,10,16,14,15,7,2,0,1,0,4,22,86,6,31,13,3,9
"N00004081",129,42,13,1,9,5,3,0,1,22,9,12,18,1,1,0,0,0,0,1,24,86,8,46,10,14,9
"N00004082",165,55,13,1,19,7,5,6,1,39,17,18,17,4,7,1,3,0,0,3,38,103,7,37,12,6,6
"N00004083",134,40,6,0,15,7,4,3,1,34,13,8,18,13,3,3,0,0,0,0,22,91,4,38,18,5,9
"N00004084",136,40,13,0,8,5,1,2,0,9,2,1,28,6,3,0,1,0,0,2,12,93,21,55,21,6,15
"N00004085",396,139,17,0,23,14,6,3,0,49,18,15,58,16,40,3,1,11,1,24,81,217,35,110,42,20,31
"N00004086",126,64,13,0,8,5,2,1,0,23,14,5,16,4,7,1,1,0,1,4,48,55,2,22,5,3,1
"N00004087",231,45,7,0,23,14,6,3,0,29,14,10,6,5,9,2,1,2,0,4,39,177,8,117,39,25,46
"N00004088",149,40,17,0,7,4,0,2,1,6,1,3,24,2,14,2,0,0,0,12,16,95,19,63,16,15,15
"N00004089",121,34,7,0,0,0,0,0,0,16,5,6,21,5,4,0,0,0,0,4,13,83,14,53,14,10,22
"N00004090",152,37,15,0,9,3,1,4,1,10,2,2,17,6,11,2,0,2,0,7,20,104,15,70,18,15,22
"N00004091",144,40,12,0,3,2,1,0,0,11,3,2,21,6,7,1,2,0,0,4,19,97,21,62,23,7,20
"N00004092",132,38,4,1,8,6,1,1,0,28,14,6,14,8,6,0,0,0,0,6,24,88,20,31,13,3,11
"N00004093",211,105,5,0,22,17,4,1,0,23,13,5,34,5,11,1,1,1,0,8,71,95,20,30,15,4,6
"N00004094",228,68,19,0,16,8,3,5,0,43,8,19,29,16,22,3,5,0,2,12,39,138,12,67,18,13,17
"N00004095",123,43,11,0,3,3,0,0,0,41,13,18,12,10,9,2,1,0,1,5,31,71,4,23,3,4,5
"N00004096",119,55,10,0,12,6,2,2,2,21,12,8,18,1,6,1,1,0,1,3,37,58,2,23,5,3,5
"N00004097",202,40,12,0,19,7,5,6,1,81,36,30,15,15,13,2,2,0,0,9,25,149,9,40,7,6,15
"N00004098",138,68,4,0,12,3,2,6,1,26,15,3,20,8,5,1,0,0,0,4,48,65,2,25,10,5,6
"N00004099",269,94,6,0,36,22,11,3,0,49,33,6,24,10,15,0,1,1,0,13,70,160,18,57,28,13,10
"N00004100",156,73,8,0,3,1,1,1,0,38,16,11,35,11,9,2,0,0,0,7,38,74,3,30,8,5,9
"N00004101",124,64,3,0,5,3,1,1,0,16,7,2,28,7,3,1,0,0,1,1,36,57,16,20,11,5,1
"N00004102",155,43,8,0,16,9,5,2,0,46,23,17,14,6,9,0,2,0,0,7,29,103,6,35,13,6,8
"N00004103",113,67,6,0,5,3,0,0,2,12,7,1,37,4,6,3,0,0,0,3,30,40,8,15,7,2,0
"N00004104",91,43,3,0,2,1,1,0,0,6,5,0,23,1,7,2,1,0,0,4,20,41,13,20,3,6,8
"N00004105",153,119,0,0,6,5,0,1,0,12,3,1,36,8,4,0,0,0,0,4,83,30,2,10,9,1,0
"N00004106",137,87,0,0,9,8,0,0,1,14,4,2,20,8,4,0,1,0,0,3,67,46,4,19,11,4,4
"N00004107",111,48,5,0,2,1,0,1,0,14,6,1,23,7,6,0,0,0,1,5,25,57,15,26,12,4,5
"N00004108",127,49,6,0,7,3,1,2,1,31,14,8,26,9,3,1,1,0,0,1,23,75,9,28,8,9,5
"N00004109",126,55,6,1,3,3,0,0,0,10,4,4,34,2,6,0,1,1,2,2,21,65,13,38,12,7,13
"N00004110",134,40,8,0,11,5,2,3,1,14,5,2,15,7,6,3,1,0,0,2,25,88,10,53,17,14,14
"N00004111",133,19,21,0,4,2,1,0,1,4,1,1,9,2,4,2,0,0,0,2,10,110,22,80,35,10,14
"N00004112",142,11,24,0,8,3,2,1,2,1,0,1,5,0,2,1,1,0,0,0,6,129,9,111,43,16,28
"N00004113",224,25,33,0,13,7,2,4,0,15,4,3,9,8,12,2,2,0,1,7,16,187,13,146,40,26,47
"N00004114",117,26,8,0,13,7,3,3,0,13,8,2,9,3,7,2,2,0,1,2,17,84,5,53,14,13,18
"N00004115",127,12,13,0,10,7,1,2,0,23,7,9,3,7,3,0,2,0,0,1,9,112,3,76,13,13,37
"N00004116",215,23,26,0,10,5,2,3,0,13,3,7,6,3,8,4,1,0,0,3,17,184,3,158,23,42,67
"N00004117",149,7,18,0,2,0,0,2,0,18,5,7,0,6,7,2,2,0,0,3,7,135,4,111,21,22,50
"N00004118",122,25,11,0,9,5,3,1,0,11,2,5,9,4,3,2,0,0,0,1,16,94,12,62,23,14,14
"N00004119",127,23,15,1,8,3,2,3,0,18,9,4,8,5,5,1,1,0,1,2,15,99,7,65,23,8,19
"N00004120",100,33,7,0,10,5,3,2,0,18,8,6,9,4,3,0,0,0,0,3,24,64,5,31,10,9,5
"N00004121",129,13,15,0,9,8,1,0,0,24,7,8,3,9,2,0,1,0,0,1,10,114,9,72,15,17,25
"N00004122",130,14,13,0,11,6,2,0,3,14,4,3,4,7,5,3,1,0,0,1,10,111,6,80,18,20,29
"N00004123",152,48,16,0,5,5,0,0,0,11,3,1,32,7,5,1,1,0,1,2,16,99,16,67,29,7,15
"N00004124",132,38,7,1,8,6,1,1,0,18,5,6,20,7,2,0,0,0,0,2,18,92,14,51,18,8,18
"N00004125",142,38,9,1,3,2,0,1,0,10,2,2,14,6,4,1,0,0,1,2,24,100,17,69,23,18,19
"N00004126",125,46,6,0,4,2,0,1,1,14,5,4,27,5,7,3,0,0,0,4,19,72,7,47,12,11,18
"N00004127",131,40,10,0,10,4,2,2,2,9,1,2,28,6,5,0,3,0,0,2,12,86,12,55,15,10,20
"N00004128",144,40,9,0,10,8,1,1,0,10,0,3,23,7,3,1,2,0,0,0,17,101,10,71,18,13,31
"N00004129",119,18,10,0,4,3,1,0,0,6,0,2,14,4,3,0,2,0,0,1,4,98,19,69,30,8,21
"N00004130",121,35,9,0,6,2,2,2,0,10,2,2,19,6,3,1,1,0,0,1,16,83,15,52,15,10,18
"N00004131",127,35,11,0,3,2,1,0,0,7,1,3,20,3,2,0,0,0,1,1,15,90,23,57,20,8,18
"N00004132",129,28,11,0,5,3,0,2,0,8,3,1,18,4,8,1,5,0,1,1,10,93,16,64,28,6,19
"N00004133",122,25,11,0,4,2,0,2,0,10,3,4,14,3,1,0,1,0,0,0,11,96,13,69,25,13,20
"N00004134",120,22,19,0,3,1,1,1,0,6,1,2,8,3,7,1,2,0,1,3,14,91,16,66,25,9,13
"N00004135",132,30,12,0,7,3,1,3,0,9,4,1,13,4,9,4,2,0,0,3,17,93,14,63,20,13,18
"N00004136",146,11,30,0,3,1,0,2,0,10,4,1,7,5,9,5,1,0,0,3,4,126,25,88,28,6,24
"N00004137",140,21,19,0,3,2,0,0,1,3,0,2,6,1,4,1,0,0,1,2,15,115,19,90,36,13,22
"N00004138",141,32,6,0,16,6,6,4,0,23,13,2,4,8,6,0,0,0,1,5,28,103,4,60,19,13,22
"N00004139",262,50,35,0,15,7,7,0,1,14,3,5,17,6,6,3,1,0,0,2,33,206,30,147,50,24,38
"N00004140",149,19,21,0,6,5,1,0,0,8,3,4,7,1,5,4,1,0,0,0,12,125,9,102,34,19,28
"N00004141",129,45,13,0,2,0,0,1,1,12,3,3,17,6,5,0,2,0,0,3,28,79,10,55,21,6,15
"N00004142",123,29,12,0,5,2,2,0,1,17,8,7,12,2,4,0,0,0,0,4,17,90,10,58,22,9,15
"N00004143",124,24,15,0,4,2,0,2,0,13,4,5,7,4,5,2,0,0,0,3,17,95,12,66,26,10,15
"N00004144",238,72,18,0,16,10,4,1,1,37,10,14,29,13,8,2,2,0,0,4,43,158,13,92,20,20,34
"N00004145",121,27,10,0,8,2,5,1,0,11,6,3,14,2,5,1,1,0,0,3,13,89,12,58,23,8,17
"N00004146",130,20,14,0,13,4,4,3,2,24,15,4,5,5,3,3,0,0,0,0,15,107,2,68,21,10,23
"N00004147",126,20,10,0,9,6,0,3,0,22,8,9,6,5,6,1,2,0,0,3,14,100,3,66,20,16,20
"N00004148",117,74,3,0,5,4,0,0,1,9,3,1,50,5,3,0,1,0,0,2,24,40,13,13,5,2,3
"N00004149",124,23,13,0,5,4,1,0,0,14,3,3,10,8,4,1,0,0,1,2,13,97,32,46,20,6,7
"N00004150",241,91,10,0,17,10,1,4,2,30,10,8,45,12,14,4,1,0,1,8,46,136,24,65,30,9,16
"N00004151",130,39,8,0,9,7,2,0,0,10,3,1,22,6,5,1,0,0,0,4,17,86,25,42,17,9,8
"N00004152",123,57,6,0,6,4,1,0,1,10,5,2,35,3,4,1,0,0,0,3,22,62,15,31,11,4,10
"N00004153",142,23,19,0,4,2,1,0,1,14,9,1,11,4,7,0,1,0,0,6,12,112,24,70,24,13,14
"N00004154",110,31,15,0,1,1,0,0,0,13,1,2,17,10,2,0,1,0,0,1,14,77,11,52,20,7,10
"N00004155",143,60,6,0,13,7,3,1,2,20,7,6,16,7,7,2,1,0,0,4,44,76,12,31,7,8,10
"N00004156",108,38,6,0,7,4,3,0,0,24,12,7,12,5,14,2,4,0,0,8,26,56,5,20,5,5,4
"N00004157",187,35,18,0,10,2,2,4,2,38,13,13,20,12,8,2,1,0,0,5,15,144,20,76,28,15,15
"N00004158",178,38,12,0,15,8,3,4,0,18,8,5,12,5,4,1,0,0,0,3,26,136,22,81,36,15,18
"N00004159",66,34,2,0,6,2,1,3,0,8,3,4,27,1,1,0,0,0,0,1,7,31,4,13,3,4,4
"N00004160",94,41,7,0,4,1,0,3,0,17,5,6,20,6,10,2,3,0,1,4,21,43,1,21,8,4,2
"N00004161",119,35,2,0,9,2,2,5,0,44,16,19,11,9,5,3,0,0,1,1,24,79,0,26,10,6,8
"N00004162",111,58,0,0,6,3,2,1,0,29,8,13,23,8,5,1,1,0,0,3,35,48,1,12,8,1,3
"N00004163",136,18,16,0,8,5,1,1,1,8,2,3,7,3,5,1,1,0,0,3,11,113,8,89,25,16,32
"N00004164",136,15,12,0,9,3,0,4,2,11,4,4,1,3,4,2,1,0,0,1,14,117,4,93,26,25,30
"N00004165",142,21,10,0,12,7,2,3,0,18,3,10,1,5,7,3,1,0,0,3,20,114,3,81,11,27,33
"N00004166",122,47,7,0,11,7,2,2,0,14,5,3,10,6,9,1,2,0,1,5,37,66,8,33,13,7,6
"N00004167",189,83,7,0,17,13,2,2,0,37,15,13,25,9,11,3,3,0,0,5,58,95,11,30,11,5,7
"N00004168",118,70,3,0,7,3,3,1,0,18,9,4,33,5,4,0,2,0,0,2,37,44,3,16,7,4,2
"N00004169",128,27,15,0,5,2,1,1,1,12,6,1,9,5,3,1,0,0,0,2,18,98,10,71,30,13,13
"N00004170",127,41,16,0,6,2,2,2,0,10,2,5,11,3,1,1,0,0,0,0,30,85,13,56,19,7,14
"N00004171",131,13,13,0,2,1,1,0,0,7,0,2,13,5,3,1,0,0,1,1,0,115,35,71,40,7,11
"N00004172",123,45,8,0,4,2,1,1,0,14,4,3,27,7,6,2,1,0,0,3,18,72,23,31,13,5,5
"N00004173",124,42,8,0,10,4,4,2,0,17,6,2,16,9,5,0,0,0,0,5,26,77,10,40,18,6,8
"N00004174",112,33,8,0,0,0,0,0,0,5,0,3,24,2,5,0,2,0,0,3,9,74,19,50,16,8,18
"N00004175",108,27,14,0,9,6,1,2,0,6,1,1,15,4,2,0,0,0,0,2,12,79,10,54,11,13,16
