"Geography_Code","NM_1538_1_0","NM_1538_1_1","NM_1538_1_10","NM_1538_1_11","NM_1538_1_12","NM_1538_1_13","NM_1538_1_14","NM_1538_1_15","NM_1538_1_16","NM_1538_1_17","NM_1538_1_18","NM_1538_1_19","NM_1538_1_2","NM_1538_1_20","NM_1538_1_21","NM_1538_1_22","NM_1538_1_23","NM_1538_1_24","NM_1538_1_25","NM_1538_1_26","NM_1538_1_3","NM_1538_1_4","NM_1538_1_5","NM_1538_1_6","NM_1538_1_7","NM_1538_1_8","NM_1538_1_9"
"N00000134",177,51,13,0,16,7,2,3,4,13,9,2,19,2,9,3,0,0,0,6,32,117,13,75,21,14,27
"N00000135",119,31,13,0,12,3,1,5,3,23,5,9,15,9,3,0,0,0,0,3,16,85,9,41,11,9,8
"N00000136",188,31,20,0,12,8,3,1,0,19,2,7,6,10,7,2,2,0,0,3,25,150,14,105,31,24,30
"N00000137",120,30,14,0,2,0,1,1,0,6,2,2,11,2,4,1,0,0,0,3,19,86,14,64,13,16,21
"N00000138",155,22,17,0,5,1,2,1,1,12,6,5,5,1,3,2,1,0,0,0,17,130,7,106,29,22,38
"N00000139",133,39,8,0,8,7,0,1,0,11,2,2,13,7,6,0,1,0,2,3,26,88,20,49,26,6,9
"N00000140",158,53,15,0,9,4,1,3,1,18,6,1,16,11,10,1,0,0,1,8,37,95,19,49,19,9,6
"N00000141",220,97,10,0,8,5,2,1,0,31,11,7,58,13,15,6,2,0,0,7,39,108,23,46,12,12,12
"N00000142",96,27,2,0,6,2,1,2,1,29,8,7,14,14,3,0,0,0,0,3,13,66,7,24,14,4,4
"N00000143",123,69,2,0,5,5,0,0,0,17,7,5,27,5,6,0,0,0,1,5,42,48,8,18,4,6,6
"N00000144",110,41,8,0,11,5,4,2,0,18,7,3,12,8,9,0,2,0,0,7,29,60,4,27,9,6,4
"N00000145",75,48,1,0,3,0,2,1,0,11,4,0,39,7,1,0,0,0,0,1,9,26,3,9,4,2,2
"N00000146",105,23,9,1,5,4,0,1,0,10,1,1,11,8,9,0,2,0,1,6,12,73,17,40,11,8,12
"N00000147",106,41,4,0,3,1,1,1,0,19,9,4,12,6,9,1,0,0,1,7,29,56,7,27,8,8,7
"N00000148",279,77,11,2,34,17,6,9,2,49,22,14,28,13,17,4,1,0,2,10,49,185,10,90,28,15,36
"N00000149",187,58,6,0,12,5,2,5,0,16,9,1,37,6,12,0,2,0,0,10,21,117,22,67,20,18,23
"N00000150",149,38,14,0,2,1,1,0,0,8,1,4,25,3,5,1,2,0,0,2,13,106,23,73,24,11,24
"N00000151",131,42,12,0,12,7,3,2,0,13,5,3,22,5,10,3,0,0,0,7,20,79,15,39,13,7,7
"N00000152",131,48,7,0,7,5,0,2,0,21,8,2,22,11,3,0,0,0,0,3,26,80,9,43,18,8,10
"N00000153",111,37,5,0,14,7,2,4,1,10,3,2,22,5,9,2,0,0,2,5,15,65,13,28,6,3,14
"N00000154",108,34,8,0,6,4,2,0,0,10,2,4,16,4,9,3,0,0,1,5,18,65,7,42,12,11,11
"N00000155",128,27,15,0,9,5,0,3,1,13,5,1,18,7,11,2,1,0,1,7,9,90,5,63,21,12,15
"N00000156",127,27,6,0,6,5,0,1,0,10,2,4,14,4,4,1,0,0,0,3,13,96,26,54,21,10,17
"N00000157",139,28,23,0,8,6,1,1,0,8,3,2,15,3,8,0,4,0,1,3,13,103,20,67,16,9,19
"N00000158",286,61,12,0,22,15,4,2,1,27,12,12,32,3,13,2,4,0,0,7,29,212,38,125,66,18,29
"N00000159",116,45,3,0,5,2,1,1,1,11,4,2,22,5,10,2,0,0,1,7,23,61,22,23,12,6,2
"N00000160",124,38,10,0,3,1,1,1,0,10,4,3,16,3,11,4,3,0,0,4,22,75,16,46,20,8,8
"N00000161",128,11,19,0,3,1,1,1,0,6,1,3,4,2,5,0,1,0,1,3,7,112,19,84,34,17,14
"N00000162",115,37,9,0,4,3,1,0,0,10,2,2,15,6,6,1,1,0,0,4,22,72,14,44,24,5,6
"N00000163",155,61,7,0,11,4,3,2,2,27,9,6,23,12,9,3,0,0,1,5,38,85,11,36,14,10,5
"N00000164",118,22,11,0,7,4,1,0,2,9,1,0,16,8,2,0,1,0,0,1,6,94,28,50,17,7,15
"N00000165",135,37,13,0,5,4,0,1,0,9,5,1,19,3,6,0,2,0,1,3,18,92,17,61,21,7,20
"N00000166",122,30,20,0,3,3,0,0,0,9,5,1,19,3,3,0,1,0,2,0,11,89,16,61,24,8,9
"N00000167",149,33,19,0,6,3,1,2,0,10,3,3,19,4,8,2,3,0,1,2,14,108,20,72,26,9,18
"N00000168",145,35,18,1,6,2,2,1,1,10,2,3,23,5,4,0,0,0,0,4,12,106,24,65,20,7,20
"N00000169",279,62,29,1,9,4,2,2,1,16,5,2,37,9,18,4,3,0,3,8,25,199,35,138,52,19,38
"N00000170",139,22,13,0,13,7,3,3,0,17,10,5,5,2,7,0,1,0,0,6,17,110,17,63,19,7,24
"N00000171",146,23,20,0,2,2,0,0,0,6,0,2,12,4,9,1,3,0,2,3,11,114,13,93,30,12,31
"N00000172",307,67,34,0,19,10,2,7,0,26,8,3,29,15,17,3,5,0,1,8,38,223,33,145,53,22,36
"N00000173",144,33,21,0,3,1,0,1,1,10,4,1,21,5,8,0,2,0,0,6,12,103,17,73,27,8,17
"N00000174",163,47,9,0,16,7,2,4,3,24,11,7,22,6,11,4,3,0,0,4,25,105,5,60,25,9,17
"N00000175",140,28,16,0,9,5,0,3,1,11,4,3,8,4,2,0,0,0,0,2,20,110,14,76,21,14,25
"N00000176",205,57,22,0,12,6,2,3,1,39,16,9,23,14,12,0,3,0,1,8,34,136,12,73,28,11,12
"N00000177",167,69,7,0,16,11,4,0,1,19,8,5,30,6,11,0,1,0,0,10,39,87,11,41,19,7,8
"N00000178",355,165,9,1,18,10,6,1,1,58,31,9,92,18,24,5,4,0,4,11,73,166,26,63,28,15,11
"N00000179",492,257,12,3,30,21,5,2,2,64,28,13,102,23,28,4,3,0,2,19,155,207,30,80,43,9,16
"N00000180",131,46,9,0,8,5,2,0,1,25,6,7,18,12,11,1,2,0,2,6,28,74,6,35,13,4,9
"N00000181",168,86,8,0,21,20,1,0,0,14,7,2,31,5,12,0,0,0,0,12,55,70,7,28,17,2,1
"N00000182",105,29,6,0,15,6,8,0,1,18,6,1,17,11,1,0,1,0,0,0,12,75,14,28,7,7,8
"N00000183",146,65,5,0,12,9,3,0,0,15,8,6,10,1,7,1,1,0,0,5,55,74,7,40,14,10,11
"N00000184",184,99,4,0,21,14,5,2,0,21,13,2,49,6,8,0,0,0,0,8,50,77,7,28,12,8,4
"N00000185",121,63,6,0,5,2,1,1,1,8,1,0,46,7,0,0,0,0,0,0,17,58,15,30,18,4,2
"N00000186",137,41,3,0,18,12,0,5,1,38,19,12,23,7,5,1,1,0,0,3,18,91,8,27,11,5,8
"N00000187",126,46,1,0,6,2,2,2,0,32,14,8,18,10,5,1,1,0,0,3,28,75,11,26,18,3,4
"N00000188",128,27,15,0,12,3,5,4,0,29,13,5,13,11,4,1,0,0,0,3,14,97,14,42,5,7,15
"N00000189",125,19,10,0,4,2,0,0,2,13,4,2,11,7,4,1,1,0,1,1,8,102,9,76,24,12,30
"N00000190",119,15,16,0,6,4,1,0,1,6,2,2,9,2,3,0,1,0,0,2,6,101,17,72,32,9,15
"N00000191",124,27,16,0,6,3,1,1,1,10,1,1,14,8,2,1,1,0,0,0,13,95,19,60,22,11,11
"N00000192",120,25,15,0,6,4,0,2,0,16,5,2,7,9,5,1,1,0,0,3,18,90,9,59,19,11,14
"N00000193",111,33,6,0,13,4,5,4,0,22,7,7,17,8,4,0,2,0,0,2,16,74,5,34,7,9,12
"N00000194",119,40,8,0,3,2,0,1,0,15,4,3,20,8,4,1,0,0,2,1,20,75,9,48,20,9,11
"N00000195",123,55,11,0,7,0,2,2,3,17,3,3,33,11,7,1,0,0,3,3,22,61,10,27,8,1,7
"N00000196",116,46,5,0,3,3,0,0,0,20,7,6,28,7,6,3,0,0,1,2,18,64,13,28,12,5,6
"N00000197",115,13,18,0,8,6,2,0,0,12,4,4,4,4,8,1,2,0,0,5,9,94,9,65,13,15,19
"N00000198",110,25,18,0,6,5,1,0,0,6,4,0,8,2,2,1,0,0,0,1,17,83,9,62,16,8,20
"N00000199",130,20,14,0,6,5,1,0,0,4,2,1,6,1,12,0,6,0,0,6,14,98,9,79,29,10,26
"N00000200",124,22,14,0,2,0,1,1,0,11,3,5,7,3,5,2,1,0,0,2,15,97,5,79,28,14,23
"N00000201",143,52,7,0,6,4,0,2,0,7,2,1,26,4,4,1,0,0,1,2,26,87,22,52,24,9,12
"N00000202",132,27,12,0,4,3,1,0,0,9,2,3,12,4,3,2,0,0,0,1,15,102,21,68,37,7,12
"N00000203",134,26,10,0,7,4,1,1,1,16,3,3,19,10,20,3,2,0,1,14,7,88,17,48,16,10,12
"N00000204",152,36,11,0,9,6,2,1,0,19,12,1,17,6,5,0,1,0,0,4,19,111,11,72,29,13,19
"N00000205",118,27,13,0,8,3,2,3,0,12,5,1,16,6,2,0,0,0,0,2,11,89,7,62,19,11,19
"N00000206",212,99,14,1,17,14,2,1,0,19,7,2,23,10,7,2,2,0,0,3,76,106,13,56,26,8,8
"N00000207",119,38,9,1,11,9,0,0,2,10,3,2,8,5,7,2,0,0,0,5,30,74,6,46,19,11,7
"N00000208",121,19,18,0,3,1,1,1,0,9,4,0,10,5,4,1,2,0,0,1,9,98,14,72,25,14,15
"N00000209",122,16,20,0,3,2,0,0,1,9,3,1,10,5,0,0,0,0,0,0,6,106,7,87,23,17,27
"N00000210",219,120,7,0,18,11,4,1,2,23,15,2,56,6,4,1,2,0,0,1,64,95,15,39,19,9,4
"N00000211",269,118,18,0,12,5,0,6,1,21,8,5,63,8,11,2,1,0,1,7,55,140,38,69,30,7,14
"N00000212",85,46,3,0,6,3,3,0,0,4,3,0,15,1,5,0,1,0,0,4,31,34,5,19,7,2,7
"N00000213",150,69,10,0,10,9,0,0,1,13,3,5,30,5,6,0,0,0,0,6,39,75,11,41,17,8,6
"N00000214",151,48,11,0,5,3,1,1,0,22,11,5,19,6,6,3,0,0,1,2,29,97,17,53,23,6,13
"N00000215",151,27,18,0,2,1,1,0,0,9,1,3,15,5,12,2,4,0,1,5,12,112,17,84,31,17,18
"N00000216",161,30,13,0,18,10,6,1,1,14,5,4,13,5,7,1,1,0,2,3,17,124,14,78,34,15,16
"N00000217",175,28,18,0,3,2,1,0,0,10,3,3,16,4,7,1,1,0,1,4,12,140,29,98,41,12,27
"N00000218",148,29,6,0,3,2,0,1,0,8,1,5,20,2,5,1,1,0,1,2,9,114,35,68,26,15,21
"N00000219",123,52,6,0,10,7,2,1,0,27,14,5,16,8,4,0,1,0,1,2,36,67,7,23,9,3,5
"N00000220",125,50,8,0,11,3,3,3,2,29,11,11,9,7,3,1,1,0,0,1,41,72,4,28,6,3,11
"N00000221",115,35,6,0,7,3,2,1,1,26,10,7,14,9,5,0,1,0,1,3,21,75,4,38,13,11,8
"N00000222",130,37,12,0,7,4,2,1,0,15,5,3,21,7,2,0,0,0,2,0,16,91,21,48,13,10,13
"N00000223",128,32,13,0,2,1,1,0,0,12,4,5,20,3,4,1,2,0,0,1,12,92,20,58,14,14,17
"N00000224",118,46,5,0,4,2,0,2,0,19,5,2,23,12,1,0,0,0,0,1,23,71,9,39,17,7,10
"N00000225",90,50,3,0,2,1,0,1,0,5,1,1,39,3,3,0,0,0,2,1,11,37,14,16,8,3,2
"N00000226",111,28,13,1,2,1,0,0,1,10,1,4,18,5,7,1,0,0,3,3,10,76,18,45,19,4,9
"N00000227",121,72,4,0,4,3,0,1,0,11,4,3,31,4,1,1,0,0,0,0,41,48,6,27,15,6,2
"N00000228",127,27,13,0,4,1,1,2,0,12,3,2,21,7,6,1,1,0,0,4,6,94,26,52,19,9,11
"N00000229",150,48,13,0,6,3,0,2,1,18,8,2,23,8,3,1,1,0,0,1,25,99,15,60,16,16,15
"N00000230",116,25,7,0,8,3,1,1,3,35,11,11,12,13,5,3,0,0,0,2,13,86,7,36,13,5,11
"N00000231",122,33,0,0,10,5,2,3,0,43,19,15,8,9,12,5,6,0,1,0,25,77,6,18,3,5,10
"N00000232",136,44,7,0,10,7,2,0,1,21,9,7,13,5,6,1,0,0,0,5,31,86,16,39,11,9,12
"N00000233",128,53,14,0,10,4,4,1,1,19,6,3,24,10,2,0,0,0,1,1,29,73,5,39,13,9,3
"N00000234",124,45,5,0,18,12,3,3,0,18,5,4,16,9,6,0,0,0,0,6,29,73,10,27,14,3,5
"N00000235",128,24,8,0,11,2,5,2,2,20,6,8,15,6,12,1,6,0,0,5,9,92,19,42,20,6,8
"N00000236",108,28,7,0,9,1,2,6,0,18,8,7,12,3,6,2,1,0,1,2,16,74,2,45,11,14,13
"N00000237",147,22,15,0,1,0,0,1,0,9,4,1,13,4,8,2,2,0,1,3,9,117,18,89,21,21,32
"N00000238",121,17,26,0,4,2,2,0,0,5,2,1,12,2,3,0,0,0,2,1,5,101,24,68,20,11,11
"N00000239",118,36,9,0,10,5,1,4,0,31,14,10,11,7,2,1,0,0,1,0,25,80,9,30,12,3,6
"N00000240",132,29,6,0,10,4,2,3,1,46,22,19,1,5,9,2,2,0,0,5,28,94,2,36,6,12,12
"N00000241",138,15,17,0,6,4,1,1,0,3,1,1,5,1,2,0,1,0,0,1,10,121,11,101,22,17,45
"N00000242",120,8,10,0,3,2,0,1,0,7,3,2,4,2,2,0,0,0,1,1,4,110,11,89,29,18,32
"N00000243",110,25,11,0,7,4,0,1,2,16,4,7,14,5,8,3,2,0,0,3,11,77,15,39,12,9,7
"N00000244",118,34,4,0,9,3,2,1,3,28,11,8,11,9,8,1,3,0,0,4,23,76,8,31,15,5,7
"N00000245",126,23,17,0,9,4,2,1,2,12,5,2,6,5,4,1,0,0,1,2,17,99,19,59,18,10,14
"N00000246",127,41,14,0,8,5,1,0,2,23,6,12,17,5,6,2,2,0,0,2,24,80,9,40,11,4,11
"N00000247",122,19,13,0,7,3,3,1,0,8,2,2,10,4,5,1,1,0,0,3,9,98,25,58,20,11,14
"N00000248",124,17,20,1,5,3,0,2,0,5,2,0,11,3,5,0,3,0,0,2,6,102,9,82,35,15,12
"N00000249",131,16,14,0,9,4,3,2,0,13,6,5,4,2,6,1,2,0,0,3,12,109,6,81,25,11,31
"N00000250",166,35,11,0,15,12,1,1,1,24,10,6,11,8,5,2,0,0,0,3,24,126,10,77,29,19,18
"N00000251",155,25,4,0,14,9,2,3,0,20,5,11,5,4,4,1,0,0,0,3,20,126,5,87,18,18,47
"N00000252",132,32,5,0,8,6,0,2,0,10,4,4,13,2,9,1,3,0,1,4,19,91,13,60,20,14,21
"N00000253",175,30,27,0,9,6,2,0,1,10,1,2,14,7,12,3,3,0,1,5,16,133,18,96,26,11,32
"N00000254",117,21,17,0,5,3,2,0,0,4,1,0,14,3,9,3,2,0,1,3,7,87,8,70,26,7,20
"N00000255",127,14,19,0,7,5,1,1,0,9,3,1,9,5,5,2,0,0,0,3,5,108,23,69,23,6,21
"N00000256",308,73,32,0,19,11,2,6,0,19,6,3,41,10,12,2,1,0,1,8,32,223,39,146,48,19,47
"N00000257",173,61,14,1,10,4,2,4,0,25,6,12,25,7,8,2,1,0,1,4,36,104,6,62,16,14,18
"N00000258",140,28,17,0,4,2,1,1,0,9,1,4,15,4,2,0,1,0,0,1,13,110,20,77,20,12,28
"N00000259",161,25,18,0,5,5,0,0,0,13,3,3,12,7,17,6,3,0,1,7,13,119,9,92,29,19,26
"N00000260",210,50,14,0,18,8,6,4,0,21,15,1,23,5,14,2,3,0,2,7,27,146,21,86,21,14,37
"N00000261",179,23,16,0,8,5,1,1,1,13,5,1,14,7,12,0,4,0,2,6,9,144,16,107,31,13,47
"N00000262",156,36,10,0,4,2,2,0,0,17,3,4,20,10,10,0,2,0,3,5,16,110,8,81,28,16,27
"N00000263",110,39,6,0,6,3,1,1,1,21,13,2,15,6,8,3,0,0,1,4,24,63,9,27,9,6,6
"N00000264",196,42,21,0,11,1,4,5,1,44,9,19,14,16,5,2,0,0,0,3,28,149,6,88,21,12,34
"N00000265",149,54,15,0,14,8,4,1,1,20,4,5,20,11,6,0,1,0,0,5,34,89,9,46,10,5,16
"N00000266",126,32,7,0,6,2,3,1,0,15,7,3,10,5,4,0,1,0,0,3,22,90,11,58,14,17,20
"N00000267",152,19,18,0,1,1,0,0,0,10,2,2,12,6,7,2,1,0,1,3,7,126,17,98,31,16,33
"N00000268",142,26,20,0,2,2,0,0,0,9,3,1,13,5,7,0,2,0,0,5,13,109,14,84,28,11,25
"N00000269",135,31,21,0,6,2,1,2,1,6,2,2,14,2,9,1,2,0,1,5,17,95,18,65,17,11,16
"N00000270",133,22,19,0,4,1,1,2,0,9,0,2,15,7,13,3,3,0,0,7,7,98,18,67,21,10,17
"N00000271",142,28,11,0,4,0,0,1,3,5,0,1,14,4,6,0,1,0,2,3,14,108,15,84,27,14,32
"N00000272",133,43,7,0,3,1,0,2,0,12,1,5,18,6,8,0,2,0,2,4,25,82,16,51,28,7,9
"N00000273",163,26,16,0,9,4,2,2,1,6,1,4,10,1,8,3,2,0,0,3,16,129,25,89,22,16,35
"N00000274",176,30,17,0,10,4,1,4,1,16,4,3,15,9,8,1,0,0,1,6,15,138,14,98,34,25,22
"N00000275",126,40,7,0,5,5,0,0,0,10,2,4,18,4,5,2,0,0,0,3,22,81,7,59,27,7,18
"N00000276",126,31,7,0,7,4,1,1,1,11,5,4,11,2,5,1,3,0,0,1,20,90,5,67,25,14,21
"N00000277",117,20,6,0,9,6,1,2,0,15,7,5,3,3,7,3,1,0,0,3,17,90,4,62,23,13,20
"N00000278",121,32,10,0,9,4,3,2,0,16,6,2,11,8,4,1,2,0,0,1,21,85,7,53,15,10,18
"N00000279",83,23,4,0,15,10,4,1,0,12,8,3,3,1,5,0,0,0,0,5,20,55,3,25,8,7,6
"N00000280",154,42,5,0,14,3,6,5,0,42,22,13,10,7,7,3,2,0,1,1,32,105,1,48,14,10,19
"N00000281",117,17,22,0,3,2,1,0,0,6,1,1,10,4,12,2,3,0,1,6,7,88,14,65,19,7,17
"N00000282",132,22,20,0,6,2,1,3,0,17,5,4,10,8,9,2,1,0,0,6,12,101,16,62,16,7,19
"N00000283",142,33,11,0,8,5,0,3,0,14,4,4,16,6,6,1,2,0,0,3,17,103,16,65,25,6,23
"N00000284",157,47,4,0,9,3,2,4,0,37,9,15,18,13,8,2,2,0,0,4,29,102,3,53,17,12,20
"N00000285",124,28,2,0,13,4,4,4,1,36,13,15,5,8,6,1,3,0,0,2,23,90,3,38,14,8,14
"N00000286",126,47,6,0,8,6,1,0,1,14,3,6,14,5,7,1,0,0,0,6,33,72,13,37,16,5,10
"N00000287",137,52,8,0,12,6,3,2,1,29,11,8,23,10,7,1,1,0,1,4,29,78,10,27,8,3,8
"N00000288",138,29,5,1,14,5,5,3,1,9,2,5,9,2,10,2,2,0,0,6,20,99,14,61,29,11,16
"N00000289",197,41,8,0,19,8,3,7,1,28,10,9,16,9,10,3,1,0,0,6,25,146,13,86,37,16,25
"N00000290",128,47,7,0,4,1,0,1,2,21,9,7,20,5,7,1,3,0,0,3,27,74,13,36,13,8,8
"N00000291",204,46,25,0,19,11,5,3,0,14,3,5,14,6,7,0,2,0,0,5,32,151,19,99,33,16,25
"N00000292",262,41,15,0,22,13,3,6,0,19,4,9,14,6,15,5,3,0,3,4,27,206,24,141,38,22,66
"N00000293",162,16,13,0,6,3,0,2,1,7,3,2,6,2,12,3,2,0,1,6,10,134,4,117,23,20,61
"N00000294",140,23,25,0,5,2,0,1,2,10,1,4,13,5,17,6,2,0,2,7,10,100,14,71,19,11,16
"N00000295",144,30,12,0,5,3,0,1,1,15,4,8,17,3,4,1,1,0,1,1,13,110,17,73,27,14,20
"N00000296",114,25,10,0,4,2,2,0,0,13,4,6,9,3,5,1,1,0,1,2,16,84,7,60,23,9,18
"N00000297",128,25,18,0,7,5,1,0,1,6,0,2,11,4,5,1,1,0,0,3,14,98,14,71,26,14,13
"N00000298",119,17,14,0,7,2,2,3,0,16,5,4,2,7,6,2,3,0,0,1,15,96,2,71,26,12,19
"N00000299",147,47,12,0,6,5,0,1,0,24,10,4,22,10,8,1,1,0,0,6,25,92,12,50,14,9,15
"N00000300",133,47,9,0,11,7,3,1,0,24,11,4,29,9,3,1,0,0,0,2,18,83,10,38,13,6,10
"N00000301",124,20,6,0,6,3,2,1,0,4,2,0,3,2,3,0,1,0,0,2,17,101,4,87,23,17,41
"N00000302",127,13,13,0,3,1,1,0,1,14,8,4,7,2,3,0,1,0,1,1,6,111,10,84,28,14,29
"N00000303",110,13,14,0,4,3,0,1,0,9,3,4,6,2,7,3,1,0,0,3,7,90,5,72,21,12,25
"N00000304",117,15,7,0,13,7,2,2,2,16,6,6,1,4,9,1,2,0,0,6,14,93,2,62,12,16,27
"N00000305",121,4,20,0,5,1,3,1,0,11,1,2,0,8,5,1,3,0,0,1,4,112,5,91,27,17,27
"N00000306",128,23,12,0,7,3,1,2,1,9,0,7,1,2,4,3,0,0,0,1,22,101,2,83,20,12,39
"N00000307",122,17,12,0,8,3,1,4,0,13,4,5,7,4,7,1,3,0,0,3,10,98,6,71,24,18,17
"N00000308",110,21,16,0,5,2,2,1,0,9,4,2,9,3,5,0,2,0,0,3,12,84,6,64,23,13,12
"N00000309",124,14,19,0,10,4,3,2,1,16,6,4,9,6,4,1,3,0,0,0,5,106,8,72,12,10,31
"N00000310",149,33,20,0,7,2,2,3,0,8,1,3,16,4,7,3,1,0,1,2,17,109,16,78,29,14,15
"N00000311",160,69,9,0,5,2,1,0,2,22,2,8,31,12,9,1,0,0,0,8,38,82,12,43,13,9,12
"N00000312",175,35,24,0,6,4,2,0,0,20,1,7,14,12,11,1,3,0,1,6,21,129,11,92,21,14,33
"N00000313",193,33,19,0,5,2,1,2,0,19,5,9,9,5,5,4,1,0,0,0,24,155,12,119,20,28,52
"N00000314",137,35,18,0,8,4,1,2,1,23,6,5,12,12,8,1,2,0,0,5,23,94,11,52,8,9,17
"N00000315",133,45,13,0,10,5,3,2,0,16,5,4,20,7,7,1,3,0,0,3,25,81,7,48,10,12,13
"N00000316",130,25,16,0,5,2,2,1,0,15,0,9,14,6,11,1,3,0,1,6,11,94,11,63,16,5,26
"N00000317",213,94,13,0,9,6,2,1,0,30,9,11,42,10,18,3,2,0,6,7,52,101,8,54,18,13,10
"N00000318",129,28,14,0,6,3,0,2,1,16,7,2,16,7,9,2,2,0,0,5,12,92,12,58,15,10,19
"N00000319",310,71,23,0,22,16,4,1,1,33,13,12,35,8,15,6,6,0,0,3,36,224,21,148,47,23,55
"N00000320",128,33,10,0,2,2,0,0,0,12,3,4,16,5,6,1,0,0,0,5,17,89,22,53,18,8,17
"N00000321",211,61,17,0,11,4,2,5,0,24,12,6,19,6,12,2,3,0,0,7,42,138,9,94,31,20,26
"N00000322",154,38,12,0,11,4,3,3,1,16,9,3,15,4,9,3,2,0,0,4,23,107,20,60,15,13,20
"N00000323",163,30,22,0,3,2,0,1,0,13,6,2,19,5,8,1,2,0,0,5,11,125,8,101,28,17,34
"N00000324",151,29,12,0,3,2,0,1,0,12,4,2,17,6,11,1,2,0,1,7,12,111,17,79,34,17,16
"N00000325",198,49,10,0,6,4,0,2,0,16,7,5,24,4,13,2,3,0,0,8,25,136,20,94,22,19,43
"N00000326",377,101,17,0,30,16,7,5,2,40,19,10,36,11,19,3,8,0,0,8,65,257,19,168,68,29,54
"N00000327",130,33,6,0,11,6,2,2,1,23,11,9,3,3,6,1,1,0,0,4,30,91,4,53,19,9,19
"N00000328",126,48,5,0,8,5,1,2,0,27,11,11,8,5,5,1,2,0,0,2,40,73,6,32,8,6,13
"N00000329",137,26,12,0,11,2,1,7,1,35,12,14,8,9,9,3,2,0,0,4,18,102,8,48,15,9,12
"N00000330",203,36,10,1,23,16,0,7,0,18,8,5,8,5,6,2,1,0,0,3,28,161,12,107,36,23,38
"N00000331",233,61,20,0,12,5,2,4,1,50,17,16,23,17,8,3,0,0,0,5,38,164,10,92,15,14,43
"N00000332",124,49,6,0,8,2,1,4,1,32,16,8,7,8,3,1,0,0,0,2,42,72,3,29,11,3,9
"N00000333",125,40,6,0,9,4,1,4,0,40,17,16,8,7,8,2,2,0,1,3,32,77,4,24,6,7,5
"N00000334",116,27,8,0,10,5,4,1,0,32,12,12,3,8,12,2,1,0,1,8,24,77,5,30,10,2,10
"N00000335",136,33,13,0,3,2,0,1,0,13,6,2,13,5,8,1,3,1,0,3,20,95,19,60,26,8,13
"N00000336",131,22,15,0,6,3,1,2,0,5,1,1,10,3,7,2,2,0,2,1,12,102,16,75,38,7,15
"N00000337",120,29,17,0,1,0,1,0,0,14,2,1,19,11,0,0,0,0,0,0,10,91,15,61,21,11,12
"N00000338",129,35,14,0,4,2,0,1,1,7,1,1,21,5,5,3,2,0,0,0,14,89,22,56,19,7,16
"N00000339",122,31,16,2,5,3,1,1,0,9,3,3,16,3,4,2,0,0,0,2,15,87,18,53,17,6,14
"N00000340",138,21,22,0,5,2,2,1,0,12,1,1,11,10,5,1,2,0,0,2,10,112,17,78,24,13,19
"N00000341",130,23,22,0,2,2,0,0,0,5,1,2,11,2,6,0,2,0,0,4,12,101,11,83,29,12,20
"N00000342",133,24,16,0,8,4,1,3,0,17,8,5,1,4,7,2,2,0,0,3,23,102,8,69,22,12,19
"N00000343",122,18,15,0,6,1,2,3,0,18,6,4,4,8,3,1,2,0,0,0,14,101,9,68,16,15,22
"N00000344",128,36,12,0,10,6,3,1,0,29,10,8,10,11,15,4,1,0,0,10,26,77,3,35,9,4,10
"N00000345",163,36,18,0,12,8,2,2,0,43,11,13,15,19,21,4,5,0,0,12,21,106,7,44,10,7,9
"N00000346",209,30,9,0,4,3,0,1,0,44,16,16,11,12,16,4,6,0,1,5,19,163,8,107,17,31,50
"N00000347",130,60,9,0,9,5,3,1,0,18,7,1,20,10,7,1,0,0,0,6,40,63,7,29,10,3,7
"N00000348",125,22,13,0,1,1,0,0,0,28,11,6,13,11,14,5,2,0,1,6,9,89,6,54,12,18,11
"N00000349",149,50,11,0,7,4,1,1,1,22,14,0,23,8,8,1,1,0,0,6,27,91,11,51,7,11,22
"N00000350",169,26,26,0,10,5,2,3,0,18,3,7,9,8,11,3,2,0,1,5,17,132,9,95,14,16,39
"N00000351",137,28,19,0,7,4,1,2,0,17,3,4,14,10,4,0,2,0,1,1,14,105,9,72,15,14,24
"N00000352",142,25,22,0,7,2,3,2,0,14,1,5,13,8,12,3,2,0,1,6,12,105,4,80,15,12,31
"N00000353",140,32,26,0,6,2,1,3,0,13,4,1,19,8,11,2,1,0,2,6,13,97,7,71,9,12,24
"N00000354",133,23,17,0,2,1,1,0,0,7,0,3,10,4,10,3,1,0,4,2,13,100,15,76,14,11,34
"N00000355",154,37,18,0,10,3,5,1,1,9,3,1,18,5,12,2,4,0,3,3,19,105,10,76,21,13,24
"N00000356",146,33,8,0,11,6,1,4,0,47,20,18,7,9,9,3,4,0,0,2,26,104,6,40,5,8,19
"N00000357",452,116,36,0,28,14,8,6,0,119,43,51,46,25,47,10,16,0,5,16,70,289,10,132,25,23,48
"N00000358",140,31,9,0,7,2,2,3,0,36,14,11,9,11,23,2,7,0,1,13,22,86,2,41,16,4,12
"N00000359",389,187,16,0,28,14,9,5,0,49,17,14,83,18,44,12,3,0,2,27,104,158,13,68,20,16,16
"N00000360",130,24,18,0,6,2,2,2,0,18,5,4,18,9,7,4,1,0,1,1,6,99,8,67,5,15,29
"N00000361",148,45,15,0,9,3,5,1,0,27,8,9,24,10,9,0,0,0,0,9,21,94,6,52,9,11,17
